struc_perc_id,source_ladder_id,object_name,supernova_type,band,phase_name,stage_index,n_points,time_start_mjd,time_end_mjd,duration_days,time_mid_mjd,mag_start,mag_end,mag_min,mag_max,mag_mean,mag_median,mag_range,mean_slope,median_slope,mean_curvature,median_curvature,transition_marker,boundary_role,support_regime_proxy,struc_perc_role,gap,gap_source,alpha_ready,unns_interpretation,raw_reference
B_SN2013ej_UVW1_early_decline,B_SN2013ej_UVW1,SN2013ej,II,UVW1,early_decline,3,16,56511.2342,56541.1624,29.9282,56526.1983,12.948,16.793,12.948,16.793,14.6638125,14.6755,3.845,-1.602198342,0.1909495092,-6.4282414,-0.00680378253,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,3.845,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_UVW1_plateau_or_shoulder,B_SN2013ej_UVW1,SN2013ej,II,UVW1,plateau_or_shoulder,4,9,56551.6349,56621.3666,69.7317,56586.50075,17.292,19.596,17.292,19.997,18.626,18.248,2.705,0.02871842982,0.02752798679,-8.833585159e-05,-0.0009110744142,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,2.705,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_UVW1_break,B_SN2013ej_UVW1,SN2013ej,II,UVW1,break,5,2,56626.4312,56635.7468,9.3156,56631.089,19.726,19.807,19.726,19.807,19.7665,19.7665,0.081,0.01718172842,0.01718172842,-0.002360644862,-0.002360644862,break,transition_break,ambiguous,transition_state,0.081,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_UVW2_peak,B_SN2013ej_UVW2,SN2013ej,II,UVW2,peak,2,22,56503.9769,56508.9149,4.938,56506.4459,12.369,13.391,12.369,13.427,13.04354545,13.053,1.058,0.01181479758,0.1646878591,-159.9574243,0.6680603278,peak,maximum_observable_response,ejecta_cooling,transition_state,1.058,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_UVW2_early_decline,B_SN2013ej_UVW2,SN2013ej,II,UVW2,early_decline,3,30,56508.9816,56541.1515,32.1699,56525.06655,13.385,18.133,13.385,18.133,14.98596667,14.389,4.748,-7.445766819,0.1503249304,-245.6324906,-0.01375508382,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,4.748,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_UVW2_plateau_or_shoulder,B_SN2013ej_UVW2,SN2013ej,II,UVW2,plateau_or_shoulder,4,10,56551.6262,56621.3635,69.7373,56586.49485,18.687,20.048,18.687,20.377,19.5709,19.662,1.69,0.06590465912,0.0371174719,-0.001904519638,-0.001587772903,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,1.69,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_UVW2_break,B_SN2013ej_UVW2,SN2013ej,II,UVW2,break,5,2,56626.4346,56635.7504,9.3158,56631.0925,20.384,20.4,20.384,20.4,20.392,20.392,0.016,0.03398766304,0.03398766304,-0.008972092904,-0.008972092904,break,transition_break,ambiguous,transition_state,0.016,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_V_rise,B_SN2013ej_V,SN2013ej,II,V,rise,1,18,56498.309,56506.862,8.553,56502.5855,14.49,12.56,12.48,14.49,12.80461111,12.6895,2.01,0.01368333759,-0.07873233332,-0.4932399311,0.0875034181,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,2.01,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_V_peak,B_SN2013ej_V,SN2013ej,II,V,peak,2,24,56507.49,56516.81,9.32,56512.15,12.53,12.52,12.449,12.62,12.53520833,12.53,0.171,4.338922378,-0.01064914467,-190.751765,0.02697764641,peak,maximum_observable_response,ejecta_cooling,transition_state,0.171,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_V_early_decline,B_SN2013ej_V,SN2013ej,II,V,early_decline,3,80,56517.59,56551.8231,34.2331,56534.70655,12.55,13.425,12.535,13.515,12.974425,12.94,0.98,-2.010312369,0.03286597642,2673.220079,-0.01002156274,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,0.98,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_V_plateau_or_shoulder,B_SN2013ej_V,SN2013ej,II,V,plateau_or_shoulder,4,111,56552.35,56631.5,79.15,56591.925,13.48,16.81,13.48,16.91,15.23064865,15.05,3.43,0.8043391562,0.01770848032,660.9583747,0.01478369373,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,3.43,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_V_break,B_SN2013ej_V,SN2013ej,II,V,break,5,48,56632.5,56728.14,95.64,56680.32,16.79,18.1,16.79,18.1,17.29454167,17.21,1.31,0.03712684083,0.01359070896,0.01960207662,-0.001421255967,break,transition_break,ambiguous,transition_state,1.31,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_V_tail_decay,B_SN2013ej_V,SN2013ej,II,V,tail_decay,6,19,56732.13,56986.27,254.14,56859.2,17.96,20.9,17.96,20.9,20.03315789,20.13,2.94,0.008575667877,0.0075,0.00164966846,0.0002709456728,tail_onset,tail_decay,radioactive_tail,relaxation_state,2.94,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_W1_peak,B_SN2013ej_W1,SN2013ej,II,W1,peak,2,2,56503.96,56504.82,0.86,56504.39,11.71,11.81,11.71,11.81,11.76,11.76,0.1,0.1162790698,0.1162790698,0.0148642541,0.0148642541,peak,maximum_observable_response,ejecta_cooling,transition_state,0.1,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_W1_early_decline,B_SN2013ej_W1,SN2013ej,II,W1,early_decline,3,11,56511.45,56541.41,29.96,56526.43,12.95,16.79,12.95,16.79,14.76818182,14.91,3.84,0.1750967992,0.1746987952,-0.005607226642,-0.006743345717,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,3.84,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_W1_plateau_or_shoulder,B_SN2013ej_W1,SN2013ej,II,W1,plateau_or_shoulder,4,6,56551.73,56609.68,57.95,56580.705,17.29,19.52,17.29,19.52,18.11166667,18.025,2.23,0.03589906195,0.03124423305,-0.000465539014,-0.001129073133,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,2.23,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_W1_break,B_SN2013ej_W1,SN2013ej,II,W1,break,5,2,56626.09,56635.65,9.56,56630.87,19.73,19.81,19.73,19.81,19.77,19.77,0.08,0.0105826379,0.0105826379,-0.0003410761739,-0.0003410761739,break,transition_break,ambiguous,transition_state,0.08,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_W2_peak,B_SN2013ej_W2,SN2013ej,II,W2,peak,2,4,56503.96,56508.84,4.88,56506.4,12.37,13.38,12.37,13.38,12.845,12.815,1.01,0.2131019734,0.2107623318,-0.00759454192,-0.01313671141,peak,maximum_observable_response,ejecta_cooling,transition_state,1.01,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_W2_early_decline,B_SN2013ej_W2,SN2013ej,II,W2,early_decline,3,11,56511.45,56541.41,29.96,56526.43,13.93,18.13,13.93,18.13,15.99181818,16.21,4.2,0.1954995499,0.2289156627,-0.004822939014,-0.001974049827,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,4.2,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_W2_plateau_or_shoulder,B_SN2013ej_W2,SN2013ej,II,W2,plateau_or_shoulder,4,4,56551.73,56581.78,30.05,56566.755,18.69,19.29,18.69,19.29,19.0025,19.015,0.6,0.02823372714,0.02682563117,-0.001622831781,-0.00376917609,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,0.6,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_clear_rise,B_SN2013ej_clear,SN2013ej,II,clear,rise,1,1,56499.44,56499.44,0,56499.44,13.04,13.04,13.04,13.04,13.04,13.04,0,,,,,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,0,phase_local_magnitude_range,partial,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_clear_peak,B_SN2013ej_clear,SN2013ej,II,clear,peak,2,3,56504.39,56509.52,5.13,56506.955,12.41,12.29,12.28,12.41,12.32666667,12.29,0.13,-0.05465475652,-0.04166666667,0.01341428021,0.01818393413,peak,maximum_observable_response,ejecta_cooling,transition_state,0.13,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_clear_early_decline,B_SN2013ej_clear,SN2013ej,II,clear,early_decline,3,20,56515.51,56546.41,30.9,56530.96,12.34,12.94,12.32,12.94,12.647,12.685,0.62,0.021575845,0.00995049505,0.002222658432,-0.001982119566,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,0.62,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_clear_plateau_or_shoulder,B_SN2013ej_clear,SN2013ej,II,clear,plateau_or_shoulder,4,53,56548.39,56627.23,78.84,56587.81,12.97,15.82,12.96,15.82,14.23320755,13.74,2.86,0.0437112949,0.02,-0.004674116248,-0.0003355107982,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,2.86,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_clear_break,B_SN2013ej_clear,SN2013ej,II,clear,break,5,31,56628.25,56710.13,81.88,56669.19,15.84,16.98,15.84,16.98,16.2816129,16.21,1.14,0.01512640559,0.01328903654,0.0001648833174,0.0004492380996,break,transition_break,ambiguous,transition_state,1.14,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_clear_tail_decay,B_SN2013ej_clear,SN2013ej,II,clear,tail_decay,6,32,56877.51,56979.27,101.76,56928.39,18.98,19.75,18.88,20.28,19.46,19.46,1.4,0.01640542593,0.01478241535,0.01042279172,0.005179536188,tail_onset,tail_decay,radioactive_tail,relaxation_state,1.4,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_g_rise,B_SN2013ej_g,SN2013ej,II,g,rise,1,3,56500.844,56501.844,1,56501.344,12.92,12.78,12.78,12.92,12.87,12.91,0.14,-0.1566482484,-0.1566482484,0.06221162788,0.06221162788,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,0.14,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_g_peak,B_SN2013ej_g,SN2013ej,II,g,peak,2,4,56502.844,56509.859,7.015,56506.3515,12.69,12.54,12.54,12.71,12.62,12.615,0.17,-0.0440926801,-0.04227804029,0.008367436932,0.008367436932,peak,maximum_observable_response,ejecta_cooling,transition_state,0.17,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_g_early_decline,B_SN2013ej_g,SN2013ej,II,g,early_decline,3,16,56515.677,56543.871,28.194,56529.774,12.66,13.77,12.66,13.77,13.216875,13.23,1.11,0.03561755654,0.0404200495,-0.003588373877,0.001478387143,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,1.11,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_g_plateau_or_shoulder,B_SN2013ej_g,SN2013ej,II,g,plateau_or_shoulder,4,27,56549.848,56624.595,74.747,56587.2215,13.92,17.26,13.92,17.26,15.62851852,15.07,3.34,0.06659094966,0.02766676914,-0.03554345864,-0.0001045258249,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,3.34,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_g_break,B_SN2013ej_g,SN2013ej,II,g,break,5,1,56640.602,56640.602,0,56640.602,17.5,17.5,17.5,17.5,17.5,17.5,0,0.01499344037,0.01499344037,,,break,transition_break,ambiguous,transition_state,0,phase_local_magnitude_range,partial,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_i_rise,B_SN2013ej_i,SN2013ej,II,i,rise,1,14,56500.851,56514.68,13.829,56507.7655,13.25,12.57,12.54,13.25,12.80928571,12.685,0.71,2.279851225,-0.0468164794,3.697788046,0.01017931248,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,0.71,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_i_peak,B_SN2013ej_i,SN2013ej,II,i,peak,2,8,56515.68,56522.869,7.189,56519.2745,12.55,12.58,12.52,12.58,12.55,12.55,0.06,0.0007006889743,-0.005020080321,0.0042432367,-0.004349326412,peak,maximum_observable_response,ejecta_cooling,transition_state,0.06,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_i_early_decline,B_SN2013ej_i,SN2013ej,II,i,early_decline,3,13,56524.837,56559.775,34.938,56542.306,12.59,13.16,12.59,13.16,12.79923077,12.8,0.57,0.01600293843,0.01657275439,0.0005712422768,0.0001571702451,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,0.57,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_i_plateau_or_shoulder,B_SN2013ej_i,SN2013ej,II,i,plateau_or_shoulder,4,30,56561.769,56629.982,68.213,56595.8755,13.19,16.09,13.19,16.09,14.77133333,15.15,2.9,0.04053973492,0.02324561024,-0.001545109174,0.0002505362287,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,2.9,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_i_break,B_SN2013ej_i,SN2013ej,II,i,break,5,2,56640.615,56674.931,34.316,56657.773,16.3,16.84,16.3,16.84,16.57,16.57,0.54,0.0177429676,0.0177429676,-0.0001033939456,-0.0001033939456,break,transition_break,ambiguous,transition_state,0.54,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_i_tail_decay,B_SN2013ej_i,SN2013ej,II,i,tail_decay,6,1,56885.872,56885.872,0,56885.872,19.43,19.43,19.43,19.43,19.43,19.43,0,0.01227831479,0.01227831479,,,tail_onset,tail_decay,radioactive_tail,relaxation_state,0,phase_local_magnitude_range,partial,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_r_rise,B_SN2013ej_r,SN2013ej,II,r,rise,1,11,56500.848,56509.948,9.1,56505.398,13.01,12.4,12.4,13.01,12.66090909,12.71,0.61,1.907241842,-0.08655535313,3.282185434,0.006200289274,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,0.61,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_r_peak,B_SN2013ej_r,SN2013ej,II,r,peak,2,10,56510.857,56519.812,8.955,56515.3345,12.4,12.42,12.38,12.42,12.394,12.39,0.04,0.2840841566,0,-0.0001362358493,-0.0008437618074,peak,maximum_observable_response,ejecta_cooling,transition_state,0.04,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_r_early_decline,B_SN2013ej_r,SN2013ej,II,r,early_decline,3,14,56520.79,56549.85,29.06,56535.32,12.42,12.98,12.39,12.98,12.64214286,12.625,0.59,0.01523209833,0.01851768497,0.00131794737,-0.001215322043,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,0.59,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_r_plateau_or_shoulder,B_SN2013ej_r,SN2013ej,II,r,plateau_or_shoulder,4,29,56559.773,56629.977,70.204,56594.875,13.11,15.82,13.11,15.82,14.54103448,14.84,2.71,0.0415652695,0.02502502502,0.00101446415,-3.269406237e-05,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,2.71,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_r_break,B_SN2013ej_r,SN2013ej,II,r,break,5,2,56640.609,56674.927,34.318,56657.768,15.96,16.45,15.96,16.45,16.205,16.205,0.49,0.01372300834,0.01372300834,4.940716381e-05,4.940716381e-05,break,transition_break,ambiguous,transition_state,0.49,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_u_peak,B_SN2013ej_u,SN2013ej,II,u,peak,2,2,56500.873,56501.873,1,56501.373,12.97,12.9,12.9,12.97,12.935,12.935,0.07,-0.07,-0.07,0.01471510455,0.01471510455,peak,maximum_observable_response,ejecta_cooling,transition_state,0.07,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_u_early_decline,B_SN2013ej_u,SN2013ej,II,u,early_decline,3,11,56518.812,56536.923,18.111,56527.8675,13.95,15.75,13.95,15.75,14.78363636,14.81,1.8,0.1142734553,0.08048289738,-0.003765383139,0.004470526931,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,1.8,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_u_plateau_or_shoulder,B_SN2013ej_u,SN2013ej,II,u,plateau_or_shoulder,4,10,56541.909,56583.626,41.717,56562.7675,16.1,17.09,15.93,18.12,16.873,16.77,2.19,0.004249116914,0.08278903822,0.01739480232,0.002944746482,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,2.19,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_u_break,B_SN2013ej_u,SN2013ej,II,u,break,5,1,56625.582,56625.582,0,56625.582,17.56,17.56,17.56,17.56,17.56,17.56,0,0.01120221184,0.01120221184,,,break,transition_break,ambiguous,transition_state,0,phase_local_magnitude_range,partial,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_z_rise,B_SN2013ej_z,SN2013ej,II,z,rise,1,7,56500.862,56510.873,10.011,56505.8675,13.4,12.73,12.73,13.4,12.96714286,12.79,0.67,-0.07077525117,-0.05236559416,0.01663260464,0.01499861734,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,0.67,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_z_peak,B_SN2013ej_z,SN2013ej,II,z,peak,2,8,56513.846,56521.79,7.944,56517.818,12.68,12.68,12.66,12.68,12.6725,12.675,0.02,-0.001358974276,-0.001662786831,-0.0001852350194,0.005205091692,peak,maximum_observable_response,ejecta_cooling,transition_state,0.02,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_z_early_decline,B_SN2013ej_z,SN2013ej,II,z,early_decline,3,12,56522.87,56549.854,26.984,56536.362,12.69,13,12.69,13,12.83416667,12.85,0.31,0.009818210349,0.01004796845,-0.0003707127908,0.0003291569267,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,0.31,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_z_plateau_or_shoulder,B_SN2013ej_z,SN2013ej,II,z,plateau_or_shoulder,4,31,56559.776,56629.992,70.216,56594.884,13.1,15.34,13.1,15.34,14.24806452,14.41,2.24,0.05609150284,0.0232234092,0.002100654883,0.0009858961136,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,2.24,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_z_break,B_SN2013ej_z,SN2013ej,II,z,break,5,1,56640.622,56640.622,0,56640.622,15.54,15.54,15.54,15.54,15.54,15.54,0,0.01881467545,0.01881467545,,,break,transition_break,ambiguous,transition_state,0,phase_local_magnitude_range,partial,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2013ej_OSC_raw.json::SN2013ej::photometry
