struc_perc_id,source_ladder_id,object_name,supernova_type,band,phase_name,stage_index,n_points,time_start_mjd,time_end_mjd,duration_days,time_mid_mjd,mag_start,mag_end,mag_min,mag_max,mag_mean,mag_median,mag_range,mean_slope,median_slope,mean_curvature,median_curvature,transition_marker,boundary_role,support_regime_proxy,struc_perc_role,gap,gap_source,alpha_ready,unns_interpretation,raw_reference
B_SN2012aw_V_peak,B_SN2012aw_V,SN2012aw,II P,V,peak,2,55,56006.21,56016.01,9.8,56011.11,13.59,13.35,13.28,13.59,13.36447273,13.342,0.31,-4.145921925,-0.0344375205,-550.2007386,-0.2054887535,peak,maximum_observable_response,ejecta_cooling,transition_state,0.31,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_V_early_decline,B_SN2012aw_V,SN2012aw,II P,V,early_decline,3,80,56016.2275,56050.8927,34.6652,56033.5601,13.299,13.499,13.29,13.725,13.4200375,13.4355,0.435,2.476825866,0.005096465697,46.70549195,0.03578316875,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,0.435,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_V_plateau_or_shoulder,B_SN2012aw_V,SN2012aw,II P,V,plateau_or_shoulder,4,125,56051.1556,56127.98,76.8244,56089.5678,13.505,14.46,13.439,14.46,13.669288,13.62,1.021,0.1662214529,0.02210642665,0.7240959139,0.004223227753,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,1.021,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_V_break,B_SN2012aw_V,SN2012aw,II P,V,break,5,10,56131.97,56230.98,99.01,56181.475,14.67,16.765,14.67,16.918,16.5385,16.7205,2.248,0.01738401087,0.02002257868,-0.08942629962,-0.0001350968738,break,transition_break,ambiguous,transition_state,2.248,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_V_tail_decay,B_SN2012aw_V,SN2012aw,II P,V,tail_decay,6,44,56233.97,56449.19,215.22,56341.58,16.803,18.94,16.721,18.94,17.61495455,17.57,2.219,-0.03174525545,0.01008616217,0.02954505071,-0.0002994952499,tail_onset,tail_decay,radioactive_tail,relaxation_state,2.219,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_clear_rise,B_SN2012aw_clear,SN2012aw,II P,clear,rise,1,1,56015.35,56015.35,0,56015.35,13.13,13.13,13.13,13.13,13.13,13.13,0,,,,,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,0,phase_local_magnitude_range,partial,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_clear_peak,B_SN2012aw_clear,SN2012aw,II P,clear,peak,2,2,56024.34,56026.33,1.99,56025.335,13.08,13.14,13.08,13.14,13.11,13.11,0.06,0.01229450925,0.01229450925,0.001904782725,0.001904782725,peak,maximum_observable_response,ejecta_cooling,transition_state,0.06,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_clear_early_decline,B_SN2012aw_clear,SN2012aw,II P,clear,early_decline,3,8,56039.24,56063.21,23.97,56051.225,13.27,13.23,13.22,13.3,13.25,13.245,0.08,-0.01042032795,0.0008195087377,-0.0004348925425,-0.0003099157986,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,0.08,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_clear_plateau_or_shoulder,B_SN2012aw_clear,SN2012aw,II P,clear,plateau_or_shoulder,4,2,56065.19,56067.21,2.02,56066.2,13.21,13.26,13.21,13.26,13.235,13.235,0.05,0.007325732573,0.007325732573,0.008665844065,0.008665844065,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,0.05,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_clear_break,B_SN2012aw_clear,SN2012aw,II P,clear,break,5,1,56229.53,56229.53,0,56229.53,16.01,16.01,16.01,16.01,16.01,16.01,0,0.01694184327,0.01694184327,-6.33042071e-05,-6.33042071e-05,break,transition_break,ambiguous,transition_state,0,phase_local_magnitude_range,partial,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_clear_tail_decay,B_SN2012aw_clear,SN2012aw,II P,clear,tail_decay,6,21,56306.35,56409.16,102.81,56357.755,16.73,17.95,16.62,17.95,17.29047619,17.3,1.33,0.008957186142,0.01025641026,-0.001521151805,-0.001300473341,tail_onset,tail_decay,radioactive_tail,relaxation_state,1.33,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_g_peak,B_SN2012aw_g,SN2012aw,II P,g,peak,2,10,56005.07,56012.99,7.92,56009.03,13.57,13.27,13.26,13.57,13.38,13.355,0.31,-0.003548602724,-0.02097902098,0.04607919196,0.03765465304,peak,maximum_observable_response,ejecta_cooling,transition_state,0.31,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_g_early_decline,B_SN2012aw_g,SN2012aw,II P,g,early_decline,3,6,56015.03,56038.91,23.88,56026.97,13.38,13.82,13.34,13.82,13.515,13.4,0.48,0.01101101223,0.01186738519,-0.009735394823,-0.001701377149,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,0.48,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_g_plateau_or_shoulder,B_SN2012aw_g,SN2012aw,II P,g,plateau_or_shoulder,4,8,56058.66,56094.67,36.01,56076.665,13.922,14.173,13.922,14.26,14.124375,14.1415,0.338,-0.006397928116,0.01149665049,0.03328004303,-0.002486846469,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,0.338,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_g_break,B_SN2012aw_g,SN2012aw,II P,g,break,5,2,56216.97,56217.98,1.01,56217.475,17.15,17.161,17.15,17.161,17.1555,17.1555,0.011,0.01761643581,0.01761643581,-0.0002476595917,-0.0002476595917,break,transition_break,ambiguous,transition_state,0.011,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_g_tail_decay,B_SN2012aw_g,SN2012aw,II P,g,tail_decay,6,2,56241.93,56242.93,1,56242.43,17.339,17.353,17.339,17.353,17.346,17.346,0.014,0.01071607516,0.01071607516,0.0005264809368,0.0005264809368,tail_onset,tail_decay,radioactive_tail,relaxation_state,0.014,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_i_rise,B_SN2012aw_i,SN2012aw,II P,i,rise,1,19,56005.07,56038.91,33.84,56021.99,13.87,13.27,13.26,13.87,13.43315789,13.4,0.61,-0.01443763346,-0.01546556122,0.01466665765,0.004044001098,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,0.61,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_i_peak,B_SN2012aw_i,SN2012aw,II P,i,peak,2,3,56056.11,56061.08,4.97,56058.595,13.23,13.21,13.187,13.23,13.209,13.21,0.043,-0.003228064754,-0.002325581395,0.002516780134,-0.001472117843,peak,maximum_observable_response,ejecta_cooling,transition_state,0.043,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_i_early_decline,B_SN2012aw_i,SN2012aw,II P,i,early_decline,3,9,56069.05,56094.67,25.62,56081.86,13.22,13.259,13.19,13.29,13.22,13.21,0.1,0.001937301755,0.001254705144,-0.0006531060599,0.0008485478882,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,0.1,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_i_plateau_or_shoulder,B_SN2012aw_i,SN2012aw,II P,i,plateau_or_shoulder,4,2,56103.03,56115.98,12.95,56109.505,13.36,13.54,13.36,13.54,13.45,13.45,0.18,0.01299047681,0.01299047681,0.0001690387256,0.0001690387256,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,0.18,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_i_break,B_SN2012aw_i,SN2012aw,II P,i,break,5,4,56216.97,56242.93,25.96,56229.95,15.907,16.167,15.907,16.167,16.0365,16.036,0.26,0.01238913717,0.00959394572,-5.26334272e-05,-9.522175876e-05,break,transition_break,ambiguous,transition_state,0.26,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_r_rise,B_SN2012aw_r,SN2012aw,II P,r,rise,1,13,56005.07,56016.87,11.8,56010.97,13.68,13.32,13.24,13.68,13.36,13.31,0.44,-0.03083443515,-0.02782051282,0.01547661982,0.01045325556,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,0.44,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_r_peak,B_SN2012aw_r,SN2012aw,II P,r,peak,2,1,56023.91,56023.91,0,56023.91,13.18,13.18,13.18,13.18,13.18,13.18,0,-0.01988636364,-0.01988636364,0.004234496486,0.004234496486,peak,maximum_observable_response,ejecta_cooling,transition_state,0,phase_local_magnitude_range,partial,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_r_early_decline,B_SN2012aw_r,SN2012aw,II P,r,early_decline,3,8,56029.03,56061.08,32.05,56045.055,13.21,13.26,13.21,13.27,13.2415,13.246,0.06,0.004793711874,0.003511082849,0.002149314529,-0.0005399081702,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,0.06,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_r_plateau_or_shoulder,B_SN2012aw_r,SN2012aw,II P,r,plateau_or_shoulder,4,12,56069.05,56115.98,46.93,56092.515,13.27,13.62,13.259,13.62,13.322,13.28,0.361,0.002359204731,0.003716831548,-7.754463545e-06,0.0002638603774,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,0.361,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_r_break,B_SN2012aw_r,SN2012aw,II P,r,break,5,4,56216.97,56242.93,25.96,56229.95,15.948,16.173,15.948,16.173,16.06575,16.071,0.225,0.01404369881,0.01556150396,-0.0005567099458,-0.0005090766083,break,transition_break,ambiguous,transition_state,0.225,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_u_peak,B_SN2012aw_u,SN2012aw,II P,u,peak,2,3,56008.07,56012.99,4.92,56010.53,13.34,13.55,13.29,13.55,13.39333333,13.34,0.26,0.02756706588,0.02756706588,0.02212369,0.02212369,peak,maximum_observable_response,ejecta_cooling,transition_state,0.26,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_u_early_decline,B_SN2012aw_u,SN2012aw,II P,u,early_decline,3,2,56023.91,56038.91,15,56031.41,14.39,16.18,14.39,16.18,15.285,15.285,1.79,0.09812820513,0.09812820513,0.0001010878601,0.0001010878601,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,1.79,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_u_plateau_or_shoulder,B_SN2012aw_u,SN2012aw,II P,u,plateau_or_shoulder,4,3,56073.93,56079.91,5.98,56076.92,17.67,17.84,17.67,17.9,17.80333333,17.84,0.23,0.009577284963,0.04254711593,-0.01766570473,-0.01766570473,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,0.23,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_z_rise,B_SN2012aw_z,SN2012aw,II P,z,rise,1,21,56005.07,56061.08,56.01,56033.075,14,13.12,13.12,14,13.46595238,13.49,0.88,-0.0182620343,-0.02205406056,0.01458611015,0.004334962033,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,0.88,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_z_peak,B_SN2012aw_z,SN2012aw,II P,z,peak,2,2,56069.05,56073.93,4.88,56071.49,13.04,13.1,13.04,13.1,13.07,13.07,0.06,0.001128720406,0.001128720406,0.01471100153,0.01471100153,peak,maximum_observable_response,ejecta_cooling,transition_state,0.06,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_z_early_decline,B_SN2012aw_z,SN2012aw,II P,z,early_decline,3,8,56074.68,56103.03,28.35,56088.855,13.164,13.23,13.09,13.23,13.15975,13.168,0.14,0.007193701166,0.001228643746,0.009590346255,2.735222051e-05,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,0.14,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_z_plateau_or_shoulder,B_SN2012aw_z,SN2012aw,II P,z,plateau_or_shoulder,4,1,56115.98,56115.98,0,56115.98,13.36,13.36,13.36,13.36,13.36,13.36,0,0.01003861004,0.01003861004,0.0001741927764,0.0001741927764,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,0,phase_local_magnitude_range,partial,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
B_SN2012aw_z_break,B_SN2012aw_z,SN2012aw,II P,z,break,5,3,56216.97,56241.93,24.96,56229.45,15.376,15.57,15.376,15.57,15.44833333,15.399,0.194,0.01662484149,0.01996237251,-0.0005987500912,-0.0005987500912,break,transition_break,ambiguous,transition_state,0.194,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2012aw_OSC_raw.json::SN2012aw::photometry
