x_mpc,y_mpc,z_mpc
-229.5720,41.5222,96.4831
-119.4751,162.3904,151.9605
-100.1858,193.2963,127.8188
-194.4072,-159.0298,25.5697
-106.9223,188.0363,130.1891
-158.0519,166.6570,104.8079
-139.5553,-96.1814,187.1180
-238.1294,39.3409,74.0723
-190.6610,-87.5631,140.4322
-245.9528,-28.6297,49.2741
-183.1794,79.0656,154.7072
-99.1401,-190.3783,132.9204
212.5515,-131.3823,-36.0785
369.8662,11.9486,105.6508
-286.3463,-256.9643,9.0145
-283.0849,239.3717,103.3010
-337.4966,91.1649,160.9109
-167.6629,-299.8529,173.4527
322.8026,209.5396,0.4461
-345.3517,103.3537,134.7580
-195.7830,314.8645,103.1455
-368.8433,-99.3364,46.8730
-248.1043,181.6527,231.4251
-255.8493,261.3607,119.7645
175.7835,339.5771,-43.5841
307.9378,-224.9660,-51.7371
351.3064,47.4850,149.8062
-286.2462,251.6792,53.2399
-260.6430,127.9510,252.6025
-200.1402,-285.4873,162.9581
-135.6366,110.0000,342.9539
269.9828,-274.2685,1.1205
-379.6512,-31.4037,54.7211
-178.4253,245.9650,236.1809
-184.1516,-287.1770,178.1430
-352.6921,131.0859,80.8848
-174.2812,-291.1813,181.5419
329.5870,-11.9909,198.3609
-243.2254,-96.5958,282.1886
-133.1626,109.3095,344.1514
-379.4149,-35.4592,53.9278
-306.9541,-86.0567,215.6280
228.6732,309.5542,2.7366
-322.8810,-189.2558,89.7433
357.5834,142.2799,-3.8910
-293.0377,88.5014,233.2859
-173.2438,-295.3807,175.6824
-263.8661,-273.2069,62.1330
-161.9069,-296.2896,184.7340
-140.0068,-333.9364,130.4366
-211.1917,296.5474,124.8504
-272.5348,-267.7758,46.3862
-174.5697,164.2837,301.1102
-383.0416,-30.3231,-22.1649
-381.2501,-50.4893,-15.1946
-217.6064,316.6339,22.8552
-361.9571,78.7052,104.5262
-296.3694,242.6627,37.6075
-201.3456,-322.5669,59.5470
377.9950,49.8425,52.6394
-104.6187,-196.8131,313.7758
-308.0847,-150.7576,174.6189
365.6472,95.8983,72.4031
-220.6870,-13.3110,315.0516
-256.5606,98.5631,269.4462
-354.6300,-149.3025,-9.2545
-360.7711,85.0223,103.7064
-267.6218,146.2919,234.7711
368.7389,110.3250,0.4868
-74.9987,-307.8568,218.4942
381.1685,53.3325,2.6558
-246.5654,194.1865,222.7960
-331.4035,-66.0821,184.2474
-356.3214,118.7225,84.1661
-280.0649,-263.9869,4.4103
-381.6866,39.6637,29.7988
-155.3057,-298.7239,186.5245
-182.7472,187.3086,282.2531
-172.1151,265.8222,218.7782
350.6019,-128.6164,93.1943
-120.5554,251.3030,265.4474
-375.9893,-81.9873,7.7333
-329.0421,-198.1664,24.7277
-178.9632,227.1652,254.0062
-220.9016,-79.9795,304.8881
-84.7913,-314.8279,204.5608
-353.3640,-132.3809,75.8985
-256.6992,-286.8040,-1.3998
-380.3867,-57.5286,-12.2511
-172.8287,-292.3759,181.1098
-380.5279,55.6407,16.0942
-140.9944,-96.5444,344.9006
-260.9146,-282.9538,4.1943
-264.2086,-279.7917,8.2086
-374.8445,69.7616,52.7486
-163.7794,301.3959,174.6274
-348.3317,150.4723,64.6628
-375.6020,13.5824,83.0544
-381.6828,36.4939,33.8556
-207.4140,273.0390,174.8989
-352.9006,153.3841,9.7781
-359.0288,117.9789,73.0835
-235.3201,288.4818,97.8005
335.4524,179.1336,59.5405
-149.9201,99.1719,340.3693
-317.9763,-175.6566,127.2724
-149.6929,-341.3975,95.9321
-195.3896,200.9433,263.8333
338.6793,178.6649,-39.2365
-193.3288,208.0050,259.8532
342.8199,-174.0102,-19.0126
-288.6357,252.6553,32.0007
-281.7066,-239.4494,107.1258
-131.1698,-169.8691,319.5460
-208.3490,303.8114,111.6275
-211.9795,215.7171,238.1237
384.6255,6.8564,13.7502
-316.0352,-216.2013,39.4284
-255.5825,199.4328,207.5571
-259.9479,-283.1582,20.6011
-384.7402,-12.0030,2.7307
-284.3878,232.7729,114.5295
-283.8331,259.5287,16.1704
-271.8424,-244.8430,119.7141
-285.9145,-239.1890,96.0242
-323.7846,204.1558,40.7902
-164.4458,306.3224,165.2403
-342.5003,133.9513,113.7158
-367.0849,-102.0279,54.9548
370.5734,-49.1895,91.8570
-316.6162,-190.1421,108.5459
-356.0010,115.8792,89.5457
-265.3794,-254.9312,112.9917
-195.9605,259.5601,205.9419
-212.8022,119.0329,297.8766
272.4576,-262.6854,70.3374
-229.9011,18.1483,308.2212
-364.2880,18.0337,123.0987
-274.1484,137.8955,232.4075
-371.5010,-55.4290,84.2697
-206.2292,-325.0471,-0.9896
-226.3159,97.0986,295.8721
-164.8068,60.4738,342.5917
-258.2785,-285.4481,-0.7379
378.2142,-11.1281,-70.8469
-137.1801,-74.5063,351.8801
-375.1208,77.0411,39.2269
-232.7023,-306.5325,8.7925
-261.3523,-282.1432,16.7423
-381.9032,-33.6853,34.7200
-222.1840,-312.1219,37.5121
-159.3076,71.3518,343.1087
-148.8013,-309.4878,173.9813
-361.3618,-122.9397,49.9842
314.2873,-215.2930,-55.3869
-208.7399,-173.0655,273.2624
-126.2795,224.6368,285.9884
-177.2855,221.0617,260.5753
-223.9963,191.7443,247.5032
-267.9838,111.0500,253.0826
-271.9657,-22.7960,271.5020
-263.3286,-213.3868,182.5471
-226.0607,-253.6213,181.0314
383.0990,35.4047,13.4607
-212.3587,-309.9345,83.9318
-357.4621,122.7202,73.2183
371.4553,-44.5109,90.7750
302.3009,-236.5134,29.5990
-342.0151,89.6048,152.3066
319.2413,63.7575,205.4774
-310.4780,226.4354,23.0699
-379.9179,-29.8401,54.5345
317.0960,-211.0904,-55.6172
382.9519,27.6744,-28.0163
277.7868,-189.8924,187.0265
-261.0300,-218.8812,179.3266
-379.9650,-35.7031,50.5682
-209.6856,265.0628,184.3338
-276.9121,-136.0404,230.2566
-265.1078,32.4667,277.2546
-337.6938,-49.7392,178.0316
-247.7540,-293.9854,19.9321
-230.2470,242.8608,190.2944
-75.3164,-308.8604,217.1175
-358.7211,119.0621,73.1569
-220.2844,-302.9356,88.9603
374.3955,56.2708,69.8049
-99.6274,-331.6513,168.2051
-218.4129,-219.2876,228.9553
-249.1271,148.9064,252.9321
-146.7977,92.9021,343.5575
-263.2024,-278.9451,33.5671
-382.1723,24.6264,39.3804
-224.1791,-130.9297,284.2787
-321.4554,-209.0474,34.3459
-320.5949,-212.2040,-20.0930
-347.5362,-105.7373,127.5006
-361.2526,102.1136,85.3674
-253.7755,-220.9304,187.1011
-228.6032,-295.0106,94.4916
-212.5103,292.4599,132.3880
368.5365,-86.4957,-70.1439
-299.2423,239.0861,38.9069
-296.3720,242.8722,37.4009
-125.7063,124.6536,341.8801
322.4987,-204.9003,-47.2793
-218.1991,-302.5197,95.3789
378.4793,28.9743,64.3648
-341.1479,51.5642,170.8461
-293.6444,135.3810,208.9870
-333.8231,-124.3572,146.0442
-108.1857,-229.4897,289.5895
-377.1241,-76.0405,-15.0777
339.5812,173.8104,52.0279
384.5116,-17.8657,8.0530
-198.7919,-70.5784,322.0782
-118.8264,-332.8898,152.6429
341.0185,-145.3286,4.1245
343.2156,-140.0118,5.5814
-201.7905,210.0893,229.2918
-287.6347,50.5477,228.3487
-112.3092,264.8572,233.8167
-325.3789,-65.8606,164.9971
-148.4953,301.4830,156.4945
273.5697,153.0672,197.8977
-216.8135,-167.3103,249.8663
344.5979,-101.3481,91.7339
270.5827,148.6419,205.2454
369.5263,29.6505,2.6197
-330.7115,8.7049,167.3051
-313.7394,197.3615,7.3260
-192.5577,298.7884,105.2836
-129.7608,-338.3747,78.1192
303.9161,-208.0018,-42.5252
-367.2363,21.1805,46.1199
-347.8596,99.1017,81.3174
-178.3848,-296.9350,132.0957
-136.5423,-334.7132,82.2506
-271.7841,232.1772,98.3333
-345.6873,115.9772,67.0235
-178.6392,-324.7870,6.6366
325.9022,30.7415,174.0271
-215.3857,-273.5869,127.2891
-343.8176,49.7635,129.4483
-363.8729,-70.3743,9.3807
-94.4311,-318.5818,164.4161
-177.8411,-136.4866,295.2769
-320.0299,-75.4717,171.2587
-197.5559,301.9277,85.1841
356.9043,-77.0463,-64.2520
321.5119,39.8203,180.2499
340.0838,-147.5886,-2.4898
-224.7759,249.8525,156.5104
-251.1607,-272.6907,2.3402
-184.7210,188.9338,260.0582
-355.8966,88.0402,55.0929
-156.4414,-308.7287,132.8965
-274.1325,230.7606,95.1308
-15.3563,-217.0868,300.1458
-137.8369,149.4902,310.0080
-332.9836,-162.9059,-5.9419
370.4712,6.0689,12.8955
305.5812,152.7365,144.0293
-333.9522,-106.0790,121.1471
-349.2386,68.2624,104.0493
195.3192,315.1020,-3.8906
-306.1869,206.0512,35.3081
-99.9508,-301.6219,191.0194
-187.9990,195.1540,253.0334
-295.5185,-223.0611,19.1673
-162.9858,-300.0935,144.3417
-244.5604,18.5672,278.0304
-204.4254,-224.5881,212.6644
-164.9377,-294.5196,153.3325
-362.7402,-75.9565,-10.4704
-238.5188,-267.8353,93.9816
-226.0622,-194.7950,220.0247
-177.0196,-177.1461,273.3926
-231.3357,189.2220,219.4087
-281.3734,-7.7493,241.3108
-238.4620,92.7189,268.3308
-339.9579,-146.7468,18.9586
-112.9207,-305.6821,176.8441
-125.9019,-334.9277,97.1553
-332.2610,161.9860,28.8138
330.0257,44.6150,162.9716
-71.6428,-335.9336,139.5837
-334.6587,133.3358,87.7105
-287.8688,214.6078,92.4290
-293.8893,-221.7315,43.9633
-199.7041,-38.1984,310.0449
-240.4436,-35.5135,279.9909
-326.0648,-57.0430,167.0300
-291.7021,109.7087,200.8609
-241.8786,71.5452,271.7497
-178.1691,-110.7136,305.7290
-275.0393,-36.0632,246.0214
-194.0378,197.9978,246.2113
362.6604,51.6398,-57.3116
-341.2061,-144.5275,-12.8172
-140.0297,-307.4796,152.7180
-148.2856,-59.0433,334.6642
-302.6985,164.8641,136.6330
-244.6929,65.3518,270.7976
-359.5990,-26.6628,86.3406
-361.9696,-73.5278,32.3902
-302.5769,53.8702,207.4235
-266.7030,-218.1515,136.9637
-337.1180,139.7328,65.6259
-203.8602,-270.7551,150.3780
-300.6387,-54.8126,209.9835
-282.0565,190.1854,147.4974
-227.6703,-202.6997,211.0954
-345.2585,88.5070,102.2038
-232.7534,-216.1088,191.3262
-111.1653,262.9276,236.6318
-160.7542,-300.3874,146.3194
354.5152,-108.5751,3.8832
-310.0462,-195.1159,57.3267
337.1551,-129.8049,83.4416
295.6150,60.4246,215.5133
-38.5241,-191.7891,314.9894
-268.8155,254.2585,24.0091
-360.2908,45.0443,75.1517
-259.5176,-256.5340,65.7846
-144.5131,148.7271,307.3811
-174.5732,228.6708,233.9252
-327.8400,62.5460,161.5478
-222.7932,293.5430,41.0477
-218.9749,-267.0277,135.0391
-346.7201,-62.5149,115.6132
331.1419,-145.0068,82.5089
318.5442,107.5920,156.3434
-306.7828,205.4517,34.1160
-226.7350,-293.1454,12.1349
-248.2343,18.4496,274.8275
-215.3339,-265.1857,144.2195
-335.9798,9.9699,156.5580
-85.1033,-291.9261,212.2000
-94.6111,-300.8491,195.0151
-276.7227,-222.6567,106.4962
-142.0549,-305.2292,155.3998
-317.8191,-150.9832,117.0025
-239.9326,69.7862,273.9650
362.2043,18.7936,77.1353
-343.1452,110.0779,87.3455
-273.7870,121.4367,218.6068
-304.1003,-209.5716,33.1463
-335.9731,-156.3715,-12.9493
348.1713,-92.1922,88.1764
-363.5962,-44.9382,57.2380
366.1064,26.6829,52.4608
-62.9204,-292.0271,219.6831
-363.6263,-46.3495,55.9231
-117.7986,-303.0920,178.2092
-165.3881,313.8570,107.8927
-280.2069,112.1441,215.4257
345.4412,-134.6618,-6.1775
-163.1624,-226.7830,243.8221
-167.0018,-283.9965,170.1745
-69.8394,-286.5449,224.7652
359.5901,45.3923,78.3560
-137.4474,147.5752,311.1836
-211.3860,283.4263,111.7724
-312.3075,-128.2405,153.3823
342.3879,-142.1694,8.1937
-95.2596,264.1929,242.1509
-214.2814,-265.3601,145.5234
-218.3251,-215.6018,208.2301
-272.6190,231.7868,97.2897
-262.0923,-212.7663,153.4596
-326.1346,-112.8684,135.6813
-206.2292,41.3891,305.3997
-311.0452,-85.8833,182.7247
-313.1740,-81.3542,181.1559
-360.1199,-75.1207,46.7419
-226.2466,-247.6357,158.1253
-339.5966,132.2532,68.5435
-297.1467,-203.7730,87.7248
369.4284,32.0189,3.6951
-341.8574,-143.1871,-12.1365
-134.3393,280.4456,202.0386
-245.8253,133.5081,243.4402
267.8997,256.3472,-5.7950
358.2392,95.7724,3.1929
-303.9584,-211.6443,-18.2876
-172.3470,-303.0396,126.4286
-221.1948,161.2680,250.1741
-281.6665,194.6944,142.4071
341.8499,-143.5316,7.6892
-346.4238,132.2374,-5.2927
-220.5575,-84.3994,285.9300
324.7602,178.9789,4.7940
-232.1632,-80.9790,277.6121
-210.2612,-274.4416,134.1580
-198.0693,-31.7565,311.9081
-263.2521,-260.4068,20.3540
-318.9565,189.1703,-3.0470
-346.1757,-65.9661,115.4982
-306.7965,-52.4043,201.6417
-98.5208,-301.1842,192.6436
-364.8927,20.2774,63.0363
-202.6009,282.9991,128.0461
-363.2525,-74.6166,3.3982
-265.4262,-153.7711,208.4114
-205.9555,139.3897,275.1099
-142.2857,-305.3326,155.1115
-276.4686,-203.4651,140.3579
-187.1345,-192.3389,255.9698
119.5287,313.1147,158.7656
-361.3263,-76.8019,32.8528
-349.6114,-120.3763,28.5764
-362.1858,11.9865,78.8298
-332.5278,-163.7604,-12.0416
-215.4850,113.5660,279.6553
-206.5910,212.4665,222.9739
362.6327,32.4292,-70.6065
-367.7997,44.9406,15.5965
337.4214,-128.8608,84.1502
356.2497,-35.8591,96.6433
-212.5774,288.1515,96.5396
-154.5082,-187.4214,127.4033
-215.2139,-116.6490,123.7227
-109.5015,-217.1006,126.9182
-247.7003,-28.0162,114.4164
-154.2806,17.0878,226.1360
-255.1735,100.5907,0.3394
230.8826,-143.6293,-36.0004
-139.5818,111.0217,208.3832
-224.0103,-121.5533,101.3752
249.6800,80.6093,79.9697
-253.7800,67.5838,79.1282
-167.3276,211.4064,50.4214
-56.6952,-203.7709,174.6342
-215.3729,-71.0136,154.2933
268.6181,55.4264,2.7155
217.4072,-167.2125,-3.0877
-258.1986,-85.3050,35.9537
251.5871,-61.6344,90.2287
-189.3333,-97.4242,172.9098
-167.9228,-88.1131,198.1784
-189.8061,180.1376,82.2377
-258.2406,-84.2707,38.0691
-231.6329,-120.1349,84.5744
-139.4172,-181.2416,151.5069
-255.8748,-43.8251,88.5866
-128.3314,-193.0329,146.6614
-154.7236,192.7478,118.9502
-232.4959,-121.4129,80.2866
-207.7193,-37.2599,175.2310
-175.7986,189.7435,91.2920
-158.9790,-1.8483,223.5298
261.8584,81.4752,-5.9572
-121.7327,-72.8438,234.7735
-80.6773,-140.2712,221.4928
-151.6968,-32.7125,226.1901
-262.4135,-78.0220,17.2035
-180.8121,-31.8984,203.7985
204.2707,-179.5213,-35.9157
-113.2360,-223.1603,112.3492
-212.2254,-138.4209,105.0997
238.9069,-134.2152,12.4990
-218.5122,-111.2905,122.9365
-180.9705,205.5835,15.2355
-101.8043,204.1043,152.3963
273.8861,14.3502,5.3313
-141.1956,-168.3910,164.1849
-132.1118,230.5447,68.1575
-268.3673,-51.9288,23.0772
-247.5575,105.2174,53.8040
-151.7135,-68.6097,218.0049
262.5454,-28.8850,74.0723
-200.7137,-153.2584,107.1318
-87.1827,-138.3291,220.2627
-112.1441,226.5391,106.5641
-129.1713,-240.0926,30.3744
-132.1019,-167.2857,172.6764
-147.9427,-44.0039,226.7826
-263.5341,-25.7052,71.7135
273.8526,15.8857,-2.5032
-178.6871,-184.2432,96.8470
-149.6206,224.5682,49.3729
-259.5045,77.1178,44.3303
-207.5870,-131.0322,122.4464
-242.9331,-95.8152,84.0114
-253.8422,-59.1042,85.5908
-248.8836,-64.9201,95.3807
-133.6616,-179.0048,159.2083
-237.9952,-125.7566,52.9153
-137.5402,-172.9864,162.5280
-169.6180,208.0892,56.4439
-265.6811,-65.2210,20.4361
-236.1531,80.5793,114.0035
262.1261,-66.0425,-46.7626
-213.3411,-104.5159,137.1875
-198.1757,-67.6538,177.2233
-121.1864,-59.9872,238.6940
273.7757,17.4603,-1.2418
-145.5372,58.6555,225.0298
-121.8935,-10.4100,245.5490
263.5203,58.4389,-49.0183
237.1774,-131.6875,-40.8221
-267.6372,-55.4868,23.5296
-235.9804,76.4356,117.1891
-157.0117,-31.3996,222.7642
-150.1955,-57.0476,222.3722
-127.4343,-180.8900,162.1814
-209.5172,92.1706,151.2360
-136.1555,-236.4652,28.4833
-149.4893,224.6764,49.3859
260.1467,86.4640,-10.6523
-268.1246,24.1520,52.8374
-232.8366,-118.9957,83.0271
-196.4051,-157.3404,109.2498
-169.5795,214.6390,20.9731
-238.0442,-32.6566,132.4265
-59.3902,-211.4722,164.3802
-266.8464,32.9440,54.5572
260.4161,48.0223,71.7433
-205.1406,-121.8664,135.4124
-195.5587,-33.8454,189.4256
-127.2751,-4.8982,243.0004
-137.4682,-76.6806,224.7108
273.8681,16.0693,3.2774
-122.3298,-245.5771,-0.5729
-191.6355,-10.1831,196.0771
-213.7847,-104.7623,136.3661
-141.6330,190.2734,137.8851
-215.0815,-1.1237,170.3383
133.7069,152.3934,184.8660
-211.2155,-18.0720,174.1789
-189.1881,-6.6288,198.5998
-235.3264,141.0665,-0.0989
238.3296,135.3695,12.3675
-235.1277,-129.9049,55.8448
-242.4492,-119.1776,47.8972
-233.7319,-122.5390,75.0530
-223.7520,140.6223,73.7555
-257.6095,-73.9935,58.6737
-240.8538,-78.4249,105.4487
-108.9369,175.2023,180.8799
-136.4905,-177.9202,158.1007
270.6294,6.9318,-44.6418
-217.5797,-112.7327,123.4176
-218.3453,28.4663,163.6970
-203.3946,-26.1079,182.2938
-189.2424,80.7244,181.5297
-227.2940,-122.8025,92.4151
-185.1512,-112.5565,168.3273
-240.0232,75.7420,109.2528
-81.1965,-139.3453,221.9782
-161.5933,218.3217,38.8313
226.2639,-155.1317,-4.8693
225.0211,-156.9902,-2.1988
-170.0592,210.6245,44.7503
102.5192,224.9246,119.0986
-130.5843,50.5090,235.9713
-258.1087,68.9700,62.5251
-145.8546,-188.5891,135.8206
-148.6703,115.1930,199.7861
258.9750,-76.9700,-47.9059
-174.8470,-195.7860,79.9011
-264.5287,15.2309,71.2783
-157.4370,-222.0038,34.8719
214.3566,-163.6752,50.5030
-155.4926,219.9092,52.4487
-192.2965,-183.1884,68.9495
-151.4560,6.4387,228.7154
-258.1982,-72.0649,58.5877
-172.9646,199.5997,74.4011
-250.4451,27.2445,108.7551
-220.9080,-143.0896,77.5754
-244.3430,-80.1689,95.7231
261.7125,71.1904,-41.6206
-250.1634,83.0837,76.2193
-203.0914,-40.1370,180.1033
-118.0623,-151.2144,196.1883
-219.9646,-38.2625,159.5201
-105.9333,176.4370,181.5039
-134.2438,-100.7086,217.0993
-143.5380,56.7263,226.8816
-256.2312,27.6927,94.2104
273.6479,20.2530,-1.8931
-183.2630,-111.1766,171.3226
204.9934,181.7905,15.0783
-165.9774,159.1641,149.7206
-248.5148,-48.2062,105.8986
-252.7078,88.9765,59.3305
-238.6634,84.8414,105.5503
233.3535,-140.5720,-32.9410
-166.9061,-88.1698,199.1684
-116.0830,-46.2486,244.3065
-269.9766,-46.9184,-14.5495
-152.9146,68.7246,217.2431
-123.9674,-170.4717,175.7045
-104.0607,-224.8122,118.0338
126.2053,241.9119,-29.1987
-212.6190,-74.2586,156.7853
-197.9673,-134.4795,134.2650
-107.8083,-19.1426,251.6231
233.9600,-139.5658,-32.9824
-110.9860,-219.9350,120.8903
-100.0154,-194.9902,165.1661
-213.7575,-1.6653,172.0732
-197.6980,96.5021,164.0394
-58.3054,-225.8296,144.5972
254.7962,-27.5660,98.1143
273.6402,15.7820,13.3976
-211.0935,-138.9192,106.9998
-64.1238,-245.0853,105.4976
-255.4366,-55.8729,83.2996
-206.8153,-40.5044,175.7717
-186.0102,128.7179,155.3738
274.3307,4.2166,5.8628
-85.8348,-212.5223,150.9178
-202.9285,41.0634,180.1213
-148.9700,-203.3652,108.4458
-245.8861,-71.2090,98.8904
-255.7940,-46.6193,87.7861
-258.0853,-17.6364,91.6066
-126.5982,-242.7169,19.2968
-143.4243,-167.2873,163.5711
-170.6064,145.0109,158.6706
263.6632,-29.7446,70.0578
-148.8099,-2.3694,230.5676
-256.1120,218.3450,196.3087
-157.0954,-356.5368,-2.7604
-207.4428,-208.0293,255.9234
-142.1190,277.5518,233.6129
-332.1726,106.7361,173.4281
-376.0453,-33.1639,96.4301
-377.7672,-26.4474,91.6625
-149.2974,151.6741,326.3665
-270.5972,-219.0453,174.9465
-206.5008,-286.3615,164.8201
-348.8996,173.3051,-6.7690
388.9908,-21.4015,6.3147
-288.8201,-232.6268,119.4983
-364.7583,-122.1148,62.0611
-297.3206,99.1722,231.4699
352.6100,-29.2148,163.1748
-225.0167,-262.4298,179.7560
-240.8535,-278.9966,126.3522
-94.1871,-275.2513,259.1941
-236.3943,-301.1157,72.5484
-324.5615,1.1239,215.5819
-201.4883,313.8614,112.7424
-274.8538,-219.5693,167.5201
-356.4673,122.3714,98.8672
-209.6692,289.2030,155.6246
-303.3339,235.4150,66.2404
-188.3790,77.6882,332.1124
-268.7497,-213.8135,184.0664
-149.8549,-62.6225,354.1835
389.4296,12.3559,4.0654
-174.0261,-299.6363,178.2092
-214.8875,217.6430,241.4147
-201.2599,-200.9239,266.3667
-272.5890,98.1221,260.5669
-320.6794,217.6955,40.0178
-228.9208,-254.0765,186.7313
-363.7572,-117.2802,75.8566
389.4357,-10.7979,7.3145
-256.2959,217.9088,196.6177
-282.4614,113.7311,243.1294
-349.0066,-154.9713,77.5204
-266.7596,-220.7616,178.7036
-334.7472,-161.8287,116.5650
338.6203,-13.7001,192.3025
-158.1578,-339.6450,107.0476
-333.1272,-161.1558,122.0125
-143.7796,241.1958,270.1574
-326.4393,-207.2918,47.9688
-317.3167,-108.7514,198.2885
-211.9499,281.9744,165.5389
-359.8416,133.8983,66.4934
-352.3920,166.2795,-2.7125
-120.6472,-164.2459,332.1203
-197.6950,319.5549,103.1398
-236.0977,-309.9263,6.5579
-281.1458,103.0137,249.3699
-161.6585,-346.8823,73.3501
-280.9404,114.3221,244.6305
-214.0045,157.1384,285.2205
-339.2295,165.5833,96.6804
-210.9475,327.3554,13.4675
-214.0472,116.7033,303.9850
332.3651,203.4111,-0.8357
-144.7494,-95.6888,348.9060
-265.8905,121.4128,257.6935
-307.7673,-123.8046,204.4460
-321.5888,219.1320,20.2052
323.9136,216.5249,6.5935
-277.4391,-270.8551,38.8907
-387.2472,23.3250,36.6496
-281.2591,124.3310,239.3385
-217.5364,262.4790,188.7633
-163.2461,-345.8778,74.6228
-270.0859,-219.3719,175.4409
-207.8809,69.5639,322.1762
-349.3722,39.5875,167.9984
-81.2621,-327.6555,194.6538
-173.6431,-269.2469,221.8247
-364.8624,85.9109,106.5215
383.1671,10.6982,70.1550
-354.8123,134.3376,88.9720
345.1778,18.3021,179.9260
-181.9708,-267.2379,217.5474
-138.4866,148.5583,332.5782
-376.6977,-50.5489,86.0265
-223.6306,-251.3899,196.5998
-378.8407,86.4210,29.5054
-183.0818,305.6089,157.9358
-355.7597,159.0416,1.1745
-309.6834,226.1869,69.2560
-224.8188,195.1046,251.4989
-321.6928,-125.5639,180.5798
-356.8930,156.0870,11.3513
-384.9027,-36.7654,48.6102
-240.9193,78.3126,296.1246
376.8805,6.5957,98.9143
354.9865,-134.3022,88.3970
320.8587,-183.8366,122.9669
-159.3150,-15.5796,355.3079
-318.8636,57.1864,216.6183
-314.3196,-227.0276,39.1470
-196.2650,-136.0075,307.9827
-312.0085,-232.2803,23.8401
-113.9420,-228.9392,294.0684
333.2294,202.0657,-0.1030
-204.1503,295.2015,151.8273
-348.9630,-76.0175,155.9474
-275.1199,130.6895,243.1114
-333.5827,-160.5763,121.7102
-179.4708,-292.8511,184.1316
-240.6628,291.1839,95.7571
-140.7217,278.9409,232.9501
-349.0749,39.6820,168.6706
-367.8427,-117.7220,52.0674
-126.1174,280.1081,239.8222
-285.7718,-184.7202,189.9861
-174.4723,322.5623,131.8917
-278.6325,272.3417,8.8417
-251.5100,-52.4168,293.0529
-355.3525,-154.0549,43.3188
-380.5383,84.1178,-0.4333
-222.5948,196.6173,252.3486
-93.4595,-341.5331,162.8109
-363.4300,67.2660,123.6163
387.9901,-36.7422,-0.9770
-283.9627,155.1326,217.2242
-264.7380,207.2036,197.1526
-276.9616,148.3578,230.5918
-337.9026,-157.1316,114.1237
347.2409,-176.1248,-17.2227
388.2212,10.0908,32.7922
-127.7518,219.9656,295.2775
-333.4412,-201.4680,11.0511
-334.5558,198.8990,20.1672
-282.0823,196.1603,183.9743
-379.0240,-6.6955,90.5110
-197.0357,74.9665,327.8007
-318.8401,223.8134,12.0463
-223.0264,229.6629,222.2868
-217.3947,293.5136,135.9671
-158.9160,-347.7632,75.5266
381.9078,-45.8628,-62.7842
-264.8618,-282.1495,46.2481
-225.0774,317.9210,12.8646
-303.9123,-202.8418,135.6216
-313.2144,-40.8367,228.3196
-183.9814,-288.7145,186.2715
297.3089,-251.6355,13.7669
-364.6204,-124.6946,58.3608
-217.7170,-275.5124,169.1015
-294.8778,247.1242,62.2944
-234.3708,-50.7758,307.2401
-274.1224,272.2464,51.4329
-372.4030,-114.8365,5.9331
-329.5406,-171.4190,118.0077
-311.8821,227.6542,53.0148
-306.9381,45.9754,235.7618
-320.6130,-192.1068,110.5036
-301.0622,-7.6526,247.4121
-385.2667,55.3034,20.5232
-267.8780,-276.6602,60.0901
-149.9083,-322.5532,159.3663
-191.4543,281.4449,189.8548
-215.1128,297.3966,131.1215
-214.8516,-2.3914,325.1838
-377.6941,-21.4452,93.8021
-175.4842,-300.8832,174.8930
-229.8870,258.5356,179.5115
-131.5266,-338.8054,140.8009
-345.6904,73.2637,164.4546
361.4061,128.9855,68.2910
-250.2664,-278.4945,108.2768
-265.0038,126.3425,256.3729
-324.4976,215.5312,12.8433
-383.4576,-0.0680,69.8468
-248.8382,45.5979,296.5114
-286.5147,98.0476,245.3871
-167.5895,-157.8842,314.4927
-338.2644,-192.5652,-20.3843
-272.5869,275.1965,43.3930
-366.9639,-122.6977,46.9317
-327.5581,7.5613,211.1186
-128.6329,-309.3534,199.1907
-262.7680,-287.1928,19.9051
-343.3688,114.1690,144.8683
-141.7976,227.8644,282.6596
372.7112,114.0324,2.8695
-183.0047,318.4507,130.4762
-144.0499,-326.7306,156.2788
-144.8522,110.7581,344.4951
348.1053,-175.1678,8.1126
-153.2634,-358.3669,3.2688
246.9723,-301.5191,-4.5082
-217.1124,-192.7871,260.0482
-150.7455,245.3604,262.6863
-118.4109,-338.3393,153.0884
-275.6559,-159.5363,224.7062
-275.1712,-230.0082,152.6705
-191.7423,-186.6312,283.4350
-257.4862,278.7407,89.1011
-380.9722,-18.1869,80.3998
353.2456,-29.0996,162.1913
-387.3739,-20.3891,38.2625
364.9677,136.8771,-1.3858
-206.4886,69.0620,98.2524
-97.0796,109.1904,188.9837
223.2965,53.4064,65.9447
-184.7950,-151.2105,-7.0108
-155.5195,-61.4116,170.6030
171.4483,162.1589,-37.0565
-227.5731,71.4275,13.1248
-65.4934,-137.0498,184.3692
-149.2963,-148.6255,112.6292
237.0807,-22.3257,18.9586
-202.4661,-48.5161,117.1332
233.8895,48.5064,-3.1236
-213.3268,77.0588,74.9757
-116.2745,142.6850,152.2819
-165.8894,168.4436,34.2951
-185.0545,151.0667,-2.4894
-176.7297,-116.4992,110.7627
-155.6904,85.6047,159.7065
-217.2149,71.9521,68.6658
