B_T,Configuration,Term,J,mJ,Lande_g,Level0_cm1,LevelB_cm1
0.45,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.6768225
0.45,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.9569408
0.45,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.2370592
0.45,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.5171775
0.46,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.6674852
0.46,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.9538284
0.46,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.2401716
0.46,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.5265148
0.47,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.6581479
0.47,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.950716
0.47,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.243284
0.47,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.5358521
0.48,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.6488107
0.48,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.9476036
0.48,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.2463964
0.48,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.5451893
0.49,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.6394734
0.49,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.9444911
0.49,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.2495089
0.49,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.5545266
0.5,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.6301361
0.5,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.9413787
0.5,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.2526213
0.5,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.5638639
0.51,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.6207988
0.51,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.9382663
0.51,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.2557337
0.51,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.5732012
0.52,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.6114616
0.52,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.9351539
0.52,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.2588461
0.52,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.5825384
0.53,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.6021243
0.53,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.9320414
0.53,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.2619586
0.53,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.5918757
0.54,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.592787
0.54,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.928929
0.54,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.265071
0.54,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.601213
0.55,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.5834497
0.55,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.9258166
0.55,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.2681834
0.55,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.6105503
0.56,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.5741125
0.56,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.9227042
0.56,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.2712958
0.56,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.6198875
0.57,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.5647752
0.57,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.9195917
0.57,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.2744083
0.57,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.6292248
0.58,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.5554379
0.58,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.9164793
0.58,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.2775207
0.58,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.6385621
0.59,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.5461006
0.59,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.9133669
0.59,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.2806331
0.59,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.6478994
0.6,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.5367633
0.6,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.9102544
0.6,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.2837456
0.6,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.6572367
0.61,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.5274261
0.61,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.907142
0.61,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.286858
0.61,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.6665739
0.62,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.5180888
0.62,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.9040296
0.62,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.2899704
0.62,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.6759112
0.63,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.5087515
0.63,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.9009172
0.63,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.2930828
0.63,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.6852485
0.64,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.4994142
0.64,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.8978047
0.64,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.2961953
0.64,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.6945858
0.65,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.490077
0.65,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.8946923
0.65,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.2993077
0.65,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.703923
0.66,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.4807397
0.66,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.8915799
0.66,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.3024201
0.66,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.7132603
0.67,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.4714024
0.67,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.8884675
0.67,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.3055325
0.67,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.7225976
0.68,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.4620651
0.68,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.885355
0.68,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.308645
0.68,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.7319349
0.69,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.4527278
0.69,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.8822426
0.69,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.3117574
0.69,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.7412722
0.7,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.4433906
0.7,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.8791302
0.7,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.3148698
0.7,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.7506094
0.71,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.4340533
0.71,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.8760178
0.71,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.3179822
0.71,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.7599467
0.72,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.424716
0.72,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.8729053
0.72,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.3210947
0.72,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.769284
0.73,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.4153787
0.73,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.8697929
0.73,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.3242071
0.73,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.7786213
0.74,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.4060415
0.74,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.8666805
0.74,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.3273195
0.74,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.7879585
0.75,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.3967042
0.75,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.8635681
0.75,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.3304319
0.75,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.7972958
0.76,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.3873669
0.76,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.8604556
0.76,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.3335444
0.76,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.8066331
0.77,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.3780296
0.77,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.8573432
0.77,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.3366568
0.77,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.8159704
0.78,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.3686923
0.78,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.8542308
0.78,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.3397692
0.78,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.8253077
0.79,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.3593551
0.79,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.8511184
0.79,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.3428816
0.79,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.8346449
0.8,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.3500178
0.8,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.8480059
0.8,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.3459941
0.8,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.8439822
0.81,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.3406805
0.81,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.8448935
0.81,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.3491065
0.81,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.8533195
0.82,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.3313432
0.82,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.8417811
0.82,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.3522189
0.82,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.8626568
0.83,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.322006
0.83,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.8386687
0.83,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.3553313
0.83,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.871994
0.84,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.3126687
0.84,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.8355562
0.84,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.3584438
0.84,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.8813313
0.85,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.3033314
0.85,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.8324438
0.85,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.3615562
0.85,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.8906686
0.86,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.2939941
0.86,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.8293314
0.86,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.3646686
0.86,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.9000059
0.87,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.2846568
0.87,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.8262189
0.87,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.3677811
0.87,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.9093432
0.88,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.2753196
0.88,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.8231065
0.88,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.3708935
0.88,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.9186804
0.89,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.2659823
0.89,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.8199941
0.89,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.3740059
0.89,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.9280177
0.9,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.256645
0.9,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.8168817
0.9,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.3771183
0.9,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.937355
0.91,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.2473077
0.91,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.8137692
0.91,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.3802308
0.91,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.9466923
0.92,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.2379705
0.92,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.8106568
0.92,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.3833432
0.92,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.9560295
0.93,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.2286332
0.93,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.8075444
0.93,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.3864556
0.93,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.9653668
0.94,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.2192959
0.94,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.804432
0.94,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.389568
0.94,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.9747041
0.95,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.2099586
0.95,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.8013195
0.95,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.3926805
0.95,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.9840414
0.96,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.2006213
0.96,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.7982071
0.96,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.3957929
0.96,2p611p,2P*,3/2,1.5,1.333333,40383.097,40383.9933787
0.97,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.1912841
0.97,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.7950947
0.97,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.3989053
0.97,2p611p,2P*,3/2,1.5,1.333333,40383.097,40384.0027159
0.98,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.1819468
0.98,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.7919823
0.98,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.4020177
0.98,2p611p,2P*,3/2,1.5,1.333333,40383.097,40384.0120532
0.99,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.1726095
0.99,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.7888698
0.99,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.4051302
0.99,2p611p,2P*,3/2,1.5,1.333333,40383.097,40384.0213905
1.0,2p611p,2P*,3/2,-1.5,1.333333,40383.097,40382.1632722
1.0,2p611p,2P*,3/2,-0.5,1.333333,40383.097,40382.7857574
1.0,2p611p,2P*,3/2,0.5,1.333333,40383.097,40383.4082426
1.0,2p611p,2P*,3/2,1.5,1.333333,40383.097,40384.0307278
0.0,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.236
0.0,2p612s,2S,1/2,0.5,2.0,40482.236,40482.236
0.01,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.2313314
0.01,2p612s,2S,1/2,0.5,2.0,40482.236,40482.2406686
0.02,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.2266627
0.02,2p612s,2S,1/2,0.5,2.0,40482.236,40482.2453373
0.03,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.2219941
0.03,2p612s,2S,1/2,0.5,2.0,40482.236,40482.2500059
0.04,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.2173254
0.04,2p612s,2S,1/2,0.5,2.0,40482.236,40482.2546746
0.05,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.2126568
0.05,2p612s,2S,1/2,0.5,2.0,40482.236,40482.2593432
0.06,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.2079882
0.06,2p612s,2S,1/2,0.5,2.0,40482.236,40482.2640118
0.07,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.2033195
0.07,2p612s,2S,1/2,0.5,2.0,40482.236,40482.2686805
0.08,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.1986509
0.08,2p612s,2S,1/2,0.5,2.0,40482.236,40482.2733491
0.09,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.1939822
0.09,2p612s,2S,1/2,0.5,2.0,40482.236,40482.2780178
0.1,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.1893136
0.1,2p612s,2S,1/2,0.5,2.0,40482.236,40482.2826864
0.11,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.184645
0.11,2p612s,2S,1/2,0.5,2.0,40482.236,40482.287355
0.12,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.1799763
0.12,2p612s,2S,1/2,0.5,2.0,40482.236,40482.2920237
0.13,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.1753077
0.13,2p612s,2S,1/2,0.5,2.0,40482.236,40482.2966923
0.14,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.170639
0.14,2p612s,2S,1/2,0.5,2.0,40482.236,40482.301361
0.15,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.1659704
0.15,2p612s,2S,1/2,0.5,2.0,40482.236,40482.3060296
0.16,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.1613018
0.16,2p612s,2S,1/2,0.5,2.0,40482.236,40482.3106982
0.17,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.1566331
0.17,2p612s,2S,1/2,0.5,2.0,40482.236,40482.3153669
0.18,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.1519645
0.18,2p612s,2S,1/2,0.5,2.0,40482.236,40482.3200355
0.19,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.1472958
0.19,2p612s,2S,1/2,0.5,2.0,40482.236,40482.3247042
0.2,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.1426272
0.2,2p612s,2S,1/2,0.5,2.0,40482.236,40482.3293728
0.21,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.1379586
0.21,2p612s,2S,1/2,0.5,2.0,40482.236,40482.3340414
0.22,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.1332899
0.22,2p612s,2S,1/2,0.5,2.0,40482.236,40482.3387101
0.23,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.1286213
0.23,2p612s,2S,1/2,0.5,2.0,40482.236,40482.3433787
0.24,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.1239526
0.24,2p612s,2S,1/2,0.5,2.0,40482.236,40482.3480474
0.25,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.119284
0.25,2p612s,2S,1/2,0.5,2.0,40482.236,40482.352716
0.26,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.1146154
0.26,2p612s,2S,1/2,0.5,2.0,40482.236,40482.3573846
0.27,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.1099467
0.27,2p612s,2S,1/2,0.5,2.0,40482.236,40482.3620533
0.28,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.1052781
0.28,2p612s,2S,1/2,0.5,2.0,40482.236,40482.3667219
0.29,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.1006094
0.29,2p612s,2S,1/2,0.5,2.0,40482.236,40482.3713906
0.3,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.0959408
0.3,2p612s,2S,1/2,0.5,2.0,40482.236,40482.3760592
0.31,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.0912722
0.31,2p612s,2S,1/2,0.5,2.0,40482.236,40482.3807278
0.32,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.0866035
0.32,2p612s,2S,1/2,0.5,2.0,40482.236,40482.3853965
0.33,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.0819349
0.33,2p612s,2S,1/2,0.5,2.0,40482.236,40482.3900651
0.34,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.0772662
0.34,2p612s,2S,1/2,0.5,2.0,40482.236,40482.3947338
0.35,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.0725976
0.35,2p612s,2S,1/2,0.5,2.0,40482.236,40482.3994024
0.36,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.067929
0.36,2p612s,2S,1/2,0.5,2.0,40482.236,40482.404071
0.37,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.0632603
0.37,2p612s,2S,1/2,0.5,2.0,40482.236,40482.4087397
0.38,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.0585917
0.38,2p612s,2S,1/2,0.5,2.0,40482.236,40482.4134083
0.39,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.053923
0.39,2p612s,2S,1/2,0.5,2.0,40482.236,40482.418077
0.4,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.0492544
0.4,2p612s,2S,1/2,0.5,2.0,40482.236,40482.4227456
0.41,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.0445858
0.41,2p612s,2S,1/2,0.5,2.0,40482.236,40482.4274142
0.42,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.0399171
0.42,2p612s,2S,1/2,0.5,2.0,40482.236,40482.4320829
0.43,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.0352485
0.43,2p612s,2S,1/2,0.5,2.0,40482.236,40482.4367515
0.44,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.0305798
0.44,2p612s,2S,1/2,0.5,2.0,40482.236,40482.4414202
0.45,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.0259112
0.45,2p612s,2S,1/2,0.5,2.0,40482.236,40482.4460888
0.46,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.0212426
0.46,2p612s,2S,1/2,0.5,2.0,40482.236,40482.4507574
0.47,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.0165739
0.47,2p612s,2S,1/2,0.5,2.0,40482.236,40482.4554261
0.48,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.0119053
0.48,2p612s,2S,1/2,0.5,2.0,40482.236,40482.4600947
0.49,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.0072366
0.49,2p612s,2S,1/2,0.5,2.0,40482.236,40482.4647634
0.5,2p612s,2S,1/2,-0.5,2.0,40482.236,40482.002568
0.5,2p612s,2S,1/2,0.5,2.0,40482.236,40482.469432
0.51,2p612s,2S,1/2,-0.5,2.0,40482.236,40481.9978994
0.51,2p612s,2S,1/2,0.5,2.0,40482.236,40482.4741006
0.52,2p612s,2S,1/2,-0.5,2.0,40482.236,40481.9932307
0.52,2p612s,2S,1/2,0.5,2.0,40482.236,40482.4787693
0.53,2p612s,2S,1/2,-0.5,2.0,40482.236,40481.9885621
0.53,2p612s,2S,1/2,0.5,2.0,40482.236,40482.4834379
0.54,2p612s,2S,1/2,-0.5,2.0,40482.236,40481.9838934
0.54,2p612s,2S,1/2,0.5,2.0,40482.236,40482.4881066
0.55,2p612s,2S,1/2,-0.5,2.0,40482.236,40481.9792248
0.55,2p612s,2S,1/2,0.5,2.0,40482.236,40482.4927752
0.56,2p612s,2S,1/2,-0.5,2.0,40482.236,40481.9745562
0.56,2p612s,2S,1/2,0.5,2.0,40482.236,40482.4974438
0.57,2p612s,2S,1/2,-0.5,2.0,40482.236,40481.9698875
0.57,2p612s,2S,1/2,0.5,2.0,40482.236,40482.5021125
0.58,2p612s,2S,1/2,-0.5,2.0,40482.236,40481.9652189
0.58,2p612s,2S,1/2,0.5,2.0,40482.236,40482.5067811
0.59,2p612s,2S,1/2,-0.5,2.0,40482.236,40481.9605502
0.59,2p612s,2S,1/2,0.5,2.0,40482.236,40482.5114498
0.6,2p612s,2S,1/2,-0.5,2.0,40482.236,40481.9558816
0.6,2p612s,2S,1/2,0.5,2.0,40482.236,40482.5161184
0.61,2p612s,2S,1/2,-0.5,2.0,40482.236,40481.951213
0.61,2p612s,2S,1/2,0.5,2.0,40482.236,40482.520787
0.62,2p612s,2S,1/2,-0.5,2.0,40482.236,40481.9465443
0.62,2p612s,2S,1/2,0.5,2.0,40482.236,40482.5254557
0.63,2p612s,2S,1/2,-0.5,2.0,40482.236,40481.9418757
0.63,2p612s,2S,1/2,0.5,2.0,40482.236,40482.5301243
0.64,2p612s,2S,1/2,-0.5,2.0,40482.236,40481.937207
0.64,2p612s,2S,1/2,0.5,2.0,40482.236,40482.534793
0.65,2p612s,2S,1/2,-0.5,2.0,40482.236,40481.9325384
0.65,2p612s,2S,1/2,0.5,2.0,40482.236,40482.5394616
0.66,2p612s,2S,1/2,-0.5,2.0,40482.236,40481.9278698
0.66,2p612s,2S,1/2,0.5,2.0,40482.236,40482.5441302
0.67,2p612s,2S,1/2,-0.5,2.0,40482.236,40481.9232011
0.67,2p612s,2S,1/2,0.5,2.0,40482.236,40482.5487989
0.68,2p612s,2S,1/2,-0.5,2.0,40482.236,40481.9185325
0.68,2p612s,2S,1/2,0.5,2.0,40482.236,40482.5534675
0.69,2p612s,2S,1/2,-0.5,2.0,40482.236,40481.9138638
0.69,2p612s,2S,1/2,0.5,2.0,40482.236,40482.5581362
0.7,2p612s,2S,1/2,-0.5,2.0,40482.236,40481.9091952
0.7,2p612s,2S,1/2,0.5,2.0,40482.236,40482.5628048
0.71,2p612s,2S,1/2,-0.5,2.0,40482.236,40481.9045266
0.71,2p612s,2S,1/2,0.5,2.0,40482.236,40482.5674734
0.72,2p612s,2S,1/2,-0.5,2.0,40482.236,40481.8998579
0.72,2p612s,2S,1/2,0.5,2.0,40482.236,40482.5721421
0.73,2p612s,2S,1/2,-0.5,2.0,40482.236,40481.8951893
