B_T,Configuration,Term,J,mJ,Lande_g,Level0_cm1,LevelB_cm1
0.13,4d104f,2F*,5/2,2.5,0.857143,54204.729,54204.859055
0.14,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.5889408
0.14,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.6449645
0.14,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.7009882
0.14,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.7570118
0.14,4d104f,2F*,5/2,1.5,0.857143,54204.729,54204.8130355
0.14,4d104f,2F*,5/2,2.5,0.857143,54204.729,54204.8690592
0.15,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.5789365
0.15,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.6389619
0.15,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6989873
0.15,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.7590127
0.15,4d104f,2F*,5/2,1.5,0.857143,54204.729,54204.8190381
0.15,4d104f,2F*,5/2,2.5,0.857143,54204.729,54204.8790635
0.16,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.5689323
0.16,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.6329594
0.16,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6969865
0.16,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.7610135
0.16,4d104f,2F*,5/2,1.5,0.857143,54204.729,54204.8250406
0.16,4d104f,2F*,5/2,2.5,0.857143,54204.729,54204.8890677
0.17,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.5589281
0.17,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.6269569
0.17,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6949856
0.17,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.7630144
0.17,4d104f,2F*,5/2,1.5,0.857143,54204.729,54204.8310431
0.17,4d104f,2F*,5/2,2.5,0.857143,54204.729,54204.8990719
0.18,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.5489239
0.18,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.6209543
0.18,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6929848
0.18,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.7650152
0.18,4d104f,2F*,5/2,1.5,0.857143,54204.729,54204.8370457
0.18,4d104f,2F*,5/2,2.5,0.857143,54204.729,54204.9090761
0.19,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.5389196
0.19,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.6149518
0.19,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6909839
0.19,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.7670161
0.19,4d104f,2F*,5/2,1.5,0.857143,54204.729,54204.8430482
0.19,4d104f,2F*,5/2,2.5,0.857143,54204.729,54204.9190804
0.2,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.5289154
0.2,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.6089492
0.2,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6889831
0.2,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.7690169
0.2,4d104f,2F*,5/2,1.5,0.857143,54204.729,54204.8490508
0.2,4d104f,2F*,5/2,2.5,0.857143,54204.729,54204.9290846
0.21,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.5189112
0.21,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.6029467
0.21,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6869822
0.21,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.7710178
0.21,4d104f,2F*,5/2,1.5,0.857143,54204.729,54204.8550533
0.21,4d104f,2F*,5/2,2.5,0.857143,54204.729,54204.9390888
0.22,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.5089069
0.22,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.5969442
0.22,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6849814
0.22,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.7730186
0.22,4d104f,2F*,5/2,1.5,0.857143,54204.729,54204.8610558
0.22,4d104f,2F*,5/2,2.5,0.857143,54204.729,54204.9490931
0.23,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.4989027
0.23,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.5909416
0.23,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6829805
0.23,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.7750195
0.23,4d104f,2F*,5/2,1.5,0.857143,54204.729,54204.8670584
0.23,4d104f,2F*,5/2,2.5,0.857143,54204.729,54204.9590973
0.24,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.4888985
0.24,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.5849391
0.24,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6809797
0.24,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.7770203
0.24,4d104f,2F*,5/2,1.5,0.857143,54204.729,54204.8730609
0.24,4d104f,2F*,5/2,2.5,0.857143,54204.729,54204.9691015
0.25,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.4788942
0.25,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.5789365
0.25,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6789788
0.25,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.7790212
0.25,4d104f,2F*,5/2,1.5,0.857143,54204.729,54204.8790635
0.25,4d104f,2F*,5/2,2.5,0.857143,54204.729,54204.9791058
0.26,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.46889
0.26,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.572934
0.26,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.676978
0.26,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.781022
0.26,4d104f,2F*,5/2,1.5,0.857143,54204.729,54204.885066
0.26,4d104f,2F*,5/2,2.5,0.857143,54204.729,54204.98911
0.27,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.4588858
0.27,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.5669315
0.27,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6749772
0.27,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.7830228
0.27,4d104f,2F*,5/2,1.5,0.857143,54204.729,54204.8910685
0.27,4d104f,2F*,5/2,2.5,0.857143,54204.729,54204.9991142
0.28,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.4488816
0.28,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.5609289
0.28,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6729763
0.28,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.7850237
0.28,4d104f,2F*,5/2,1.5,0.857143,54204.729,54204.8970711
0.28,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.0091184
0.29,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.4388773
0.29,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.5549264
0.29,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6709755
0.29,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.7870245
0.29,4d104f,2F*,5/2,1.5,0.857143,54204.729,54204.9030736
0.29,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.0191227
0.3,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.4288731
0.3,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.5489239
0.3,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6689746
0.3,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.7890254
0.3,4d104f,2F*,5/2,1.5,0.857143,54204.729,54204.9090761
0.3,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.0291269
0.31,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.4188689
0.31,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.5429213
0.31,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6669738
0.31,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.7910262
0.31,4d104f,2F*,5/2,1.5,0.857143,54204.729,54204.9150787
0.31,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.0391311
0.32,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.4088646
0.32,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.5369188
0.32,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6649729
0.32,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.7930271
0.32,4d104f,2F*,5/2,1.5,0.857143,54204.729,54204.9210812
0.32,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.0491354
0.33,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.3988604
0.33,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.5309162
0.33,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6629721
0.33,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.7950279
0.33,4d104f,2F*,5/2,1.5,0.857143,54204.729,54204.9270838
0.33,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.0591396
0.34,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.3888562
0.34,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.5249137
0.34,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6609712
0.34,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.7970288
0.34,4d104f,2F*,5/2,1.5,0.857143,54204.729,54204.9330863
0.34,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.0691438
0.35,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.3788519
0.35,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.5189112
0.35,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6589704
0.35,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.7990296
0.35,4d104f,2F*,5/2,1.5,0.857143,54204.729,54204.9390888
0.35,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.0791481
0.36,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.3688477
0.36,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.5129086
0.36,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6569695
0.36,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8010305
0.36,4d104f,2F*,5/2,1.5,0.857143,54204.729,54204.9450914
0.36,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.0891523
0.37,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.3588435
0.37,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.5069061
0.37,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6549687
0.37,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8030313
0.37,4d104f,2F*,5/2,1.5,0.857143,54204.729,54204.9510939
0.37,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.0991565
0.38,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.3488393
0.38,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.5009036
0.38,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6529679
0.38,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8050321
0.38,4d104f,2F*,5/2,1.5,0.857143,54204.729,54204.9570964
0.38,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.1091607
0.39,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.338835
0.39,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.494901
0.39,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.650967
0.39,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.807033
0.39,4d104f,2F*,5/2,1.5,0.857143,54204.729,54204.963099
0.39,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.119165
0.4,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.3288308
0.4,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.4888985
0.4,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6489662
0.4,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8090338
0.4,4d104f,2F*,5/2,1.5,0.857143,54204.729,54204.9691015
0.4,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.1291692
0.41,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.3188266
0.41,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.4828959
0.41,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6469653
0.41,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8110347
0.41,4d104f,2F*,5/2,1.5,0.857143,54204.729,54204.9751041
0.41,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.1391734
0.42,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.3088223
0.42,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.4768934
0.42,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6449645
0.42,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8130355
0.42,4d104f,2F*,5/2,1.5,0.857143,54204.729,54204.9811066
0.42,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.1491777
0.43,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.2988181
0.43,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.4708909
0.43,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6429636
0.43,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8150364
0.43,4d104f,2F*,5/2,1.5,0.857143,54204.729,54204.9871091
0.43,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.1591819
0.44,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.2888139
0.44,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.4648883
0.44,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6409628
0.44,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8170372
0.44,4d104f,2F*,5/2,1.5,0.857143,54204.729,54204.9931117
0.44,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.1691861
0.45,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.2788096
0.45,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.4588858
0.45,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6389619
0.45,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8190381
0.45,4d104f,2F*,5/2,1.5,0.857143,54204.729,54204.9991142
0.45,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.1791904
0.46,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.2688054
0.46,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.4528832
0.46,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6369611
0.46,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8210389
0.46,4d104f,2F*,5/2,1.5,0.857143,54204.729,54205.0051168
0.46,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.1891946
0.47,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.2588012
0.47,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.4468807
0.47,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6349602
0.47,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8230398
0.47,4d104f,2F*,5/2,1.5,0.857143,54204.729,54205.0111193
0.47,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.1991988
0.48,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.2487969
0.48,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.4408782
0.48,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6329594
0.48,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8250406
0.48,4d104f,2F*,5/2,1.5,0.857143,54204.729,54205.0171218
0.48,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.2092031
0.49,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.2387927
0.49,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.4348756
0.49,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6309585
0.49,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8270415
0.49,4d104f,2F*,5/2,1.5,0.857143,54204.729,54205.0231244
0.49,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.2192073
0.5,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.2287885
0.5,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.4288731
0.5,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6289577
0.5,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8290423
0.5,4d104f,2F*,5/2,1.5,0.857143,54204.729,54205.0291269
0.5,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.2292115
0.51,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.2187843
0.51,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.4228706
0.51,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6269569
0.51,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8310431
0.51,4d104f,2F*,5/2,1.5,0.857143,54204.729,54205.0351294
0.51,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.2392157
0.52,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.20878
0.52,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.416868
0.52,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.624956
0.52,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.833044
0.52,4d104f,2F*,5/2,1.5,0.857143,54204.729,54205.041132
0.52,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.24922
0.53,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.1987758
0.53,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.4108655
0.53,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6229552
0.53,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8350448
0.53,4d104f,2F*,5/2,1.5,0.857143,54204.729,54205.0471345
0.53,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.2592242
0.54,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.1887716
0.54,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.4048629
0.54,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6209543
0.54,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8370457
0.54,4d104f,2F*,5/2,1.5,0.857143,54204.729,54205.0531371
0.54,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.2692284
0.55,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.1787673
0.55,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.3988604
0.55,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6189535
0.55,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8390465
0.55,4d104f,2F*,5/2,1.5,0.857143,54204.729,54205.0591396
0.55,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.2792327
0.56,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.1687631
0.56,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.3928579
0.56,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6169526
0.56,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8410474
0.56,4d104f,2F*,5/2,1.5,0.857143,54204.729,54205.0651421
0.56,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.2892369
0.57,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.1587589
0.57,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.3868553
0.57,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6149518
0.57,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8430482
0.57,4d104f,2F*,5/2,1.5,0.857143,54204.729,54205.0711447
0.57,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.2992411
0.58,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.1487546
0.58,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.3808528
0.58,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6129509
0.58,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8450491
0.58,4d104f,2F*,5/2,1.5,0.857143,54204.729,54205.0771472
0.58,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.3092454
0.59,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.1387504
0.59,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.3748502
0.59,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6109501
0.59,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8470499
0.59,4d104f,2F*,5/2,1.5,0.857143,54204.729,54205.0831498
0.59,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.3192496
0.6,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.1287462
0.6,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.3688477
0.6,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6089492
0.6,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8490508
0.6,4d104f,2F*,5/2,1.5,0.857143,54204.729,54205.0891523
0.6,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.3292538
0.61,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.118742
0.61,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.3628452
0.61,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6069484
0.61,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8510516
0.61,4d104f,2F*,5/2,1.5,0.857143,54204.729,54205.0951548
0.61,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.339258
0.62,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.1087377
0.62,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.3568426
0.62,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6049475
0.62,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8530525
0.62,4d104f,2F*,5/2,1.5,0.857143,54204.729,54205.1011574
0.62,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.3492623
0.63,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.0987335
0.63,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.3508401
0.63,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6029467
0.63,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8550533
0.63,4d104f,2F*,5/2,1.5,0.857143,54204.729,54205.1071599
0.63,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.3592665
0.64,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.0887293
0.64,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.3448376
0.64,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.6009459
0.64,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8570541
0.64,4d104f,2F*,5/2,1.5,0.857143,54204.729,54205.1131624
0.64,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.3692707
0.65,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.078725
0.65,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.338835
0.65,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.598945
0.65,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.859055
0.65,4d104f,2F*,5/2,1.5,0.857143,54204.729,54205.119165
0.65,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.379275
0.66,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.0687208
0.66,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.3328325
0.66,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.5969442
0.66,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8610558
0.66,4d104f,2F*,5/2,1.5,0.857143,54204.729,54205.1251675
0.66,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.3892792
0.67,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.0587166
0.67,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.3268299
0.67,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.5949433
0.67,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8630567
0.67,4d104f,2F*,5/2,1.5,0.857143,54204.729,54205.1311701
0.67,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.3992834
0.68,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.0487123
0.68,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.3208274
0.68,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.5929425
0.68,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8650575
0.68,4d104f,2F*,5/2,1.5,0.857143,54204.729,54205.1371726
0.68,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.4092877
0.69,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.0387081
0.69,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.3148249
0.69,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.5909416
0.69,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8670584
0.69,4d104f,2F*,5/2,1.5,0.857143,54204.729,54205.1431751
0.69,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.4192919
0.7,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.0287039
0.7,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.3088223
0.7,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.5889408
0.7,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8690592
0.7,4d104f,2F*,5/2,1.5,0.857143,54204.729,54205.1491777
0.7,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.4292961
0.71,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.0186997
0.71,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.3028198
0.71,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.5869399
0.71,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8710601
0.71,4d104f,2F*,5/2,1.5,0.857143,54204.729,54205.1551802
0.71,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.4393003
0.72,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54204.0086954
0.72,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.2968173
0.72,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.5849391
0.72,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8730609
0.72,4d104f,2F*,5/2,1.5,0.857143,54204.729,54205.1611827
0.72,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.4493046
0.73,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54203.9986912
0.73,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.2908147
0.73,4d104f,2F*,5/2,-0.5,0.857143,54204.729,54204.5829382
0.73,4d104f,2F*,5/2,0.5,0.857143,54204.729,54204.8750618
0.73,4d104f,2F*,5/2,1.5,0.857143,54204.729,54205.1671853
0.73,4d104f,2F*,5/2,2.5,0.857143,54204.729,54205.4593088
0.74,4d104f,2F*,5/2,-2.5,0.857143,54204.729,54203.988687
0.74,4d104f,2F*,5/2,-1.5,0.857143,54204.729,54204.2848122
