path_index,source_sample_index,scale_factor,redshift,contraction_elapsed_time_Gyr,H_signed_km_s_Mpc,H_magnitude_km_s_Mpc,E_of_a,q_A_ln_E,boundary_margin_candidate,trajectory_direction
639,639,0.052722986142299998,17.967059212100001,13.5898936869,-3134.1992383400002,3134.1992383400002,46.555501627200002,3.840645184219615,0.00046116639282699998,contraction
640,640,0.052480746024999997,18.054607179600001,13.5913254329,-3155.95771797,3155.95771797,46.878702820599997,3.8475634746768854,0.000454832251474,contraction
641,641,0.052239618899900003,18.142559250200001,13.5927473078,-3177.86753099,3177.86753099,47.2041519251,3.8544818532376892,0.00044858499178400001,contraction
642,642,0.051999599653400001,18.230917289099999,13.594159379400001,-3199.9297314300002,3199.9297314300002,47.531864597599998,3.8614003197659761,0.00044242342433000001,contraction
643,643,0.0517606831951,18.319683170200001,13.595561715400001,-3222.14538068,3222.14538068,47.861856604000003,3.8683188741223056,0.00043634637591400001,contraction
644,644,0.0515228644582,18.408858775900001,13.5969543827,-3244.5155475800002,3244.5155475800002,48.194143820599997,3.8752375161772106,0.00043035268934999999,contraction
645,645,0.051286138399099998,18.498445997600001,13.598337447800001,-3267.0413084100001,3267.0413084100001,48.528742234799999,3.882156245809476,0.00042444122324400001,contraction
646,646,0.051050499997499998,18.5884467351,13.599710976800001,-3289.723747,3289.723747,48.865667945799999,3.8890750629043751,0.00041861085178099999,contraction
647,647,0.050815944256099997,18.6788628971,13.601075035299999,-3312.56395475,3312.56395475,49.2049371652,3.8959939673498285,0.00041286046451200002,contraction
648,648,0.050582466200299998,18.769696401099999,13.602429688599999,-3335.5630307000001,3335.5630307000001,49.546566218199999,3.9029129590447176,0.00040718896614799999,contraction
649,649,0.0503500608788,18.860949173600002,13.603775001300001,-3358.7220815699998,3358.7220815699998,49.890571544099998,3.9098320378927132,0.00040159527635399999,contraction
650,650,0.050118723362699999,18.952623149699999,13.6051110378,-3382.0422218200001,3382.0422218200001,50.236969697200003,3.9167512038042038,0.00039607832954199998,contraction
651,651,0.049888448746,19.044720273700001,13.6064378618,-3405.5245737099999,3405.5245737099999,50.585777347399997,3.9236704566920979,0.00039063707467699998,contraction
652,652,0.049659232145000003,19.137242498599999,13.607755536899999,-3429.1702673499999,3429.1702673499999,50.9370112816,3.9305897964833978,0.000385270475074,contraction
653,653,0.049431068698700002,19.230191786799999,13.6090641259,-3452.98044076,3452.98044076,51.290688403700003,3.9375092231028779,0.00037997750820800003,contraction
654,654,0.049203953568099999,19.323570109399999,13.6103636915,-3476.9562399000001,3476.9562399000001,51.646825736099998,3.9444287364863704,0.00037475716551500001,contraction
655,655,0.0489778819368,19.4173794467,13.611654295699999,-3501.09881877,3501.09881877,52.005440420200003,3.9513483365741591,0.00036960845221099999,contraction
656,656,0.048752849010299998,19.511621788300001,13.612936000199999,-3525.4093394299998,3525.4093394299998,52.366549717399998,3.9582680233140781,0.00036453038709600001,contraction
657,657,0.048528850016199998,19.606299132699998,13.6142088662,-3549.8889720799998,3549.8889720799998,52.730171009700001,3.9651877966567857,0.000359522002377,contraction
658,658,0.048305880204,19.701413487899998,13.6154729546,-3574.5388950800002,3574.5388950800002,53.096321800799998,3.9721076565605298,0.00035458234348000002,contraction
659,659,0.048083934845000002,19.796966870999999,13.6167283259,-3599.36029508,3599.36029508,53.465019716999997,3.9790276029918679,0.00034971046887399999,contraction
660,660,0.047863009232299997,19.892961308499999,13.617975039999999,-3624.3543669999999,3624.3543669999999,53.836282507599996,3.985947635916955,0.00034490544989200002,contraction
661,661,0.047643098680499998,19.989398836199999,13.619213156600001,-3649.5223141199999,3649.5223141199999,54.210128046500003,3.9928677553152054,0.00034016637055599998,contraction
662,662,0.047424198526000001,20.0862814993,13.620442734699999,-3674.86534815,3674.86534815,54.586574332200001,3.9997879611629759,0.00033549232740700001,contraction
663,663,0.047206304126399999,20.183611352500002,13.6216638332,-3700.3846892800002,3700.3846892800002,54.965639489700003,4.0067082534523673,0.00033088242932899998,contraction
664,664,0.0469894108605,20.281390459800001,13.622876510499999,-3726.08156624,3726.08156624,55.347341770299998,4.0136286321711969,0.00032633579738900002,contraction
665,665,0.046773514128699997,20.379620894999999,13.6240808246,-3751.9572163500002,3751.9572163500002,55.731699553299997,4.0205490973177733,0.00032185156466499998,contraction
666,666,0.046558609352300002,20.478304741300001,13.625276832899999,-3778.0128856000001,3778.0128856000001,56.118731346700002,4.027469648897128,0.00031742887608400002,contraction
667,667,0.0463446919736,20.577444091499999,13.6264645927,-3804.24982869,3804.24982869,56.508455787800003,4.0343902869155226,0.00031306688826300002,contraction
668,668,0.046131757455999997,20.6770410482,13.627644160799999,-3830.6693091000002,3830.6693091000002,56.9008916445,4.0413110113873616,0.00030876476934800002,contraction
669,669,0.045919801283699997,20.777097723499999,13.628815593600001,-3857.27259916,3857.27259916,57.296057816100003,4.0482318223329905,0.00030452169885699997,contraction
670,670,0.045708818961500003,20.8776162395,13.629978947,-3884.0609801199998,3884.0609801199998,57.693973333999999,4.055152719774723,0.00030033686752599999,contraction
671,671,0.045498806014999997,20.978598727800001,13.631134276699999,-3911.0357421600002,3911.0357421600002,58.094657362900001,4.0620737037415395,0.00029620947715700002,contraction
672,672,0.045289757990399998,21.080047330199999,13.632281638,-3938.1981845300002,3938.1981845300002,58.498129201799998,4.0689947742700472,0.00029213874046500003,contraction
673,673,0.045081670454099998,21.181964197999999,13.6334210857,-3965.5496155599999,3965.5496155599999,58.904408284600002,4.0759159313984989,0.00028812388093100001,contraction
674,674,0.044874538993300003,21.284351492700001,13.6345526742,-3993.0913527399998,3993.0913527399998,59.3135141813,4.0828371751710639,0.00028416413265499999,contraction
675,675,0.044668359215099998,21.387211385699999,13.635676457800001,-4020.8247227699999,4020.8247227699999,59.725466598899999,4.0897585056367767,0.00028025874021399998,contraction
676,676,0.044463126746899999,21.4905460584,13.636792490099999,-4048.7510616599998,4048.7510616599998,60.140285382599998,4.0966799228534141,0.00027640695851300002,contraction
677,677,0.044258837236300003,21.5943577022,13.637900824400001,-4076.8717147699999,4076.8717147699999,60.557990516099999,4.1036014268762244,0.00027260805265,contraction
678,678,0.044055486350700002,21.698648518799999,13.6390015139,-4105.1880368599996,4105.1880368599996,60.978602123400002,4.110523017771615,0.000268861297776,contraction
679,679,0.043853069777500003,21.803420719999998,13.6400946111,-4133.7013921999996,4133.7013921999996,61.402140469300001,4.1174446956089819,0.00026516597895600002,contraction
680,680,0.043651583224,21.908676527699999,13.6411801683,-4162.4131546099998,4162.4131546099998,61.828625960399997,4.1243664604608581,0.000261521391037,contraction
681,681,0.043451022417200003,22.014418174100001,13.6422582375,-4191.3247075199997,4191.3247075199997,62.2580791464,4.1312883124077473,0.00025792683851,contraction
682,682,0.043251383103499998,22.120647901800002,13.6433288701,-4220.4374440399997,4220.4374440399997,62.690520720599999,4.1382102515298937,0.00025438163538500001,contraction
683,683,0.043052661049199997,22.227367963599999,13.644392117400001,-4249.7527670700001,4249.7527670700001,63.1259715216,4.1451322779182806,0.00025088510505400001,contraction
684,684,0.042854852039699999,22.334580622800001,13.645448030300001,-4279.2720892899997,4279.2720892899997,63.564452533699999,4.1520543916646107,0.00024743658017000001,contraction
685,685,0.042657951880200003,22.4422881532,13.6464966592,-4308.9968333200004,4308.9968333200004,64.005984888100002,4.1589765928640841,0.00024403540251699999,contraction
686,686,0.042461956394600001,22.550492839,13.6475380543,-4338.9284317199999,4338.9284317199999,64.450589864299999,4.1658988816210494,0.00024068092288399999,contraction
687,687,0.042266861426600001,22.659196974899999,13.6485722654,-4369.0683270700001,4369.0683270700001,64.8982888906,4.1728212580404396,0.000237372500946,contraction
688,688,0.042072662838399999,22.768402866199999,13.649599342,-4399.4179720900001,4399.4179720900001,65.3491035455,4.1797437222332192,0.000234109505141,contraction
689,689,0.041879356511799998,22.878112829100001,13.6506193332,-4429.9788296500001,4429.9788296500001,65.803055558699995,4.1866662743154146,0.000230891312551,contraction
690,690,0.041686938346999998,22.988329190200002,13.6516322878,-4460.7523728699998,4460.7523728699998,66.260166811900007,4.1935889144040477,0.00022771730878300001,contraction
691,691,0.041495404263400003,23.0990542869,13.652638254299999,-4491.74008521,4491.74008521,66.720459340399998,4.2005116426251137,0.000224586887853,contraction
692,692,0.041304750198999998,23.2102904674,13.6536372807,-4522.9434605099996,4522.9434605099996,67.183955333699998,4.2074344591062394,0.00022149945207200001,contraction
693,693,0.041114972110499998,23.3220400907,13.6546294149,-4554.36400306,4554.36400306,67.650677136799999,4.2143573639798593,0.00021845441193300001,contraction
694,694,0.040926065972999998,23.434305526900001,13.6556147043,-4586.0032277099999,4586.0032277099999,68.120647251299999,4.2212803573832289,0.000215451185999,contraction
695,695,0.040738027780399998,23.5470891569,13.656593196099999,-4617.8626599299996,4617.8626599299996,68.593888336399999,4.2282034394568511,0.000212489200792,contraction
696,696,0.040550853544800002,23.6603933723,13.657564937,-4649.94383586,4649.94383586,69.070423210200005,4.2351266103472032,0.00020956789068599999,contraction
697,697,0.040364539296799999,23.774220576299999,13.6585299737,-4682.2483024200001,4682.2483024200001,69.550274850500003,4.2420498702020462,0.00020668669779700001,contraction
698,698,0.040179081084900002,23.888573182799998,13.6594883521,-4714.7776173700004,4714.7776173700004,70.0334663963,4.2489732191758041,0.00020384507188300001,contraction
699,699,0.039994474976100002,24.003453617000002,13.6604401182,-4747.53334937,4747.53334937,70.520021148699996,4.2558966574261081,0.00020104247023299999,contraction
700,700,0.039810717055300003,24.118864315100002,13.661385317600001,-4780.5170780899998,4780.5170780899998,71.009962572099994,4.2628201851145784,0.00019827835756699999,contraction
701,701,0.039627803425499999,24.2348077248,13.6623239954,-4813.73039427,4813.73039427,71.503314295500005,4.2697438024088754,0.000195552205937,contraction
702,702,0.039445730207500002,24.351286304999999,13.663256196500001,-4847.1748998000003,4847.1748998000003,72.000100113200006,4.2766675094761997,0.00019286349462299999,contraction
703,703,0.039264493540000001,24.4683025259,13.664181965699999,-4880.8522077899997,4880.8522077899997,72.500343986600001,4.2835913064921316,0.00019021171003599999,contraction
704,704,0.039084089579200003,24.585858869100001,13.6651013471,-4914.7639426699998,4914.7639426699998,73.004070044900004,4.2905151936339188,0.000187596345621,contraction
705,705,0.038904514499400002,24.703957827699998,13.6660143847,-4948.9117402499996,4948.9117402499996,73.511302586599996,4.297439171084803,0.000185016901761,contraction
706,706,0.038725764492199999,24.822601906300001,13.6669211223,-4983.2972478000002,4983.2972478000002,74.022066080299993,4.3043632390286106,0.00018247288568099999,contraction
707,707,0.038547835766600001,24.941793621199999,13.6678216032,-5017.9221241599998,5017.9221241599998,74.536385166399995,4.3112873976565069,0.00017996381135399999,contraction
708,708,0.0383707245492,25.061535500000002,13.6687158705,-5052.7880397899999,5052.7880397899999,75.054284657799997,4.3182116471600516,0.00017748919941400001,contraction
709,709,0.038194427083999997,25.181830082200001,13.6696039671,-5087.8966768600003,5087.8966768600003,75.575789541800006,4.3251359877402926,0.00017504857705600001,contraction
710,710,0.038018939632099999,25.302679918999999,13.6704859353,-5123.2497293300003,5123.2497293300003,76.100924980399995,4.332060419595348,0.000172641477957,contraction
711,711,0.037844258471699997,25.424087573200001,13.671361817499999,-5158.8489030500004,5158.8489030500004,76.629716312400006,4.3389849429318748,0.000170267442177,contraction
712,712,0.037670379898399997,25.546055619800001,13.672231655599999,-5194.6959158199998,5194.6959158199998,77.162189054199999,4.3459095579591001,0.00016792601608000001,contraction
713,713,0.037497300224499999,25.668586645200001,13.6730954911,-5230.7924975100004,5230.7924975100004,77.698368900999995,4.3528342648881386,0.00016561675224300001,contraction
714,714,0.037325015779599999,25.791683248199998,13.673953365399999,-5267.1403900900004,5267.1403900900004,78.238281728299995,4.3597590639350452,0.00016333920937300001,contraction
715,715,0.037153522909699997,25.9153480393,13.674805319600001,-5303.7413477800001,5303.7413477800001,78.781953593300003,4.3666839553223706,0.000161092952224,contraction
716,716,0.036982817978000002,26.039583641099998,13.675651394499999,-5340.5971370799998,5340.5971370799998,79.329410735699994,4.3736089392729616,0.00015887755151100001,contraction
717,717,0.036812897364299997,26.1643926884,13.676491630499999,-5377.7095368800001,5377.7095368800001,79.880679579200006,4.3805340160126782,0.00015669258383300001,contraction
718,718,0.036643757464800003,26.2897778281,13.677326067799999,-5415.08033858,5415.08033858,80.435786733200004,4.387459185775354,0.00015453763159,contraction
719,719,0.036475394692599999,26.415741719300001,13.678154746500001,-5452.7113460999999,5452.7113460999999,80.994758993399998,4.3943844487938737,0.00015241228290300001,contraction
720,720,0.036307805477000001,26.542287033400001,13.6789777061,-5490.6043760599996,5490.6043760599996,81.5576233436,4.401309805306199,0.00015031613153699999,contraction
721,721,0.036140986264000002,26.669416454099999,13.679794986099999,-5528.7612577999998,5528.7612577999998,82.124406957100007,4.4082352555561748,0.00014824877682499999,contraction
722,722,0.035974933515600001,26.797132677600001,13.680606625599999,-5567.1838334900003,5567.1838334900003,82.695137197600005,4.415160799788131,0.00014620982359,contraction
723,723,0.035809643710300001,26.925438412399998,13.6814126634,-5605.8739582400003,5605.8739582400003,83.269841620899996,4.4220864382512035,0.00014419888206900001,contraction
724,724,0.035645113342600003,27.0543363795,13.6822131382,-5644.8335001799996,5644.8335001799996,83.848547976199995,4.4290121711985861,0.00014221556784399999,contraction
725,725,0.035481338923400003,27.1838293126,13.683008088199999,-5684.0643405299998,5684.0643405299998,84.431284207399997,4.4359379988867085,0.00014025950176099999,contraction
726,726,0.035318316979200001,27.313919958,13.6837975515,-5723.5683737299996,5723.5683737299996,85.018078454399998,4.4428639215743182,0.000138330309866,contraction
727,727,0.035156044052799998,27.444611074499999,13.6845815658,-5763.3475075099996,5763.3475075099996,85.608959054799996,4.4497899395261671,0.00013642762332899999,contraction
728,728,0.034994516702800002,27.575905433700001,13.685360168800001,-5803.4036629900002,5803.4036629900002,86.203954544799998,4.456716053007149,0.00013455107837499999,contraction
729,729,0.034833731503600002,27.707805820200001,13.686133397700001,-5843.7387747700004,5843.7387747700004,86.803093661099993,4.463642262288082,0.00013270031621500001,contraction
730,730,0.034673685045300003,27.840315031300001,13.6869012896,-5884.3547910300003,5884.3547910300003,87.406405341999999,4.4705685676419842,0.00013087498297899999,contraction
731,731,0.034514373933599997,27.973435877,13.687663881100001,-5925.25367362,5925.25367362,88.013918729099998,4.4774949693472026,0.00012907472964500001,contraction
732,732,0.034355794789999998,28.1071711807,13.688421208799999,-5966.4373981799999,5966.4373981799999,88.625663168399996,4.484421467683533,0.00012729921198,contraction
733,733,0.034197944251399999,28.241523778400001,13.689173308999999,-6007.9079541999999,6007.9079541999999,89.241668211900006,4.4913480629339846,0.00012554809046399999,contraction
734,734,0.034040818970100001,28.3764965196,13.689920217599999,-6049.6673451400002,6049.6673451400002,89.861963619299999,4.4982747553874605,0.00012382103023599999,contraction
735,735,0.033884415613900001,28.512092266700002,13.690661970500001,-6091.7175885500001,6091.7175885500001,90.486579358900002,4.5052015453323868,0.00012211770102400001,contraction
736,736,0.033728730865900003,28.648313895200001,13.6913986031,-6134.0607161199996,6134.0607161199996,91.115545609700007,4.5121284330636442,0.000120437777083,contraction
737,737,0.033573761424299998,28.785164294299999,13.692130150800001,-6176.6987738099997,6176.6987738099997,91.748892762599993,4.5190554188793,0.000118780937133,contraction
738,738,0.033419504002599999,28.9226463661,13.692856648499999,-6219.6338219500003,6219.6338219500003,92.386651421699995,4.5259825030784286,0.000117146864303,contraction
739,739,0.0332659553294,29.060763026299998,13.693578131000001,-6262.8679353500002,6262.8679353500002,93.028852406300004,4.5329096859664473,0.000115535246061,contraction
740,740,0.033113112148299997,29.199517203999999,13.694294633,-6306.4032033699996,6306.4032033699996,93.675526751899994,4.539836967849423,0.000113945774164,contraction
741,741,0.032960971217700002,29.3389118419,13.695006188600001,-6350.2417300699999,6350.2417300699999,94.326705712099994,4.5467643490380514,0.000112378144593,contraction
742,742,0.032809529311299997,29.478949896300001,13.6957128321,-6394.3856342700001,6394.3856342700001,94.982420759899995,4.5536918298450386,0.000110832057499,contraction
743,743,0.032658783217199998,29.619634336899999,13.6964145971,-6438.8370496699999,6438.8370496699999,95.642703589700005,4.5606194105897861,0.00010930721714399999,contraction
744,744,0.032508729738499997,29.7609681474,13.6971115174,-6483.5981249799997,6483.5981249799997,96.307586118100005,4.5675470915903116,0.000107803331844,contraction
745,745,0.032359365692999999,29.902954325100001,13.697803626300001,-6528.6710239800004,6528.6710239800004,96.977100486300003,4.5744748731718881,0.000106320113917,contraction
746,746,0.032210687912799997,30.045595881299999,13.698490956900001,-6574.0579256600004,6574.0579256600004,97.651279060999997,4.5814027556598438,0.000104857279623,contraction
747,747,0.032062693245099999,30.188895840899999,13.699173542300001,-6619.7610243400004,6619.7610243400004,98.330154436499996,4.5883307393847499,0.00010341454911599999,contraction
748,748,0.031915378550999997,30.332857243199999,13.699851414999999,-6665.7825297299996,6665.7825297299996,99.013759436100003,4.5952588246802106,0.000101991646386,contraction
749,749,0.031768740706500001,30.477483141,13.7005246075,-6712.1246670700002,6712.1246670700002,99.7021271136,4.6021870118816262,0.000100588299208,contraction
750,750,0.031622776601700001,30.6227766017,13.7011931521,-6758.7896772499998,6758.7896772499998,100.395290755,4.6091153013268853,9.9204239090700005e-05,contraction
751,751,0.031477483140999997,30.768740706500001,13.7018570808,-6805.7798169099997,6805.7798169099997,101.093283881,4.6160436933648299,9.7839201224699998e-05,contraction
752,752,0.0313328572432,30.915378551,13.702516425500001,-6853.0973585299998,6853.0973585299998,101.796140247,4.6229721883386894,9.6492924432600006e-05,contraction
753,753,0.0311888958409,31.0626932451,13.7031712176,-6900.7445905799996,6900.7445905799996,102.50389384499999,4.6299007865886166,9.5165151119099996e-05,contraction
754,754,0.0310455958813,31.210687912800001,13.703821488499999,-6948.7238176000001,6948.7238176000001,103.216578908,4.6368294884782344,9.3855627221699995e-05,contraction
755,755,0.030902954325099999,31.359365693000001,13.7044672695,-6997.0373603400003,6997.0373603400003,103.93422990800001,4.6437582943583848,9.2564102162499994e-05,contraction
756,756,0.030760968147400002,31.508729738500001,13.7051085914,-7045.6875558700003,7045.6875558700003,104.65688156,4.6506872045895875,9.1290328800799997e-05,contraction
757,757,0.030619634336900001,31.6587832172,13.705745485,-7094.6767576700004,7094.6767576700004,105.384568823,4.6576162195349884,9.0034063385399996e-05,contraction
758,758,0.030478949896300001,31.8095293113,13.706377980799999,-7144.0073357900001,7144.0073357900001,106.117326901,4.664545339553487,8.8795065508499998e-05,contraction
759,759,0.030338911841900001,31.960971217699999,13.707006109,-7193.6816769200004,7193.6816769200004,106.855191246,4.6714745650117377,8.7573098060199998e-05,contraction
760,760,0.030199517204,32.113112148299997,13.707629899800001,-7243.7021845500003,7243.7021845500003,107.59819756,4.6784038962862642,8.6367927182699996e-05,contraction
761,761,0.030060763026300001,32.265955329400001,13.7082493831,-7294.0712790500002,7294.0712790500002,108.346381796,4.6853333337561205,8.5179322226299996e-05,contraction
762,762,0.029922646366100002,32.4195040026,13.708864588499999,-7344.7913978400002,7344.7913978400002,109.099780158,4.6922628777865825,8.4007055705300003e-05,contraction
763,763,0.0297851642943,32.573761424300002,13.7094755455,-7395.8649954599996,7395.8649954599996,109.85842910700001,4.6991925287680036,8.2850903254399994e-05,contraction
764,764,0.0296483138952,32.728730865899998,13.7100822834,-7447.2945437199996,7447.2945437199996,110.622365358,4.7061222870716071,8.1710643586399996e-05,contraction
765,765,0.029512092266699999,32.884415613900003,13.7106848312,-7499.0825318099996,7499.0825318099996,111.391625887,4.7130521530967435,8.0586058449800003e-05,contraction
766,766,0.0293764965196,33.040818970099998,13.7112832179,-7551.2314664400001,7551.2314664400001,112.166247928,4.7199821272269409,7.9476932586999998e-05,contraction
767,767,0.029241523778399999,33.197944251400003,13.711877471999999,-7603.7438719299998,7603.7438719299998,112.94626897800001,4.7269122098584671,7.8383053693800001e-05,contraction
768,768,0.029107171180700001,33.355794789999997,13.7124676222,-7656.6222903999997,7656.6222903999997,113.731726796,4.7338424013748543,7.7304212378500003e-05,contraction
769,769,0.028973435876999999,33.514373933599998,13.713053696599999,-7709.8692818099998,7709.8692818099998,114.52265941,4.7407727021922073,7.6240202122099997e-05,contraction
770,770,0.028840315031299999,33.673685045299997,13.713635723299999,-7763.48742416,7763.48742416,115.319105112,4.7477031126984688,7.5190819239099997e-05,contraction
771,771,0.028707805820200001,33.833731503599999,13.714213730299999,-7817.4793135800001,7817.4793135800001,116.121102466,4.7546336333070194,7.4155862838600004e-05,contraction
772,772,0.028575905433700002,33.994516702799999,13.714787745200001,-7871.8475644700002,7871.8475644700002,116.92869030599999,4.7615642644224332,7.3135134785800004e-05,contraction
773,773,0.028444611074500002,34.156044052799999,13.715357795499999,-7926.59480962,7926.59480962,117.74190774,4.7684950064584868,7.2128439664499995e-05,contraction
774,774,0.028313919957999999,34.318316979199999,13.715923908600001,-7981.7237003700002,7981.7237003700002,118.56079415000001,4.7754258598215644,7.1135584739799999e-05,contraction
775,775,0.028183829312599998,34.481338923400003,13.7164861116,-8037.2369066900001,8037.2369066900001,119.38538919600001,4.7823568249281472,7.0156379921400001e-05,contraction
776,776,0.0280543363795,34.645113342599998,13.7170444314,-8093.1371173699999,8093.1371173699999,120.215732819,4.7892879022131361,6.9190637727100003e-05,contraction
777,777,0.0279254384124,34.809643710300001,13.7175988948,-8149.4270401000003,8149.4270401000003,121.051865237,4.7962190920798928,6.8238173247300003e-05,contraction
778,778,0.027797132677599999,34.9749335156,13.7181495284,-8206.1094016700008,8206.1094016700008,121.893826956,4.8031503949752699,6.7298804109800005e-05,contraction
779,779,0.027669416454099999,35.140986263999999,13.718696358500001,-8263.1869480200003,8263.1869480200003,122.741658762,4.8100818113066532,6.63723504447e-05,contraction
780,780,0.0275422870334,35.307805477000002,13.7192394114,-8320.6624444600002,8320.6624444600002,123.595401733,4.8170133415241052,6.5458634850500006e-05,contraction
781,781,0.027415741719299998,35.475394692599998,13.7197787131,-8378.5386757600008,8378.5386757600008,124.455097232,4.8239449860463566,6.4557482360000004e-05,contraction
782,782,0.027289777828099999,35.643757464799997,13.720314289399999,-8436.81844628,8436.81844628,125.32078691700001,4.8308767453253685,6.3668720407099996e-05,contraction
783,783,0.027164392688399999,35.812897364299999,13.720846166099999,-8495.5045801399992,8495.5045801399992,126.192512737,4.8378086197971841,6.2792178793600006e-05,contraction
784,784,0.027039583641099998,35.982817978,13.721374368499999,-8554.5999213699997,8554.5999213699997,127.070316937,4.8447406099055099,6.1927689657299996e-05,contraction
785,785,0.026915348039299999,36.153522909700001,13.721898922099999,-8614.1073340099992,8614.1073340099992,127.95424206,4.8516727161007633,6.1075087439399993e-05,contraction
786,786,0.026791683248199999,36.325015779600001,13.722419852,-8674.0297022600007,8674.0297022600007,128.844330947,4.8586049388235182,6.02342088532e-05,contraction
787,787,0.026668586645199999,36.497300224500002,13.722937183200001,-8734.3699306500002,8734.3699306500002,129.74062674300001,4.8655372785347639,5.9404892852900001e-05,contraction
788,788,0.026546055619799998,36.6703798984,13.723450940399999,-8795.1309441899994,8795.1309441899994,130.64317289600001,4.8724697356912214,5.85869806031e-05,contraction
789,789,0.0264240875732,36.844258471700002,13.723961148300001,-8856.3156884599994,8856.3156884599994,131.55201315900001,4.8794023107443492,5.7780315447899998e-05,contraction
790,790,0.026302679919,37.0189396321,13.7244678313,-8917.9271298099993,8917.9271298099993,132.467191595,4.8863350041619364,5.69847428819e-05,contraction
791,791,0.0261818300822,37.194427083999997,13.724971013799999,-8979.9682554899991,8979.9682554899991,133.38875257699999,4.8932678164111971,5.6200110520000003e-05,contraction
792,792,0.0260615355,37.370724549199998,13.725470719800001,-9042.4420738099998,9042.4420738099998,134.31674079000001,4.9002007479573271,5.5426268068500002e-05,contraction
793,793,0.025941793621199999,37.547835766600002,13.7259669734,-9105.3516142600001,9105.3516142600001,135.251201235,4.9071337992767985,5.4663067296600003e-05,contraction
794,794,0.025822601906300001,37.7257644922,13.726459798300001,-9168.6999276900005,9168.6999276900005,136.19217922799999,4.9140669708332698,5.3910362008199998e-05,contraction
795,795,0.025703957827699998,37.904514499400001,13.7269492181,-9232.4900864400006,9232.4900864400006,137.13972040600001,4.9210002631054159,5.3168008013399999e-05,contraction
796,796,0.0255858588691,38.084089579199997,13.7274352564,-9296.7251845299998,9296.7251845299998,138.09387072800001,4.9279336765772932,5.24358631018e-05,contraction
797,797,0.025468302525899999,38.264493539999997,13.727917936400001,-9361.4083377700008,9361.4083377700008,139.05467647699999,4.9348672117361625,5.1713787014800001e-05,contraction
798,798,0.025351286305000002,38.445730207499999,13.728397281199999,-9426.5426839400006,9426.5426839400006,140.02218426100001,4.9418008690631448,5.1001641419200002e-05,contraction
799,799,0.025234807724799999,38.627803425499998,13.728873313899999,-9492.1313829299997,9492.1313829299997,140.996441017,4.9487346490454245,5.0299289880300002e-05,contraction
800,800,0.025118864315099999,38.810717055300003,13.729346057300001,-9558.1776169299992,9558.1776169299992,141.977494014,4.9556685521807857,4.9606597836500003e-05,contraction
801,801,0.025003453617000002,38.994474976100001,13.729815534,-9624.6845905600003,9624.6845905600003,142.96539085200001,4.9626025789538675,4.8923432573000002e-05,contraction
802,802,0.024888573182800001,39.179081084899998,13.730281766599999,-9691.6555310099993,9691.6555310099993,143.96017947000001,4.9695367298757933,4.8249663197099998e-05,contraction
803,803,0.0247742205763,39.364539296799997,13.7307447774,-9759.0936882799997,9759.0936882799997,144.961908142,4.9764710054392705,4.7585160612800003e-05,contraction
804,804,0.024660393372299999,39.550853544799999,13.731204588700001,-9827.0023352499993,9827.0023352499993,145.97062548299999,4.983405406143925,4.6929797495899997e-05,contraction
805,805,0.024547089156900001,39.738027780400003,13.7316612224,-9895.3847678900001,9895.3847678900001,146.986380454,4.990339932513673,4.6283448270599999e-05,contraction
806,806,0.024434305526899999,39.926065973,13.7321147006,-9964.2443054399992,9964.2443054399992,148.00922235600001,4.9972745850389435,4.5645989084700001e-05,contraction
807,807,0.024322040090699999,40.114972110499998,13.732565044799999,-10033.584290500001,10033.584290500001,149.039200843,5.0042093642486298,4.5017297786099998e-05,contraction
808,808,0.0242102904674,40.304750198999997,13.7330122768,-10103.4080894,10103.4080894,150.07636591599999,5.0111442706523768,4.4397253899900001e-05,contraction
809,809,0.024099054286899999,40.495404263399998,13.733456417999999,-10173.719091999999,10173.719091999999,151.12076792900001,5.0180793047645142,4.3785738604999998e-05,contraction
810,810,0.023988329190200001,40.686938347000002,13.7338974897,-10244.5207121,10244.5207121,152.17245759299999,5.0250144671137589,4.31826347115e-05,contraction
811,811,0.0238781128291,40.879356511799998,13.734335513,-10315.8163879,10315.8163879,153.23148597599999,5.0319497582262835,4.2587826638499999e-05,contraction
812,812,0.023768402866200002,41.072662838399999,13.734770509000001,-10387.6095816,10387.6095816,154.29790450499999,5.0388851786223281,4.2001200391800003e-05,contraction
813,813,0.023659196974900001,41.266861426600002,13.7352024986,-10459.9037797,10459.9037797,155.37176497300001,5.0458207288450128,4.1422643542200002e-05,contraction
814,814,0.023550492839000001,41.461956394600001,13.7356315024,-10532.7024936,10532.7024936,156.45311953500001,5.0527564094175403,4.0852045204199997e-05,contraction
815,815,0.0234422881532,41.657951880200002,13.736057540999999,-10606.0092594,10606.0092594,157.542020716,5.0596922208782029,4.0289296014599998e-05,contraction
816,816,0.0233345806228,41.854852039699999,13.736480634899999,-10679.8276381,10679.8276381,158.63852141300001,5.0666281637760227,3.9734288111799998e-05,contraction
817,817,0.023227367963600001,42.052661049199997,13.736900804299999,-10754.161215800001,10754.161215800001,159.742674894,5.073564238647652,3.9186915115e-05,contraction
818,818,0.0231206479018,42.251383103499997,13.737318069500001,-10829.013604100001,10829.013604100001,160.854534804,5.0805004460386378,3.8647072104099998e-05,contraction
