"Obj. ID","IAU name","Internal name/s","Obj. RA","Obj. DEC","Obj. Type","Redshift","Spec. ID","Obs-date","JD","From","Telescope","Instrument","Observer/s","Reducer/s","Source group","Public","Associated groups","End prop. period","Ascii file","Fits file","Spec. type","Spec. quality","Extinction-Corrected","WL Medium","WL Units","Flux Unit Coefficient","Spec. units","Flux Calibrated By","Exp-time","Aperture (slit)","HA","Airmass","Dichroic","Grism","Grating","Blaze","Lambda-min","Lambda-max","Del-Lambda","Contrib","Publish","Remarks","Created by","Creation date"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21844","2012-04-14 02:53:42.00","2456031.620625","","ESO-NTT","EFOSC2-NTT","Unknown","Unknown","","Y","","","2012aw_2012-04-14_02-53-42_ESO-NTT_EFOSC2-NTT_None.dat","2012aw_2012-04-14_02-53-42_ESO-NTT_EFOSC2-NTT_None.fits","Object","","","Air","Angstrom","1","Other","","400","1.5","","1.368","","Gr#13","","","3662.1579589844","9254.8764791489","5.5100675075512","Dall&#039;Ora et al. 2014","2014ApJ...787..139D","[Data obtained from:DallâOra, M.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21845","2012-04-15 19:15:38.00","2456033.3025231","","IGO","IFOSC","Unknown","Unknown","","Y","","","2012aw_2012-04-15_19-15-38_IGO_IFOSC_None.txt","2012aw_2012-04-15_19-15-38_IGO_IFOSC_None.fits","Object","","","Air","Angstrom","1","Other","","3600","1.5","","","","","","","3108.240234375","9031.2392578125","2.8920893669128","Bose et al. 2013","2013MNRAS.433.1871B","[Data obtained from:Bose, S.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm-UploadSet]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","54084","2012-04-23 08:25:26.00","2456040.8509954","","Lick-3m","KAST","Kelsey Clubb, Brad Cenko","Jeffrey Silverman","UCB-SNDB","Y","UCB-SNDB","","SN_2012aw_2012-04-23_08-25-26_Lick-3m_KAST_UCB-SNDB.flm","","Object","","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","","","","","","","","","3514","10490","1.9994267698481","","","SNR: 64.4651;","WIS_Bot1","2019-09-29 22:15:11"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21846","2012-04-25 00:00:00.00","2456042.5","","NOT","ALFOSC","Unknown","Unknown","","Y","","","2012aw_2012-04-25_00-00-00_NOT_ALFOSC_None.dat","2012aw_2012-04-25_00-00-00_NOT_ALFOSC_None.fits","Object","","","Air","Angstrom","1","Other","","0","0","","","","","","","3502.344","9125.096","3.0641700272479","Dall&#039;Ora et al. 2014","2014ApJ...787..139D","[Data obtained from:DallâOra, M.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","54085","2012-04-28 03:56:09.00","2456045.6639931","","Lick-3m","KAST","Jeffrey Silverman","Jeffrey Silverman","UCB-SNDB","Y","UCB-SNDB","","SN_2012aw_2012-04-28_03-56-09_Lick-3m_KAST_UCB-SNDB.flm","","Object","","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","","","","","","","","","3440","10360","1.9994221323317","","","SNR: 59.0909;","WIS_Bot1","2019-09-29 22:15:11"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","54087","2012-04-29 05:45:36.00","2456046.74","","Keck1","LRIS","Kelsey Clubb, Jeffrey Silverman, Alex Filippenko","Jeffrey Silverman","UCB-SNDB","Y","UCB-SNDB","","SN_2012aw_2012-04-29_05-45-36_Keck1_LRIS_UCB-SNDB_0.flm","","Object","","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","","","","","","","","","5729","7360","0.99938725490196","","","SNR: 94.6436;","WIS_Bot1","2019-09-29 22:15:11"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","54086","2012-04-29 05:45:36.00","2456046.74","","Keck1","LRIS","Kelsey Clubb, Jeffrey Silverman, Alex Filippenko","Jeffrey Silverman","UCB-SNDB","Y","UCB-SNDB","","SN_2012aw_2012-04-29_05-45-36_Keck1_LRIS_UCB-SNDB.flm","","Object","","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","","","","","","","","","3215","5630","0.99958609271523","","","SNR: 23.8818;","WIS_Bot1","2019-09-29 22:15:11"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21847","2012-04-29 16:27:39.00","2456047.1858681","","IGO","IFOSC","Unknown","Unknown","","Y","","","2012aw_2012-04-29_16-27-39_IGO_IFOSC_None.txt","2012aw_2012-04-29_16-27-39_IGO_IFOSC_None.fits","Object","","","Air","Angstrom","1","Other","","2400","1.5","","","","","","","3106.4914550781","9031.0185546874","2.8928354978561","Bose et al. 2013","2013MNRAS.433.1871B","[Data obtained from:Bose, S.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm-UploadSet]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21848","2012-04-30 01:28:43.00","2456047.5616088","","Magellan-Baade","FIRE","Hsiao","Unknown","","Y","","","2012aw_2012-04-30_01-28-43_Magellan-Baade_FIRE_None.txt","2012aw_2012-04-30_01-28-43_Magellan-Baade_FIRE_None.fits","Object","","","Air","Angstrom","1","Other","","63.4","0.6","","1.337","","Longslit","","","8075.9","26572.5","9.1476755687438","Dall&#039;Ora et al. 2014","2014ApJ...787..139D","[Data obtained from:DallâOra, M.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","88299","2012-05-01 00:49:53.00","2456048.5346412","","VLT-UT1","FORS2","VLT","","","Y","","","2012aw_2012-05-01_00-49-53.865_VLT-UT1_FORS2_None.ascii","2012aw_2012-05-01_00-49-53.865_VLT-UT1_FORS2_None.fits","Object","Low","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","199.9979","","","1.2","","","","","4156.505859375","9321.8846290111","3.341124689286","","2023A&amp;amp;amp;A...678A..43N","","Dr Takashi Nagao","2025-09-11 16:14:45"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21849","2012-05-01 01:24:27.00","2456048.5586458","","ESO-NTT","EFOSC2-NTT","Unknown","Unknown","","Y","","","2012aw_2012-05-01_01-24-27_ESO-NTT_EFOSC2-NTT_None.dat","2012aw_2012-05-01_01-24-27_ESO-NTT_EFOSC2-NTT_None.fits","Object","","","Air","Angstrom","1","Other","","600","1","","1.338","","Gr#13","","","3656.3583984375","9250.369348526","5.5113408375256","Dall&#039;Ora et al. 2014","2014ApJ...787..139D","[Data obtained from:DallâOra, M.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21850","2012-05-02 21:57:25.00","2456050.4148727","","Ekar","BC-Ekar","Ochner","Unknown","","Y","","","2012aw_2012-05-02_21-57-25_Ekar_BC-Ekar_None.dat","2012aw_2012-05-02_21-57-25_Ekar_BC-Ekar_None.fits","Object","","","Air","Angstrom","1","Other","","1200","250","","1.513","","","300","","3700","7720.8041992188","2.2989160658769","Dall&#039;Ora et al. 2014","2014ApJ...787..139D","[Data obtained from:DallâOra, M.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21852","2012-05-03 20:04:35.00","2456051.3365162","","Ekar","BC-Ekar","Ochner","Unknown","","Y","","","2012aw_2012-05-03_20-04-35_Ekar_BC-Ekar_None.dat","2012aw_2012-05-03_20-04-35_Ekar_BC-Ekar_None.fits","Object","","","Air","Angstrom","1","Other","","1800","250","","1.257","","","300","","3181.4633988625","7755.6917634476","2.2997628781222","Dall&#039;Ora et al. 2014","2014ApJ...787..139D","[Data obtained from:DallâOra, M.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21851","2012-05-03 21:13:34.00","2456051.3844213","","Ekar","BC-Ekar","Ochner","Unknown","","Y","","","2012aw_2012-05-03_21-13-34_Ekar_BC-Ekar_None.dat","2012aw_2012-05-03_21-13-34_Ekar_BC-Ekar_None.fits","Object","","","Air","Angstrom","1","Other","","1800","250","","1.419","","","300","","3181.4623716755","7755.6892593969","2.2997621356065","Dall&#039;Ora et al. 2014","2014ApJ...787..139D","[Data obtained from:DallâOra, M.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21853","2012-05-06 23:04:03.00","2456054.4611458","","Magellan-Baade","FIRE","Phillips","Unknown","","Y","","","2012aw_2012-05-06_23-04-03_Magellan-Baade_FIRE_None.txt","2012aw_2012-05-06_23-04-03_Magellan-Baade_FIRE_None.fits","Object","","","Air","Angstrom","1","Other","","63.4","0.6","","1.403","","Longslit","","","8074.67","26427.7","9.103685515873","Dall&#039;Ora et al. 2014","2014ApJ...787..139D","[Data obtained from:DallâOra, M.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21854","2012-05-09 17:29:45.00","2456057.2289931","","HCT-2m","HFOSC","Unknown","Unknown","","Y","","","2012aw_2012-05-09_17-29-45_HCT-2m_HFOSC_None.txt","2012aw_2012-05-09_17-29-45_HCT-2m_HFOSC_None.fits","Object","","","Air","Angstrom","1","Other","","2400","1.92","","","","","","","2728.9300762248","9330.8500762248","1.4946615349785","Bose et al. 2013","2013MNRAS.433.1871B","[Data obtained from:Bose, S.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm-UploadSet]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21855","2012-05-11 22:06:56.00","2456059.4214815","","NOT","ALFOSC","Unknown","Unknown","","Y","","","2012aw_2012-05-11_22-06-56_NOT_ALFOSC_None.dat","2012aw_2012-05-11_22-06-56_NOT_ALFOSC_None.fits","Object","","","Air","Angstrom","1","Other","","900","1","","1.124","","Gr#4","","","3931.7966721579","9128.8755278566","3.1138878704007","Dall&#039;Ora et al. 2014","2014ApJ...787..139D","[Data obtained from:DallâOra, M.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21856","2012-05-15 16:53:19.00","2456063.2036921","","IGO","IFOSC","Unknown","Unknown","","Y","","","2012aw_2012-05-15_16-53-19_IGO_IFOSC_None.txt","2012aw_2012-05-15_16-53-19_IGO_IFOSC_None.fits","Object","","","Air","Angstrom","1","Other","","3600","1.5","","","","","","","3944.8840783308","8277.5140783308","1.3895542014112","Bose et al. 2013","2013MNRAS.433.1871B","[Data obtained from:Bose, S.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm-UploadSet]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21857","2012-05-17 20:33:02.00","2456065.3562731","","Ekar","BC-Ekar","Ochner","Unknown","","Y","","","2012aw_2012-05-17_20-33-02_Ekar_BC-Ekar_None.dat","2012aw_2012-05-17_20-33-02_Ekar_BC-Ekar_None.fits","Object","","","Air","Angstrom","1","Other","","1200","250","","1.453","","","300","","3177.6704737361","7750.1538315958","2.2988855494519","Dall&#039;Ora et al. 2014","2014ApJ...787..139D","[Data obtained from:DallâOra, M.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","88300","2012-05-18 02:10:31.00","2456065.5906366","","VLT-UT1","FORS2","VLT","","","Y","","","2012aw_2012-05-18_02-10-31.285_VLT-UT1_FORS2_None.ascii","2012aw_2012-05-18_02-10-31.285_VLT-UT1_FORS2_None.fits","Object","Low","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","119.9905","","","1.6","","","","","4156.505859375","9321.8846290111","3.341124689286","","2023A&amp;amp;amp;A...678A..43N","","Dr Takashi Nagao","2025-09-11 16:14:45"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21858","2012-05-20 17:48:28.00","2456068.2419907","","HCT-2m","HFOSC","Unknown","Unknown","","Y","","","2012aw_2012-05-20_17-48-28_HCT-2m_HFOSC_None.txt","2012aw_2012-05-20_17-48-28_HCT-2m_HFOSC_None.fits","Object","","","Air","Angstrom","1","Other","","1800","1.92","","","","","","","2728.5370762248","9330.4570762248","1.4946615349785","Bose et al. 2013","2013MNRAS.433.1871B","[Data obtained from:Bose, S.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm-UploadSet]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","54088","2012-05-21 04:07:40.00","2456068.6719907","","Lick-3m","KAST","Brad Cenko","Jeffrey Silverman","UCB-SNDB","Y","UCB-SNDB","","SN_2012aw_2012-05-21_04-07-40_Lick-3m_KAST_UCB-SNDB.flm","","Object","","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","","","","","","","","","3430","10750","1.9994537011745","","","SNR: 33.7114;","WIS_Bot1","2019-09-29 22:15:11"
"7302","2012aw","PTF12bvh","160.97396","11.67164","SN IIP","0.002595","63572","2012-05-21 04:09:00.00","2456068.6729167","","Lick-3m","KAST","Cenko","Silverman","PTF","Y","PTF","","PTF12bvh_2012-05-21_04-09-00.000000_Lick-3m_KAST_PTF.ascii","","Object","","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","","","","","","","","","3430","10750","1.9994537011745","Schulze et al. 2021","2021ApJS..255...29S","","WIS_Bot1","2021-10-12 13:31:08"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","79660","2012-05-22 12:44:47.00","2456070.0311","","BAO-2.16m","Cassegrain","wxf","","","Y","","","2012aw_2456070.0311_BAO-2.16m_Cassegrain_None.txt","2012aw_2456070.0311_BAO-2.16m_Cassegrain_None.fits","Object","Low","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","1200","","[data validation error, please contact site admin]","1.302598","","","","","3852.64258","8680.55371","4.5247526991565","","",""," Han Lin","2024-01-01 03:41:16"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","88301","2012-05-27 00:04:25.00","2456074.5030671","","VLT-UT1","FORS2","VLT","","","Y","","","2012aw_2012-05-27_00-04-25.093_VLT-UT1_FORS2_None.ascii","2012aw_2012-05-27_00-04-25.093_VLT-UT1_FORS2_None.fits","Object","Low","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","199.9923","","","1.3","","","","","4156.505859375","9321.8846290111","3.341124689286","","2023A&amp;amp;amp;A...678A..43N","","Dr Takashi Nagao","2025-09-11 16:14:45"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21859","2012-06-01 00:00:00.00","2456079.5","","NOT","ALFOSC","Unknown","Unknown","","Y","","","2012aw_2012-06-01_00-00-00_NOT_ALFOSC_None.dat","2012aw_2012-06-01_00-00-00_NOT_ALFOSC_None.fits","Object","","","Air","Angstrom","1","Other","","0","0","","","","Gr#4","","","4001.2463076923","9130.844","3.0697771946785","Dall&#039;Ora et al. 2014","2014ApJ...787..139D","[Data obtained from:DallâOra, M.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21860","2012-06-16 00:00:00.00","2456094.5","","Ekar","BC-Ekar","Unknown","Unknown","","Y","","","2012aw_2012-06-16_00-00-00_Ekar_BC-Ekar_None.dat","2012aw_2012-06-16_00-00-00_Ekar_BC-Ekar_None.fits","Object","","","Air","Angstrom","1","Other","","0","0","","","","","300","","4528.551","8021.945","2.3028305866842","Dall&#039;Ora et al. 2014","2014ApJ...787..139D","[Data obtained from:DallâOra, M.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","88302","2012-06-16 00:06:15.00","2456094.5043403","","VLT-UT1","FORS2","VLT","","","Y","","","2012aw_2012-06-16_00-06-15.926_VLT-UT1_FORS2_None.ascii","2012aw_2012-06-16_00-06-15.926_VLT-UT1_FORS2_None.fits","Object","Low","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","134.9928","","","1.5","","","","","4156.505859375","9321.8846290111","3.341124689286","","2023A&amp;amp;amp;A...678A..43N","","Dr Takashi Nagao","2025-09-11 16:14:45"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","54089","2012-06-16 07:00:28.00","2456094.7919907","","Keck1","LRIS","Kelsey Clubb, Jeffrey Silverman, Adam Miller, Ori Fox","Jeffrey Silverman","UCB-SNDB","Y","UCB-SNDB","","SN_2012aw_2012-06-16_07-00-28_Keck1_LRIS_UCB-SNDB.flm","","Object","","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","","","","","","","","","3204","10200","0.9998570816064","","","SNR: 34.9799;","WIS_Bot1","2019-09-29 22:15:11"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21861","2012-06-27 15:28:48.00","2456106.145","","HCT-2m","HFOSC","Unknown","Unknown","","Y","","","2012aw_2012-06-27_15-28-48_HCT-2m_HFOSC_None.txt","2012aw_2012-06-27_15-28-48_HCT-2m_HFOSC_None.fits","Object","","","Air","Angstrom","1","Other","","2400","1.92","","","","","","","2856.9424910638","9330.4624910638","1.4576716955641","Bose et al. 2013","2013MNRAS.433.1871B","[Data obtained from:Bose, S.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm-UploadSet]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","88303","2012-07-01 23:34:24.00","2456110.4822222","","VLT-UT1","FORS2","VLT","","","Y","","","2012aw_2012-07-01_23-34-24.319_VLT-UT1_FORS2_None.ascii","2012aw_2012-07-01_23-34-24.319_VLT-UT1_FORS2_None.fits","Object","Low","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","99.9894","","","1.7","","","","","4156.505859375","9321.8846290111","3.341124689286","","2023A&amp;amp;amp;A...678A..43N","","Dr Takashi Nagao","2025-09-11 16:14:45"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","88304","2012-07-14 23:29:27.00","2456123.4787847","","VLT-UT1","FORS2","VLT","","","Y","","","2012aw_2012-07-14_23-29-27.419_VLT-UT1_FORS2_None.ascii","2012aw_2012-07-14_23-29-27.419_VLT-UT1_FORS2_None.fits","Object","Low","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","100.0012","","","2.3","","","","","4156.505859375","9321.8846290111","3.341124689286","","2023A&amp;amp;amp;A...678A..43N","","Dr Takashi Nagao","2025-09-11 16:14:45"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21862","2012-11-21 00:00:00.00","2456252.5","","WHT-4.2m","ISIS","Unknown","Unknown","","Y","","","2012aw_2012-11-21_00-00-00_WHT-4.2m_ISIS_None.dat","2012aw_2012-11-21_00-00-00_WHT-4.2m_ISIS_None.fits","Object","","","Air","Angstrom","1","Other","","1800","2","","","","R300B/R158R","","","3275.0690917969","10027.62109375","0.86129489820832","Jerkstrand et al. 2014","2014MNRAS.439.3694J","[Data obtained from:Jerkstrand, A.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21863","2012-12-10 21:01:26.00","2456272.3759954","","HCT-2m","HFOSC","Unknown","Unknown","","Y","","","2012aw_2012-12-10_21-01-26_HCT-2m_HFOSC_None.txt","2012aw_2012-12-10_21-01-26_HCT-2m_HFOSC_None.fits","Object","","","Air","Angstrom","1","Other","","4800","1.92","","","","","","","1695.8122000685","9331.2642000685","1.7885809323026","Bose et al. 2013","2013MNRAS.433.1871B","[Data obtained from:Bose, S.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm-UploadSet]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21864","2013-01-16 00:00:00.00","2456308.5","","WHT-4.2m","LIRIS","Unknown","Unknown","","Y","","","2012aw_2013-01-16_00-00-00_WHT-4.2m_LIRIS_None.dat","2012aw_2013-01-16_00-00-00_WHT-4.2m_LIRIS_None.fits","Object","","","Air","Angstrom","1","Other","","2000","1","","","","zJ+HK","","","8000","26000","6.1266167460857","Jerkstrand et al. 2014","2014MNRAS.439.3694J","[Data obtained from:Jerkstrand, A.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21865","2013-02-11 00:00:00.00","2456334.5","","WHT-4.2m","ISIS","Unknown","Unknown","","Y","","","2012aw_2013-02-11_00-00-00_WHT-4.2m_ISIS_None.dat","2012aw_2013-02-11_00-00-00_WHT-4.2m_ISIS_None.fits","Object","","","Air","Angstrom","1","Other","","1800","1.5","","","","R300B/R158R","","","3359.0197753906","9196.365234375","0.86402389860633","Jerkstrand et al. 2014","2014MNRAS.439.3694J","[Data obtained from:Jerkstrand, A.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21871","2013-03-16 00:00:00.00","2456367.5","","HET","HET-LRS","M. Shetrone","Jeffrey Silverman","TS3","Y","TS3","","SN2012aw_2013-03-16_00-00-00_HET_HET-LRS_TS3.flm","","Object","High","","Air","Angstrom","1","Other","","0","2","","","","300 l/mm","","","4188","10688","3.9975399753998","Silverman et al. 2017","2017MNRAS.467..369S","[Data obtained from:Govinda Dhungana] [Prev. spec info - createdby: ofer-UploadSet; modifiedby: ofer-UploadSet]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21866","2013-03-20 00:00:00.00","2456371.5","","NOT","ALFOSC","Unknown","Unknown","","Y","","","2012aw_2013-03-20_00-00-00_NOT_ALFOSC_None.dat","2012aw_2013-03-20_00-00-00_NOT_ALFOSC_None.fits","Object","","","Air","Angstrom","1","Other","","5400","1","","","","Grism 4","","","3401.171","9127.045","3.0751203007519","Jerkstrand et al. 2014","2014MNRAS.439.3694J","[Data obtained from:Jerkstrand, A.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","21867","2013-06-10 00:00:00.00","2456453.5","","WHT-4.2m","ISIS","Unknown","Unknown","","Y","","","2012aw_2013-06-10_00-00-00_WHT-4.2m_ISIS_None.dat","2012aw_2013-06-10_00-00-00_WHT-4.2m_ISIS_None.fits","Object","","","Air","Angstrom","1","Other","","2700","1","","","","R300B/R158R","","","3267.3220214844","9499.9999303818","0.86241565087829","Jerkstrand et al. 2014","2014MNRAS.439.3694J","[Data obtained from:Jerkstrand, A.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2013-03-10 15:34:55"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","54090","2015-01-21 00:00:00.00","2457043.5","","Keck1","LRIS","Melissa Graham, Pat Kelly, Siana, Freeman, Alavi","Melissa Graham","UCB-SNDB","Y","UCB-SNDB","","SN_2012aw_2015-01-21_00-00-00_Keck1_LRIS_UCB-SNDB.flm","","Object","","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","","","","","","","","","3077.0417202019","10260.848632813","0.60967554210393","","","SNR: 5.98947;","WIS_Bot1","2019-09-29 22:15:11"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","65681","2015-05-18 00:00:00.00","2457160.5","","Gemini-N","GMOS","Kelsie Krafton","Maria Niculescu-Duvaz","","Y","","","2012aw_2015-05-18_Gemini-N_GMOS_None.txt","","Object","Low","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","Std-star","","","","","","","","","4517.9467773438","7381.8951318264","0.9214763045311","","","","Dr Maria Niculescu-Duvaz","2022-03-14 14:40:39"
"7302","2012aw","","160.97396","11.67164","SN IIP","0.002595","65682","2017-04-22 00:00:00.00","2457865.5","","Gemini-N","GMOS","Kelsie Krafton","Maria Niculescu-Duvaz","","Y","","","2012aw_2017-04-22_Gemini-N_GMOS_None.txt","","Object","Low","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","","","","","","","","","4326.2280273438","7528.6291732788","2.0423476696014","","","","Dr Maria Niculescu-Duvaz","2022-03-14 14:42:38"
