sample_index,redshift,scale_factor,ln_scale_factor,cosmic_time_from_a_min_Gyr,lookback_from_present_Gyr,H_km_s_Mpc,E_of_a,E2_of_a,Omega_m_planck,Omega_r_effective,Omega_Lambda_planck,Omega_Lambda_dynamic,present_closure_planck_plus_radiation,present_closure_dynamic,rho_m_relative_to_rho_crit0,rho_r_relative_to_rho_crit0,rho_lambda_relative_to_rho_crit0,rho_total_relative_to_rho_crit0,fraction_matter_at_a,fraction_radiation_at_a,fraction_lambda_at_a,ricci_scalar_over_6H0sq,scale_factor_margin_component,density_margin_component,curvature_margin_component,boundary_margin_candidate
1094,648633.433548,1.54170045295e-06,-13.3826245605,1.79476306502e-09,13.7969074686,272630957200,4049669471,1.63998228244e+19,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,8.61802178184e+16,1.63136426066e+19,0.684111138201,1.63998228244e+19,0.00525494810165,0.994745051898,4.17145444513e-20,4.30901089092e+16,1.54170045295e-06,6.09762685066e-20,2.32071820033e-17,6.09762685066e-20
1095,645653.229035,1.54881661891e-06,-13.3780193903,1.81135584114e-09,13.7969074686,270134737659,4012590541.42,1.61008828531e+19,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,8.49977809015e+16,1.60158850722e+19,0.684111138201,1.61008828531e+19,0.00527907579213,0.994720924208,4.24890451315e-20,4.24988904508e+16,1.54881661891e-06,6.21083954915e-20,2.35300260641e-17,6.21083954915e-20
1096,642686.717317,1.55596563161e-06,-13.3734142201,1.82810194478e-09,13.7969074686,267661388505,3975851329.32,1.58073937929e+19,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,8.38315676274e+16,1.57235622252e+19,0.684111138201,1.58073937929e+19,0.00530331367244,0.994696686328,4.32779208999e-20,4.19157838137e+16,1.55596563161e-06,6.32615352729e-20,2.3857361333e-17,6.32615352729e-20
1097,639733.835483,1.56314764264e-06,-13.3688090499,1.84500279181e-09,13.7969074686,265210700130,3939448721.2,1.5519256227e+19,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,8.26813553992e+16,1.54365748716e+19,0.684111138201,1.5519256227e+19,0.00532766224038,0.99467233776,4.40814384527e-20,4.13406776996e+16,1.56314764264e-06,6.44360776944e-20,2.41892502892e-17,6.44360776944e-20
1098,636794.520908,1.57036280433e-06,-13.3642038797,1.86205981121e-09,13.7969074686,262782464847,3903379632.08,1.52363725521e+19,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,8.15469246744e+16,1.51548256274e+19,0.684111138201,1.52363725521e+19,0.00535212199593,0.994647878004,4.48998694316e-20,4.07734623372e+16,1.57036280433e-06,6.56324198283e-20,2.45257562806e-17,6.56324198283e-20
1099,633868.711257,1.5776112697e-06,-13.3595987096,1.87927444512e-09,13.7969074686,260376476874,3867641005.25,1.49586469455e+19,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,8.04280589227e+16,1.48782188866e+19,0.684111138201,1.49586469455e+19,0.00537669344131,0.994623306559,4.57334905152e-20,4.02140294613e+16,1.5776112697e-06,6.68509661097e-20,2.48669435367e-17,6.68509661097e-20
1100,630956.34448,1.58489319246e-06,-13.3549935394,1.89664814897e-09,13.7969074685,257992532315,3832229812.04,1.46859853323e+19,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,7.93245445846e+16,1.46066607877e+19,0.684111138201,1.46859853323e+19,0.00540137708093,0.994598622919,4.65825835123e-20,3.96622722923e+16,1.58489319246e-06,6.80921284732e-20,2.52128771804e-17,6.80921284732e-20
1101,628057.358813,1.59220872705e-06,-13.3503883692,1.91418239165e-09,13.7969074685,255630429143,3797143051.52,1.44182953537e+19,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,7.82361710308e+16,1.43400591827e+19,0.684111138201,1.44182953537e+19,0.00542617342143,0.994573826579,4.74474354573e-20,3.91180855154e+16,1.59220872705e-06,6.93563264912e-20,2.55636232404e-17,6.93563264912e-20
1102,625171.692776,1.59955802861e-06,-13.345783199,1.93187865557e-09,13.7969074685,253289967182,3762377750.3,1.41554863359e+19,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,7.7162730522e+16,1.40783236054e+19,0.684111138201,1.41554863359e+19,0.00545108297171,0.994548917028,4.83283387067e-20,3.8581365261e+16,1.59955802861e-06,7.06439875162e-20,2.59192486641e-17,7.06439875162e-20
1103,622299.285169,1.60694125301e-06,-13.3411780288,1.94973843683e-09,13.7969074685,250970948093,3727930962.2,1.38974692589e+19,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,7.61040181691e+16,1.38213652408e+19,0.684111138201,1.38974692589e+19,0.00547610624288,0.994523893757,4.92255910378e-20,3.80520090846e+16,1.60694125301e-06,7.19555468242e-20,2.62798213303e-17,7.19555468242e-20
1104,619440.075077,1.61435855683e-06,-13.3365728586,1.96776324533e-09,13.7969074685,248673175351,3693799768.09,1.36441567267e+19,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,7.50598318943e+16,1.35690968949e+19,0.684111138201,1.36441567267e+19,0.00550124374833,0.994498756252,5.01394957491e-20,3.75299159472e+16,1.61435855683e-06,7.32914477624e-20,2.66454100619e-17,7.32914477624e-20
1105,616594.001861,1.62181009736e-06,-13.3319676884,1.9859546049e-09,13.7969074684,246396454238,3659981275.57,1.33954629376e+19,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,7.40299723923e+16,1.33214329652e+19,0.684111138201,1.33954629376e+19,0.00552649600371,0.994473503996,5.10703617628e-20,3.70149861961e+16,1.62181009736e-06,7.46521418977e-20,2.70160846394e-17,7.46521418977e-20
1106,613761.005165,1.62929603264e-06,-13.3273625182,2.00431405341e-09,13.7969074684,244140591817,3626472618.77,1.31513036547e+19,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,7.30142430924e+16,1.30782894116e+19,0.684111138201,1.31513036547e+19,0.00555186352694,0.994448136473,5.20185037288e-20,3.65071215462e+16,1.62929603264e-06,7.60380891701e-20,2.73919158139e-17,7.60380891701e-20
1107,610941.024906,1.63681652143e-06,-13.3227573481,2.02284314293e-09,13.7969074684,241905396920,3593270958.08,1.29115961782e+19,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,7.20124501209e+16,1.28395837281e+19,0.684111138201,1.29115961782e+19,0.00557734683822,0.994422653162,5.29842421308e-20,3.60062250604e+16,1.63681652143e-06,7.74497580468e-20,2.77729753208e-17,7.74497580468e-20
1108,608134.001279,1.64437172321e-06,-13.3181521779,2.04154343984e-09,13.7969074684,239690680133,3560373479.92,1.26762593165e+19,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,7.10244022643e+16,1.26052349143e+19,0.684111138201,1.26762593165e+19,0.00560294646005,0.99439705354,5.39679033947e-20,3.55122011321e+16,1.64437172321e-06,7.88876256811e-20,2.81593358936e-17,7.88876256811e-20
1109,605339.874754,1.65196179823e-06,-13.3135470077,2.06041652498e-09,13.7969074684,237496253777,3527777396.51,1.24452133593e+19,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,7.00499109325e+16,1.23751634484e+19,0.684111138201,1.24452133593e+19,0.00562866291722,0.994371337083,5.49698199982e-20,3.50249554662e+16,1.65196179823e-06,8.03521780727e-20,2.85510712773e-17,8.03521780727e-20
1110,602558.586074,1.65958690744e-06,-13.3089418375,2.07946399376e-09,13.7969074684,235321931892,3495479945.6,1.22183800501e+19,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,6.9088790123e+16,1.214929126e+19,0.684111138201,1.22183800501e+19,0.00565449673686,0.994345503263,5.59903305836e-20,3.45443950615e+16,1.65958690744e-06,8.18439102319e-20,2.8948256243e-17,8.18439102319e-20
1111,599790.076256,1.66724721255e-06,-13.3043366673,2.0986874563e-09,13.7969074683,233167530226,3463478390.29,1.199568256e+19,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,6.81408563854e+16,1.19275417036e+19,0.684111138201,1.199568256e+19,0.00568044844838,0.994319551552,5.70297800711e-20,3.40704281927e+16,1.66724721255e-06,8.33633263465e-20,2.9350966602e-17,8.33633263465e-20
1112,597034.286584,1.67494287603e-06,-13.2997314971,2.11808853759e-09,13.7969074683,231032866213,3431770018.75,1.17770454616e+19,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,6.72059287862e+16,1.17098395328e+19,0.684111138201,1.17770454616e+19,0.00570651858357,0.994293481416,5.80885197761e-20,3.36029643931e+16,1.67494287603e-06,8.49109399517e-20,2.97592792202e-17,8.49109399517e-20
1113,594291.158616,1.68267406107e-06,-13.2951263269,2.13766887758e-09,13.7969074683,228917758962,3400352144.02,1.15623947033e+19,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,6.62838288747e+16,1.14961108745e+19,0.684111138201,1.15623947033e+19,0.00573270767652,0.994267292323,5.91669075269e-20,3.31419144373e+16,1.68267406107e-06,8.64872741036e-20,3.01732720326e-17,8.64872741036e-20
1114,591560.634175,1.69044093164e-06,-13.2905211568,2.15743013138e-09,13.7969074683,226822029240,3369222103.75,1.13516575844e+19,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,6.53743806482e+16,1.12862832037e+19,0.684111138201,1.13516575844e+19,0.00575901626369,0.994240983736,6.02653077858e-20,3.26871903241e+16,1.69044093164e-06,8.8092861555e-20,3.05930240588e-17,8.8092861555e-20
1115,588842.655356,1.69824365246e-06,-13.2859159866,2.17737396933e-09,13.7969074683,224745499455,3338377260,1.11447627301e+19,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,6.44774105191e+16,1.10802853196e+19,0.684111138201,1.11447627301e+19,0.00578544488389,0.994214555116,6.13840917719e-20,3.22387052596e+16,1.69824365246e-06,8.97282449359e-20,3.10186154174e-17,8.97282449359e-20
1116,586137.164514,1.706082389e-06,-13.2813108164,2.1975020772e-09,13.7969074682,222687993646,3307814999.04,1.09416400679e+19,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,6.35927472817e+16,1.08780473206e+19,0.684111138201,1.09416400679e+19,0.00581199407833,0.994188005922,6.25236375861e-20,3.17963736408e+16,1.706082389e-06,9.13939769356e-20,3.14501273414e-17,9.13939769356e-20
1117,583444.104274,1.71395730751e-06,-13.2767056462,2.2178161563e-09,13.7969074682,220649337463,3277532731.06,1.07422208031e+19,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,6.27202220788e+16,1.06795005811e+19,0.684111138201,1.07422208031e+19,0.00583866439056,0.994161335609,6.36843303389e-20,3.13601110394e+16,1.71395730751e-06,9.30906204896e-20,3.18876421944e-17,9.30906204896e-20
1118,580763.417521,1.72186857499e-06,-13.272100476,2.23831792363e-09,13.7969074682,218629358154,3247527890,1.05464373963e+19,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,6.18596683706e+16,1.04845777279e+19,0.684111138201,1.05464373963e+19,0.00586545636655,0.994134543633,6.48665622801e-20,3.09298341853e+16,1.72186857499e-06,9.48187489692e-20,3.23312434852e-17,9.48187489692e-20
1119,578095.047406,1.72981635922e-06,-13.2674953058,2.25900911201e-09,13.7969074682,216627884552,3217797933.33,1.03542235397e+19,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,6.10109219019e+16,1.02932126178e+19,0.684111138201,1.03542235397e+19,0.00589237055465,0.994107629445,6.60707329309e-20,3.05054609509e+16,1.72981635922e-06,9.65789463751e-20,3.27810158846e-17,9.65789463751e-20
1120,575438.937337,1.73780082875e-06,-13.2628901356,2.27989147028e-09,13.7969074682,214644747057,3188340341.82,1.01655141353e+19,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,6.01738206712e+16,1.01053403146e+19,0.684111138201,1.01655141353e+19,0.00591940750565,0.994080592494,6.72972492189e-20,3.00869103356e+16,1.73780082875e-06,9.83718075338e-20,3.32370452414e-17,9.83718075338e-20
1121,572795.030986,1.74582215292e-06,-13.2582849655,2.30096676337e-09,13.7969074681,212679777626,3159152619.34,9.9802452723e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,5.93482049001e+16,9.9208970674e+18,0.684111138201,9.9802452723e+18,0.00594656777272,0.994053432227,6.85465256149e-20,2.967410245e+16,1.74582215292e-06,1.00197938299e-19,3.36994185985e-17,1.00197938299e-19
1122,570163.272281,1.75388050184e-06,-13.2536797953,2.3222367725e-09,13.7969074681,210732809753,3130232292.63,9.79835420584e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,5.8533917002e+16,9.73982028883e+18,0.684111138201,9.79835420584e+18,0.00597385191149,0.994026148089,6.98189842732e-20,2.9266958501e+16,1.75388050184e-06,1.02057955754e-19,3.41682242098e-17,1.02057955754e-19
1123,567543.605409,1.76197604641e-06,-13.2490746251,2.34370329531e-09,13.7969074681,208803678463,3101576911.11,9.6197793355e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,5.77308015527e+16,9.56204853395e+18,0.684111138201,9.6197793355e+18,0.00600126048003,0.99399873952,7.11150551735e-20,2.88654007764e+16,1.76197604641e-06,1.03952488422e-19,3.46435515567e-17,1.03952488422e-19
1124,564935.974812,1.77010895832e-06,-13.2444694549,2.36536814604e-09,13.7969074681,206892220287,3073184046.64,9.44446018452e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,5.69387052605e+16,9.38752147926e+18,0.684111138201,9.44446018452e+18,0.00602879403884,0.993971205961,7.24351762658e-20,2.84693526302e+16,1.77010895832e-06,1.05882176478e-19,3.51254913657e-17,1.05882176478e-19
1125,562340.32519,1.77827941004e-06,-13.2398642847,2.38723315563e-09,13.796907468,204998273261,3045051293.37,9.27233737926e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,5.61574769368e+16,9.21617990232e+18,0.684111138201,9.27233737926e+18,0.0060564531509,0.993943546849,7.37797936183e-20,2.80787384684e+16,1.77827941004e-06,1.07847671962e-19,3.56141356253e-17,1.07847671962e-19
1126,559756.601495,1.78648757485e-06,-13.2352591145,2.40930017191e-09,13.796907468,203121676901,3017176267.48,9.10335262907e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,5.53869674676e+16,9.0479656616e+18,0.684111138201,9.10335262907e+18,0.00608423838166,0.993915761618,7.51493615678e-20,2.76934837338e+16,1.78648757485e-06,1.09849639001e-19,3.61095776036e-17,1.09849639001e-19
1127,557184.748932,1.79473362683e-06,-13.2306539443,2.43157105978e-09,13.796907468,201262272195,2989556607.02,8.93744870658e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,5.46270297846e+16,8.8828216768e+18,0.684111138201,8.93744870658e+18,0.00611215029904,0.993887849701,7.65443428724e-20,2.73135148923e+16,1.79473362683e-06,1.11888754032e-19,3.66119118664e-17,1.11888754032e-19
1128,554624.712958,1.80301774086e-06,-13.2260487742,2.4540477013e-09,13.796907468,199419901591,2962189971.67,8.77456942825e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,5.38775188375e+16,8.72069190941e+18,0.684111138201,8.77456942825e+18,0.00614018947347,0.993859810527,7.79652088681e-20,2.69387594188e+16,1.80301774086e-06,1.1396570603e-19,3.7121234295e-17,1.1396570603e-19
1129,552076.439281,1.81134009262e-06,-13.221443604,2.4767319959e-09,13.796907468,197594408977,2935074042.56,8.61465963534e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,5.31382915662e+16,8.56152134377e+18,0.684111138201,8.61465963534e+18,0.00616835647786,0.993831643522,7.94124396273e-20,2.65691457831e+16,1.81134009262e-06,1.16081196743e-19,3.76376421043e-17,1.16081196743e-19
1130,549539.873858,1.81970085861e-06,-13.2168384338,2.49962586051e-09,13.7969074679,195785639676,2908206522.11,8.45766517524e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,5.24092068732e+16,8.40525596837e+18,0.684111138201,8.45766517524e+18,0.00619665188764,0.993803348112,8.08865241206e-20,2.62046034366e+16,1.81970085861e-06,1.18235940922e-19,3.81612338618e-17,1.18235940922e-19
1131,547014.962894,1.82810021614e-06,-13.2122332636,2.52273122977e-09,13.7969074679,193993440426,2881585133.76,8.3035328831e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,5.16901255972e+16,8.2518427575e+18,0.684111138201,8.3035328831e+18,0.00622507628078,0.993774923719,8.23879603817e-20,2.58450627986e+16,1.82810021614e-06,1.2043066657e-19,3.86921095062e-17,1.2043066657e-19
1132,544501.652842,1.83653834335e-06,-13.2076280934,2.54605005613e-09,13.7969074679,192217659372,2855207621.84,8.15221056379e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,5.09809104863e+16,8.1012296533e+18,0.684111138201,8.15221056379e+18,0.00625363023775,0.993746369762,8.39172556754e-20,2.54904552431e+16,1.83653834335e-06,1.22666115181e-19,3.92303703666e-17,1.22666115181e-19
1133,541999.890402,1.84501541918e-06,-13.2030229232,2.56958431003e-09,13.7969074679,190458146048,2829071751.34,8.00364697423e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,5.02814261714e+16,7.95336554806e+18,0.684111138201,8.00364697423e+18,0.00628231434161,0.993717685658,8.54749266682e-20,2.51407130857e+16,1.84501541918e-06,1.24943041993e-19,3.97761191813e-17,1.24943041993e-19
1134,539509.622515,1.85353162341e-06,-13.198417753,2.59333598012e-09,13.7969074678,188714751370,2803175307.76,7.85779180604e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,4.95915391411e+16,7.8082002669e+18,0.684111138201,7.85779180604e+18,0.00631112917792,0.993688870822,8.70614996029e-20,2.47957695706e+16,1.85353162341e-06,1.27262216241e-19,4.03294601184e-17,1.27262216241e-19
1135,537030.79637,1.86208713666e-06,-13.1938125829,2.61730707336e-09,13.7969074678,186987327621,2777516096.88,7.71459566843e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,4.89111177158e+16,7.66568455071e+18,0.684111138201,7.71459566843e+18,0.00634007533485,0.993659924665,8.86775104754e-20,2.44555588579e+16,1.86208713666e-06,1.29624421419e-19,4.08904987946e-17,1.29624421419e-19
1136,534563.359397,1.87068214037e-06,-13.1892074127,2.6414996152e-09,13.7969074678,185275728434,2752091944.6,7.57401007153e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,4.82400320224e+16,7.5257700395e+18,0.684111138201,7.57401007153e+18,0.00636915340312,0.993630846597,9.03235052159e-20,2.41200160112e+16,1.87068214037e-06,1.32030455539e-19,4.14593422963e-17,1.32030455539e-19
1137,532107.259267,1.8793168168e-06,-13.1846022425,2.6659156498e-09,13.7969074678,183579808788,2726900696.74,7.43598740989e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,4.75781539698e+16,7.38840925592e+18,0.684111138201,7.43598740989e+18,0.00639836397605,0.993601636024,9.20000398724e-20,2.37890769849e+16,1.8793168168e-06,1.34481131406e-19,4.20360991994e-17,1.34481131406e-19
1138,529662.443892,1.8879913491e-06,-13.1799970723,2.69055724014e-09,13.7969074677,181899424989,2701940218.88,7.30048094642e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,4.69253572247e+16,7.25355558919e+18,0.684111138201,7.30048094642e+18,0.00642770764955,0.99357229235,9.37076807983e-20,2.34626786123e+16,1.8879913491e-06,1.36977276886e-19,4.26208795902e-17,1.36977276886e-19
1139,527228.861423,1.89670592121e-06,-13.1753919021,2.71542646822e-09,13.7969074677,180234434660,2677208396.16,7.16744479646e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,4.62815171866e+16,7.12116327927e+18,0.684111138201,7.16744479646e+18,0.00645718502213,0.993542814978,9.54470048432e-20,2.31407585933e+16,1.89670592121e-06,1.39519735191e-19,4.32137950866e-17,1.39519735191e-19
1140,524806.46025,1.90546071796e-06,-13.1707867319,2.74052543526e-09,13.7969074677,178584696731,2652703133.09,7.0368339123e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,4.5646510965e+16,6.99118740133e+18,0.684111138201,7.0368339123e+18,0.00648679669492,0.993513203305,9.72185995473e-20,2.28232554825e+16,1.90546071796e-06,1.42109365158e-19,4.38149588592e-17,1.42109365158e-19
1141,522395.188999,1.91425592502e-06,-13.1661815617,2.76585626181e-09,13.7969074677,176950071423,2628422353.41,6.90860406788e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,4.50202173555e+16,6.86358385053e+18,0.684111138201,6.90860406788e+18,0.00651654327171,0.993483456728,9.90230633394e-20,2.25101086777e+16,1.91425592502e-06,1.4474704154e-19,4.4424485653e-17,1.4474704154e-19
1142,519994.996534,1.92309172891e-06,-13.1615763916,2.79142108802e-09,13.7969074676,175330420239,2604363999.87,6.78271184382e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,4.44025168163e+16,6.738309327e+18,0.684111138201,6.78271184382e+18,0.00654642535888,0.993453574641,1.00861005738e-19,2.22012584082e+16,1.92309172891e-06,1.47433655303e-19,4.5042491809e-17,1.47433655303e-19
1143,517605.831951,1.93196831702e-06,-13.1569712214,2.81722207372e-09,13.7969074676,173725605952,2580526034.1,6.65911461266e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,4.37932914464e+16,6.61532132122e+18,0.684111138201,6.65911461266e+18,0.0065764435655,0.993423556435,1.02733047559e-19,2.18966457232e+16,1.93196831702e-06,1.50170113922e-19,4.56690952871e-17,1.50170113922e-19
1144,515227.644582,1.94088587759e-06,-13.1523660512,2.84326139869e-09,13.7969074676,172135492592,2556906436.4,6.53777052448e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,4.31924249618e+16,6.49457809952e+18,0.684111138201,6.53777052448e+18,0.00660659850328,0.993393401497,1.04639821119e-19,2.15962124809e+16,1.94088587759e-06,1.52957341689e-19,4.63044156879e-17,1.52957341689e-19
1145,512860.383991,1.94984459976e-06,-13.147760881,2.86954126278e-09,13.7969074676,170559945435,2533503205.58,6.41863849266e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,4.25998026745e+16,6.37603868999e+18,0.684111138201,6.41863849266e+18,0.00663689078661,0.993363109213,1.06581970457e-19,2.12999013372e+16,1.94984459976e-06,1.55796280028e-19,4.69485742758e-17,1.55796280028e-19
1146,510503.999975,1.95884467351e-06,-13.1431557108,2.89606388613e-09,13.7969074675,168998830994,2510314358.8,6.30167817998e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,4.20153114698e+16,6.25966286851e+18,0.684111138201,6.30167817998e+18,0.00666732103256,0.993332678967,1.08560151544e-19,2.10076557349e+16,1.95884467351e-06,1.58687887804e-19,4.76016940024e-17,1.58687887804e-19
1147,508158.442561,1.96788628971e-06,-13.1385505406,2.92283150934e-09,13.7969074675,167452017003,2487337931.39,6.18684998494e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,4.14388397851e+16,6.14541114516e+18,0.684111138201,6.18684998494e+18,0.0066978898609,0.993302110139,1.10575032507e-19,2.07194198925e+16,1.96788628971e-06,1.61633141653e-19,4.82638995294e-17,1.61633141653e-19
1148,505823.662003,1.97696964011e-06,-13.1339453704,2.94984639368e-09,13.7969074675,165919372410,2464571976.7,6.07411502836e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,4.08702775884e+16,6.03324475077e+18,0.684111138201,6.07411502836e+18,0.0067285978941,0.993271402106,1.12627293854e-19,2.04351387942e+16,1.97696964011e-06,1.64633036308e-19,4.89353172529e-17,1.64633036308e-19
1149,503499.608788,1.98609491736e-06,-13.1293402003,2.97711082125e-09,13.7969074675,164400767364,2442014565.92,5.96343514016e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,4.03095163575e+16,5.92312562381e+18,0.684111138201,5.96343514016e+18,0.00675944575736,0.993240554243,1.14717628703e-19,2.01547581787e+16,1.98609491736e-06,1.67688584934e-19,4.96160753273e-17,1.67688584934e-19
1150,501186.233627,1.99526231497e-06,-13.1247350301,3.00462709518e-09,13.7969074674,162896073203,2419663787.9,5.85477284648e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,3.97564490591e+16,5.81501639742e+18,0.684111138201,5.85477284648e+18,0.00679043407858,0.993209565921,1.16846743015e-19,1.98782245295e+16,1.99526231497e-06,1.70800819472e-19,5.030630369e-17,1.70800819472e-19
1151,498883.48746,2.00447202737e-06,-13.1201298599,3.03239753984e-09,13.7969074674,161405162446,2397517749.03,5.74809135692e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,3.92109701285e+16,5.70888038679e+18,0.684111138201,5.74809135692e+18,0.00682156348842,0.993178436512,1.19015355832e-19,1.96054850643e+16,2.00447202737e-06,1.73970790982e-19,5.10061340856e-17,1.73970790982e-19
1152,496591.32145,2.01372424986e-06,-13.1155246897,3.06042450102e-09,13.7969074674,159927908781,2375574573.05,5.64335455213e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,3.86729754494e+16,5.60468157668e+18,0.684111138201,5.64335455213e+18,0.00685283462029,0.99314716538,1.21224199522e-19,1.93364877247e+16,2.01372424986e-06,1.77199570001e-19,5.17157000918e-17,1.77199570001e-19
1153,494309.686987,2.02301917868e-06,-13.1109195195,3.08871034615e-09,13.7969074673,158464187050,2353832400.9,5.54052697152e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,3.81423623341e+16,5.50238460919e+18,0.684111138201,5.54052697152e+18,0.00688424811036,0.99311575189,1.2347402002e-19,1.90711811671e+16,2.02301917868e-06,1.80488246901e-19,5.24351371444e-17,1.80488246901e-19
1154,492038.535681,2.03235701094e-06,-13.1063143493,3.11725746445e-09,13.7969074673,157013873247,2332289390.55,5.43957380128e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,3.76190295036e+16,5.40195477178e+18,0.684111138201,5.43957380128e+18,0.00691580459756,0.993084195402,1.25765577083e-19,1.88095147518e+16,2.03235701094e-06,1.83837932259e-19,5.31645825634e-17,1.83837932259e-19
1155,489777.819368,2.04173794467e-06,-13.1017091791,3.14606826719e-09,13.7969074673,155576844500,2310943716.87,5.34046086255e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,3.71028770688e+16,5.30335798548e+18,0.684111138201,5.34046086255e+18,0.00694750472361,0.993052495276,1.28099644545e-19,1.85514385344e+16,2.04173794467e-06,1.87249757228e-19,5.39041755789e-17,1.87249757228e-19
1156,487527.490103,2.05116217883e-06,-13.097104009,3.17514518784e-09,13.7969074673,154152979063,2289793571.45,5.24315459985e+18,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,3.65938065109e+16,5.20656079334e+18,0.684111138201,5.24315459985e+18,0.00697934913303,0.993020650867,1.30477010581e-19,1.82969032554e+16,2.05116217883e-06,1.9072487392e-19,5.46540573582e-17,1.9072487392e-19
