sample_index,branch_local_index,branch,time_relative_to_bounce_Gyr,distance_to_bounce_Gyr,x_bounce_distance,scale_factor,ln_scale_factor,redshift_equivalent,H_signed_km_s_Mpc,H_magnitude_km_s_Mpc,E_classical_of_a,E_lqc_of_a,E2_lqc_of_a,rho_total_relative_to_rho_crit0,rho_over_rho_c,rho_c_relative_to_rho_crit0,lqc_correction_factor,rho_m_relative_to_rho_crit0,rho_r_relative_to_rho_crit0,rho_lambda_relative_to_rho_crit0,fraction_matter_at_a,fraction_radiation_at_a,fraction_lambda_at_a,Omega_m_planck,Omega_r_effective,Omega_Lambda_planck,Omega_Lambda_dynamic,effective_ricci_over_6H0sq,scale_factor_margin_component,density_to_bounce_margin_component,curvature_margin_component,boundary_margin_candidate,distance_from_bounce_log_a,is_exact_bounce
496,496,contraction,-8.4490624365264886e-63,8.4490624365264886e-63,0.018328695903741241,2.4685715299246445e-32,-72.779083320431425,4.0509257596052964e+31,-1.943887808469551e+61,1.943887808469551e+61,1.5753753288949595e+61,2.8874575337573531e+59,8.3374110092520954e+118,2.4818074268909023e+122,0.99966405890646814,2.4826414481738492e+122,0.00033594109353185519,2.0992803446798672e+94,2.4818074268908917e+122,0.68411113820097691,8.4586754070187947e-29,0.99999999999999567,2.756503710918461e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9619473715799332e+122,2.4685715299246445e-32,0.00033594109353185519,2.0153377799361667e-123,2.0153377799361667e-123,8.3999383596115626e-05,no
497,497,contraction,-8.3811883614433896e-63,8.3811883614433896e-63,0.018181504379927757,2.4685682123003424e-32,-72.779084664377308,4.0509312038339306e+31,-1.9282822895394126e+61,1.9282822895394126e+61,1.5753795633390131e+61,2.8642770430897882e+59,8.2040829795711808e+118,2.4818207685862194e+122,0.99966943289848265,2.4826414481738492e+122,0.00033056710151735391,2.0992888086544262e+94,2.4818207685861955e+122,0.68411113820097691,8.4586640390244444e-29,0.99999999999999034,2.7564888925910792e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9620007205764775e+122,2.4685682123003424e-32,0.00033056710151735391,2.015316112013425e-123,2.015316112013425e-123,8.2655437718421947e-05,no
498,498,contraction,-8.3138598985486524e-63,8.3138598985486524e-63,0.01803549490118694,2.4685649477692538e-32,-72.779085986817265,4.0509365609507707e+31,-1.9128019693425189e+61,1.9128019693425189e+61,1.5753837300342817e+61,2.8412825230445762e+59,8.0728863757585519e+118,2.4818338968567267e+122,0.99967472092366927,2.4826414481738492e+122,0.00032527907633073117,2.0992971372211702e+94,2.4818338968567473e+122,0.68411113820097691,8.4586528529566626e-29,1.0000000000000082,2.7564743114654535e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9620532164383425e+122,2.4685649477692538e-32,0.00032527907633073117,2.0152947910497805e-123,2.0152947910497805e-123,8.1332997758721388e-05,no
499,499,contraction,-8.247072653338054e-63,8.247072653338054e-63,0.017890657974916874,2.4685617354813969e-32,-72.779087288095539,4.0509418323499569e+31,-1.89744584541185e+61,1.89744584541185e+61,1.5753878300648841e+61,2.81847248455381e+59,7.9437871461869261e+118,2.481846815116544e+122,0.99967992435722453,2.4826414481738492e+122,0.00032007564277547473,2.0993053325464644e+94,2.4818468151165363e+122,0.68411113820097691,8.4586418459024996e-29,0.99999999999999689,2.75645996374217e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9621048728038355e+122,2.4685617354813969e-32,0.00032007564277547473,2.015273811484259e-123,2.015273811484259e-123,8.0031719479791181e-05,no
500,500,contraction,-8.1808222669061442e-63,8.1808222669061442e-63,0.017746984184747388,2.4685585746003411e-32,-72.77908856855089,4.0509470194034172e+31,-1.8822129232596021e+61,1.8822129232596021e+61,1.5753918644975846e+61,2.7958454504019382e+59,7.8167517825332166e+118,2.4818595267251758e+122,0.9996850445523463,2.4826414481738492e+122,0.00031495544765369754,2.099313396762182e+94,2.4818595267252125e+122,0.68411113820097691,8.4586310149963841e-29,1.0000000000000149,2.7564458456827507e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9621557030939167e+122,2.4685585746003411e-32,0.00031495544765369754,2.0152531678449701e-123,2.0152531678449701e-123,7.8751264130434896e-05,no
501,501,contraction,-8.1151044156530432e-63,8.1151044156530432e-63,0.017604464189928001,2.4685554643031307e-32,-72.779089828516604,4.050952123460991e+31,-1.867102216315358e+61,1.867102216315358e+61,1.5753958343820725e+61,2.7733999551339223e+59,7.691747311136843e+118,2.4818720349883867e+122,0.99969008284058558,2.4826414481738492e+122,0.000309917159414419,2.099321331965895e+94,2.4818720349883864e+122,0.68411113820097691,8.4586203574178959e-29,0.99999999999999989,2.7564319536086721e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9622057205145453e+122,2.4685554643031307e-32,0.000309917159414419,2.0152328547481243e-123,2.0152328547481243e-123,7.749129841517146e-05,no
502,502,contraction,-8.0499148109937262e-63,8.0499148109937262e-63,0.017463088724720622,2.4685524037799377e-32,-72.779091068320668,4.0509571458509994e+31,-1.8521127458648442e+61,1.8521127458648442e+61,1.5753997407512346e+61,2.7511345449642658e+59,7.5687412844957384e+118,2.4818843431590572e+122,0.99969504053219249,2.4826414481738492e+122,0.00030495946780750849,2.099329140221756e+94,2.4818843431590201e+122,0.68411113820097691,8.4586098703924e-29,0.99999999999998501,2.7564182839004037e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9622549380611418e+122,2.4685524037799377e-32,0.00030495946780750849,2.0152128668961961e-123,2.0152128668961961e-123,7.6251494354017519e-05,no
503,503,contraction,-7.9852491990697939e-63,7.9852491990697939e-63,0.017322848597797157,2.4685493922339078e-32,-72.77909228828581,4.0509620878804956e+31,-1.8372435409861575e+61,1.8372435409861575e+61,1.5754035846214247e+61,2.7290477776822854e+59,7.4477017728726212e+118,2.4818964544380346e+122,0.99969991891645782,2.4826414481738492e+122,0.00030008108354218077,2.0993368235608912e+94,2.4818964544380434e+122,0.68411113820097691,8.4585995511897174e-29,1.0000000000000036,2.756404832996457e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9623033685215122e+122,2.4685493922339078e-32,0.00030008108354218077,2.01519319907671e-123,2.01519319907671e-123,7.5031529218865542e-05,no
504,504,contraction,-7.9211033604637253e-63,7.9211033604637253e-63,0.01718373469164191,2.4685464288809992e-32,-72.779093488729558,4.050966950835531e+31,-1.8224936384917803e+61,1.8224936384917803e+61,1.5754073669927282e+61,2.7071382225659813e+59,7.3285973560776993e+118,2.4819083719749604e+122,0.99970471926204729,2.4826414481738492e+122,0.00029528073795270782,2.0993443839818065e+94,2.4819083719749949e+122,0.68411113820097691,8.4585893971229426e-29,1.000000000000014,2.7563915973924553e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9623510244787737e+122,2.4685464288809992e-32,0.00029528073795270782,2.0151738461610264e-123,2.0151738461610264e-123,7.3831085469636866e-05,no
505,505,contraction,-7.8574731099156696e-63,7.8574731099156696e-63,0.017045737961958941,2.4685435129497214e-32,-72.77909466996438,4.0509717359815797e+31,-1.8078620828659131e+61,1.8078620828659131e+61,1.5754110888492226e+61,2.6854044602889479e+59,7.2113971153397759e+118,2.4819200988690936e+122,0.99970944281733221,2.4826414481738492e+122,0.0002905571826677944,2.0993518234510532e+94,2.481920098869069e+122,0.68411113820097691,8.4585794055483061e-29,0.99999999999999012,2.756378573640213e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9623979183150707e+122,2.4685435129497214e-32,0.0002905571826677944,2.0151548031028098e-123,2.0151548031028098e-123,7.2649850648246234e-05,no
506,506,contraction,-7.7943542960425053e-63,7.7943542960425053e-63,0.016908849437083883,2.46854064368088e-32,-72.779095832297756,4.0509764445639596e+31,-1.7933479262043981e+61,1.7933479262043981e+61,1.5754147511592348e+61,2.6638450828311402e+59,7.0960706253236431e+118,2.481931638170114e+122,0.99971409081071405,2.4826414481738492e+122,0.00028590918928594888,2.0993591439038774e+94,2.4819316381701386e+122,0.68411113820097691,8.458569573865053e-29,1.00000000000001,2.7563657583468352e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9624440622152112e+122,2.46854064368088e-32,0.00028590918928594888,2.0151360649365282e-123,2.0151360649365282e-123,7.1487517274783366e-05,no
507,507,contraction,-7.731742801059482e-63,7.731742801059482e-63,0.016773060217400791,2.4685378203275305e-32,-72.779096976032193,4.0509810778079069e+31,-1.7789502281565776e+61,1.7789502281565776e+61,1.575418354875592e+61,2.642458693392506e+59,6.9825879462856292e+118,2.4819429928789166e+122,0.99971866445094348,2.4826414481738492e+122,0.00028133554905651614,2.0993663472443343e+94,2.4819429928789353e+122,0.68411113820097691,8.4585598995131848e-29,1.0000000000000075,2.7563531481738259e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9624894681686135e+122,2.4685378203275305e-32,0.00028133554905651614,2.0151176267766385e-123,2.0151176267766385e-123,7.034378282939457e-05,no
508,508,contraction,-7.6696345405041715e-63,7.6696345405041715e-63,0.016638361474763507,2.4685350421546418e-32,-72.779098101465408,4.0509856369191248e+31,-1.7646680558648283e+61,1.7646680558648283e+61,1.5754219009358703e+61,2.6212439063031727e+59,6.8709196163315158e+118,2.4819541659483912e+122,0.99972316492743507,2.4826414481738492e+122,0.00027683507256492934,2.0993734353461441e+94,2.4819541659483982e+122,0.68411113820097691,8.4585503799742519e-29,1.0000000000000029,2.7563407398362169e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.96253414797353e+122,2.4685350421546418e-32,0.00027683507256492934,2.0150994838158522e-123,2.0150994838158522e-123,6.9218349615820385e-05,no
509,509,contraction,-7.6080254629627674e-63,7.6080254629627674e-63,0.016504744451921682,2.4685323084389634e-32,-72.779099208890315,4.0509901230840053e+31,-1.7505004839054418e+61,1.7505004839054418e+61,1.5754253902626398e+61,2.60019934693563e+59,6.761036643804478e+118,2.4819651602841914e+122,0.99972759341057671,2.4826414481738492e+122,0.00027240658942329077,2.099380410053031e+94,2.481965160284205e+122,0.68411113820097691,8.4585410127700849e-29,1.0000000000000056,2.7563285301017056e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9625781132396499e+122,2.4685323084389634e-32,0.00027240658942329077,2.0150816313240541e-123,2.0150816313240541e-123,6.8110924707746949e-05,no
510,510,contraction,-7.5469115497988169e-63,7.5469115497988169e-63,0.016372200461951585,2.4685296184688496e-32,-72.779100298595154,4.0509945374699136e+31,-1.7364465942311622e+61,1.7364465942311622e+61,1.5754288237637042e+61,2.5793236516193752e+59,6.6529104998031073e+118,2.4819759787454886e+122,0.99973195105203372,2.4826414481738492e+122,0.00026804894796628176,2.0993872731791673e+94,2.4819759787454747e+122,0.68411113820097691,8.4585317954620165e-29,0.99999999999999434,2.7563165157898102e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9626213753909881e+122,2.4685296184688496e-32,0.00026804894796628176,2.0150640646471108e-123,2.0150640646471108e-123,6.7021219877836486e-05,no
511,511,contraction,-7.4862888148840833e-63,7.4862888148840833e-63,0.016240720887691004,2.4685269715440164e-32,-72.779101370863529,4.0509988812255884e+31,-1.7225054761138912e+61,1.7225054761138912e+61,1.5754322023323371e+61,2.5586154675558062e+59,6.5465131108158173e+118,2.4819866241457173e+122,0.99973623898504815,2.4826414481738492e+122,0.00026376101495184656,2.0993940265097939e+94,2.4819866241457412e+122,0.68411113820097691,8.458522725650832e-29,1.0000000000000095,2.756304693771036e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9626639456693194e+122,2.4685269715440164e-32,0.00026376101495184656,2.0150467792054556e-123,2.0150467792054556e-123,6.594895149877956e-05,no
512,512,contraction,-7.426153304332025e-63,7.426153304332025e-63,0.016110297181179442,2.4685243669754497e-32,-72.779102425974514,4.0510031554812899e+31,-1.708676226085244e+61,1.708676226085244e+61,1.5754355268475145e+61,2.5380734527299249e+59,6.4418168514524025e+118,2.4819970992533058e+122,0.99974045832473413,2.4826414481738492e+122,0.00025954167526587302,2.0994006718014502e+94,2.4819970992533186e+122,0.68411113820097691,8.458513800975201e-29,1.0000000000000051,2.7562930609660571e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9627058351363467e+122,2.4685243669754497e-32,0.00025954167526587302,2.0150297704931886e-123,2.0150297704931886e-123,6.4893840507178983e-05,no
513,513,contraction,-7.3665010962331987e-63,7.3665010962331987e-63,0.01598092086310204,2.468521804085135e-32,-72.779103464202734,4.0510073613492448e+31,-1.6949579478813181e+61,1.6949579478813181e+61,1.5754387981741453e+61,2.5176962758282953e+59,6.3387945373196677e+118,2.4820074067923956e+122,0.99974461016836724,2.4826414481738492e+122,0.00025538983163275741,2.0994072107826646e+94,2.4820074067923849e+122,0.68411113820097691,8.4585050191120029e-29,0.99999999999999567,2.7562816143449104e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.962747054677306e+122,2.468521804085135e-32,0.00025538983163275741,2.0150130340765942e-123,2.0150130340765942e-123,6.385561229305147e-05,no
514,514,contraction,-7.3073283003931525e-63,7.3073283003931525e-63,0.015852583522238468,2.4685192822059126e-32,-72.77910448581838,4.0510114999238826e+31,-1.6813497523843475e+61,1.6813497523843475e+61,1.5754420171632952e+61,2.4974826161523766e+59,6.2374194179833191e+118,2.482017549443552e+122,0.99974869559567048,2.4826414481738492e+122,0.00025130440432952206,2.0994136451543197e+94,2.4820175494435627e+122,0.68411113820097691,8.4584963777753745e-29,1.0000000000000042,2.7562703509262013e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9627876150035285e+122,2.4685192822059126e-32,0.00025130440432952206,2.0149965655930836e-123,2.0149965655930836e-123,6.283399664172588e-05,no
515,515,contraction,-7.2486310580724708e-63,7.2486310580724708e-63,0.015725276814916044,2.4685168006813336e-32,-72.77910549108735,4.0510155722820712e+31,-1.6678507575687704e+61,1.6678507575687704e+61,1.5754451846524077e+61,2.4774311635384127e+59,6.1376651700712926e+118,2.4820275298444588e+122,0.99975271566909429,2.4826414481738492e+122,0.00024728433090570601,2.0994199765900193e+94,2.4820275298444904e+122,0.68411113820097691,8.4584878747158125e-29,1.0000000000000127,2.7562592677763252e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9628275266549659e+122,2.4685168006813336e-32,0.00024728433090570601,2.0149803607501504e-123,2.0149803607501504e-123,6.1828727675739128e-05,no
516,516,contraction,-7.1904055417290484e-63,7.1904055417290484e-63,0.015598992464467281,2.4685143588654719e-32,-72.779106480271253,4.0510195794834247e+31,-1.6544600884435066e+61,1.6544600884435066e+61,1.5754483014655241e+61,2.4575406182716895e+59,6.0395058904551973e+118,2.482037350590605e+122,0.99975667143409352,2.4826414481738492e+122,0.00024332856590647545,2.099426206736567e+94,2.4820373505905804e+122,0.68411113820097691,8.4584795077197575e-29,0.99999999999999012,2.7562483620087002e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9628668000030691e+122,2.4685143588654719e-32,0.00024332856590647545,2.0149644153241865e-123,2.0149644153241865e-123,6.0839543778523578e-05,no
517,517,contraction,-7.1326479547625443e-63,7.1326479547625443e-63,0.015473722260691773,2.468511956122694e-32,-72.779107453627518,4.0510235225706818e+31,-1.6411768769976739e+61,1.6411768769976739e+61,1.5754513684134972e+61,2.437809691005903e+59,5.9429160895622961e+118,2.4820470142359607e+122,0.99976056391939894,2.4826414481738492e+122,0.00023943608060106314,2.09943233721455e+94,2.4820470142359368e+122,0.68411113820097691,8.4584712746096409e-29,0.99999999999999034,2.7562376307830103e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9629054452539614e+122,2.468511956122694e-32,0.00023943608060106314,2.0149487251591756e-123,2.0149487251591756e-123,5.9866187500995605e-05,no
518,518,contraction,-7.0753545312610619e-63,7.0753545312610619e-63,0.015349458059322545,2.4685095918275851e-32,-72.779108411409496,4.0510274025698248e+31,-1.6280002621444048e+61,1.6280002621444048e+61,1.575454386294202e+61,2.4182371026797041e+59,5.8478706847767297e+118,2.4820565232936406e+122,0.99976439413728513,2.4826414481738492e+122,0.00023560586271487161,2.0994383696185282e+94,2.4820565232936552e+122,0.68411113820097691,8.4584631732423821e-29,1.000000000000006,2.7562270713044634e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.962943472450355e+122,2.4685095918275851e-32,0.00023560586271487161,2.0149332861659008e-123,2.0149332861659008e-123,5.8908405532309237e-05,no
519,519,contraction,-7.0185215357498088e-63,7.0185215357498088e-63,0.015226191781496272,2.4685072653647649e-32,-72.779109353866403,4.0510312204903826e+31,-1.6149293896686716e+61,1.6149293896686716e+61,1.5754573558927442e+61,2.3988215844391988e+59,5.7543449939713871e+118,2.4820658802365564e+122,0.99976816308383309,2.4826414481738492e+122,0.00023183691616690538,2.0994443055175006e+94,2.4820658802365546e+122,0.68411113820097691,8.4584552015090367e-29,0.99999999999999922,2.7562166808230603e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9629808914743145e+122,2.4685072653647649e-32,0.00023183691616690538,2.0149180943208058e-123,2.0149180943208058e-123,5.796594862464723e-05,no
520,520,contraction,-6.962145262942195e-63,6.962145262942195e-63,0.015103915413228424,2.4685049761286729e-32,-72.779110281243518,4.0510349773257828e+31,-1.6019634121705999e+61,1.6019634121705999e+61,1.5754602779816643e+61,2.3795618775537423e+59,5.6623147291070909e+118,2.4820750874980626e+122,0.99977187173919002,2.4826414481738492e+122,0.00022812826080997883,2.0994501464554539e+94,2.4820750874980428e+122,0.68411113820097691,8.4584473573348043e-29,0.99999999999999201,2.7562064566328753e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9630177120502645e+122,2.4685049761286729e-32,0.00022812826080997883,2.0149031456647605e-123,2.0149031456647605e-123,5.7038571506686666e-05,no
521,521,contraction,-6.9062220374927106e-63,6.9062220374927106e-63,0.014982621004891946,2.4685027235234439e-32,-72.7791111937822,4.0510386740535546e+31,-1.5891014890132536e+61,1.5891014890132536e+61,1.5754631533211391e+61,2.3604567333383841e+59,5.5717559899625162e+118,2.4820841474725866e+122,0.99977552106782375,2.4826414481738492e+122,0.00022447893217625303,2.0994558939516771e+94,2.4820841474726109e+122,0.68411113820097691,8.4584396386781432e-29,1.0000000000000098,2.7561963960713485e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9630539437472288e+122,2.4685027235234439e-32,0.00022447893217625303,2.0148884363021353e-123,2.0148884363021353e-123,5.61260328330316e-05,no
522,522,contraction,-6.8507482137521059e-63,6.8507482137521059e-63,0.014862300670700533,2.468500506962812e-32,-72.779112091719881,4.0510423116354867e+31,-1.5763427862690341e+61,1.5763427862690341e+61,1.5754659826591793e+61,2.3415049130742445e+59,5.4826452579508261e+118,2.4820930625162533e+122,0.99977911201877367,2.4826414481738492e+122,0.00022088798122632536,2.0994615495010058e+94,2.4820930625162188e+122,0.68411113820097691,8.4584320435296249e-29,0.99999999999998612,2.7561864965185896e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9630895959808471e+122,2.468500506962812e-32,0.00022088798122632536,2.014873962399971e-123,2.014873962399971e-123,5.522809514563379e-05,no
523,523,contraction,-6.7957201755246308e-63,6.7957201755246308e-63,0.014742946588196058,2.46849832586981e-32,-72.779112975290275,4.0510458910181191e+31,-1.5636864766668043e+61,1.5636864766668043e+61,1.5754687667318246e+61,2.3227051879299748e+59,5.3949593900368199e+118,2.4821018349474965e+122,0.99978264552589757,2.4826414481738492e+122,0.00021735447410242692,2.099467114574587e+94,2.482101834947502e+122,0.68411113820097691,8.4584245699129289e-29,1.0000000000000022,2.756176755396693e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9631246780169961e+122,2.46849832586981e-32,0.00021735447410242692,2.0148597201864924e-123,2.0148597201864924e-123,5.4344524751505446e-05,no
524,524,contraction,-6.7411343358271535e-63,6.7411343358271535e-63,0.014624550997739709,2.4684961796767877e-32,-72.779113844723298,4.0510494131327148e+31,-1.5511317395391921e+61,1.5511317395391921e+61,1.5754715062633355e+61,2.3040563388834816e+59,5.3086756127491534e+118,2.4821104670476626e+122,0.99978612250811449,2.4826414481738492e+122,0.00021387749188550575,2.0994725906198326e+94,2.4821104670476927e+122,0.68411113820097691,8.4584172158825898e-29,1.0000000000000122,2.7561671701690635e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9631591989728355e+122,2.4684961796767877e-32,0.00021387749188550575,2.0148457059506731e-123,2.0148457059506731e-123,5.3475091731207244e-05,no
525,525,contraction,-6.6869871366506116e-63,6.6869871366506116e-63,0.014507106202007901,2.4684940678251757e-32,-72.779114700245188,4.051052878895645e+31,-1.5386777607706907e+61,1.5386777607706907e+61,1.5754742019663807e+61,2.285557156644834e+59,5.2237715162904191e+118,2.4821189610616042e+122,0.99978954386964369,2.4826414481738492e+122,0.00021045613035630684,2.0994779790610191e+94,2.4821189610615716e+122,0.68411113820097691,8.4584099795243935e-29,0.99999999999998679,2.7561577383397532e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9631931678198862e+122,2.4684940678251757e-32,0.00021045613035630684,2.0148319160409714e-123,2.0148319160409714e-123,5.2619569841869389e-05,no
526,526,contraction,-6.6332750487231356e-63,6.6332750487231356e-63,0.014390604565491434,2.4684919897652822e-32,-72.779115542078586,4.0510562892087227e+31,-1.5263237327463934e+61,1.5263237327463934e+61,1.5754768545422248e+61,2.2672064415801145e+59,5.140225048742366e+118,2.4821273191982625e+122,0.99979291050023966,2.4826414481738492e+122,0.00020708949976033786,2.0994832812998066e+94,2.4821273191982779e+122,0.68411113820097691,8.4584028589554725e-29,1.0000000000000062,2.7561484574528097e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.963226593386807e+122,2.4684919897652822e-32,0.00020708949976033786,2.0148183468641916e-123,2.0148183468641916e-123,5.1777736436197237e-05,no
527,527,contraction,-6.5799945712755091e-63,6.5799945712755091e-63,0.014275038513999463,2.4684899449563117e-32,-72.779116370442551,4.0510596449591709e+31,-1.5140688542995441e+61,1.5140688542995441e+61,1.5754794646809088e+61,2.2490030036335106e+59,5.0580145103525515e+118,2.4821355436312433e+122,0.99979622327542383,2.4826414481738492e+122,0.00020377672457616569,2.0994884987151892e+94,2.4821355436312348e+122,0.68411113820097691,8.4583958523221489e-29,0.99999999999999656,2.7561393250916332e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9632594843604003e+122,2.4684899449563117e-32,0.00020377672457616569,2.0148049948850638e-123,2.0148049948850638e-123,5.0949372468956404e-05,no
528,528,contraction,-6.5271422318083152e-63,6.5271422318083152e-63,0.014160400534166794,2.4684879328660549e-32,-72.77911718555265,4.0510629470201345e+31,-1.5019123306617714e+61,1.5019123306617714e+61,1.5754820330614313e+61,2.2309456622533918e+59,4.9771185479272249e+118,2.4821436364993812e+122,0.99979948305671196,2.4826414481738492e+122,0.0002005169432880427,2.0994936326642838e+94,2.482143636499397e+122,0.68411113820097691,8.458388957801182e-29,1.0000000000000064,2.7561303388783459e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9632918492892072e+122,2.4684879328660549e-32,0.0002005169432880427,2.0147918566247721e-123,2.0147918566247721e-123,5.0134262372678899e-05,no
529,529,contraction,-6.4747145858612251e-63,6.4747145858612251e-63,0.014046683172965539,2.4684859529708766e-32,-72.779117987620978,4.0510661962506945e+31,-1.4898533734117575e+61,1.4898533734117575e+61,1.5754845603519244e+61,2.2130332463160621e+59,4.8975161493002085e+118,2.4821515999072967e+122,0.99980269069183836,2.4826414481738492e+122,0.00019730930816164172,2.0994986844823615e+94,2.4821515999072894e+122,0.68411113820097691,8.4583821735979926e-29,0.999999999999997,2.7561214964731689e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9633236965847192e+122,2.4684859529708766e-32,0.00019730930816164172,2.0147789286604529e-123,2.0147789286604529e-123,4.9332194051489417e-05,no
530,530,contraction,-6.4227082167841596e-63,6.4227082167841596e-63,0.013933879037220513,2.4684840047554855e-32,-72.779118776856237,4.0510693934962503e+31,-1.4778912004262388e+61,1.4778912004262388e+61,1.5754870472098279e+61,2.1952645940529777e+59,4.8191866379025848e+118,2.4821594359259423e+122,0.9998058470149761,2.4826414481738492e+122,0.00019415298502389877,2.0995036554834346e+94,2.4821594359259401e+122,0.68411113820097691,8.4583754979471646e-29,0.99999999999999911,2.7561127955738136e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9633550345242985e+122,2.4684840047554855e-32,0.00019415298502389877,2.0147662076239982e-123,2.0147662076239982e-123,4.8542958788559279e-05,no
531,531,contraction,-6.3711197355104489e-63,6.3711197355104489e-63,0.013821980793128711,2.4684820877128682e-32,-72.779119553463801,4.051072539588625e+31,-1.46602503582857e+61,1.46602503582857e+61,1.5754894942820605e+61,2.1776385529743417e+59,4.7421096674001847e+118,2.4821671465931425e+122,0.99980895284695437,2.4826414481738492e+122,0.00019104715304563147,2.0995085469604221e+94,2.4821671465931363e+122,0.68411113820097691,8.4583689291112728e-29,0.99999999999999745,2.756104233914877e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9633858712527925e+122,2.4684820877128682e-32,0.00019104715304563147,2.0147536902013891e-123,2.0147536902013891e-123,4.7766351219724931e-05,no
532,532,contraction,-6.3199457803317074e-63,6.3199457803317074e-63,0.013710981165782232,2.4684802013441138e-32,-72.779120317645763,4.0510756353463532e+31,-1.4542541099409048e+61,1.4542541099409048e+61,1.5754919022051886e+61,2.1601539797980754e+59,4.6662652164374632e+118,2.482174733914123e+122,0.99981200899547151,2.4826414481738492e+122,0.00018799100452848716,2.0995133601855963e+94,2.4821747339141336e+122,0.68411113820097691,8.4583624653808686e-29,1.0000000000000042,2.7560958092672515e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9634162147849795e+122,2.4684802013441138e-32,0.00018799100452848716,2.0147413731316931e-123,2.0147413731316931e-123,4.7002169261588267e-05,no
533,533,contraction,-6.2691830166749072e-63,6.2691830166749072e-63,0.013600872938695684,2.4684783451583102e-32,-72.779121069600961,4.0510786815748524e+31,-1.4425776592339093e+61,1.4425776592339093e+61,1.5754942716055912e+61,2.1428097403751196e+59,4.5916335834464877e+118,2.482182199862032e+122,0.99981501625530544,2.4826414481738492e+122,0.0001849837446945557,2.0995180964108485e+94,2.4821821998620676e+122,0.68411113820097691,8.4583561050737808e-29,1.0000000000000144,2.7560875194375422e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9634460730074453e+122,2.4684783451583102e-32,0.0001849837446945557,2.0147292532062936e-123,2.0147292532062936e-123,4.6250214070478337e-05,no
