ladder_id,source_id,source_name,object_name,alias_names,supernova_type,classification_source,ra_deg,dec_deg,redshift,host_galaxy,band,stage_index,phase_name,time_mjd,time_since_discovery_days,time_since_peak_days,brightness_value,brightness_unit,brightness_error,detection_flag,quality_flag,slope_local,curvature_local,transition_marker,boundary_role,support_regime_proxy,struc_perc_role,unns_interpretation,raw_reference
B_SN1987A_B,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,B,1,rise,46850.45,0.4499999999970896,-73.30000000000291,4.89,mag,,detection,usable,,,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47163.9,313.90000000000146,230.19000000000233,4.51,mag,,detection,usable,0.009708737864088436,0.020390388553502097,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47164.89,314.8899999999994,231.1800000000003,4.54,mag,,detection,usable,0.030303030303092914,-0.030303030303092914,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47165.9,315.90000000000146,232.19000000000233,4.54,mag,,detection,usable,0.0,2.7272727273143826,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47166.1,316.09999999999854,232.38999999999942,4.87,mag,,detection,usable,1.650000000024011,-34.7619047583979,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47166.11,316.1100000000006,232.40000000000146,4.85,mag,,detection,usable,-1.9999999995925926,99.99999995926139,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47166.12,316.1200000000026,232.4100000000035,4.84,mag,,detection,usable,-0.9999999997962519,1.5868351449652975,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47166.94,316.9400000000023,233.2300000000032,4.56,mag,,detection,usable,-0.3414634146342678,0.39024390243916324,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47167.87,317.8700000000026,234.1600000000035,4.56,mag,,detection,usable,0.0,0.008710801393783578,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47168.99,318.98999999999796,235.27999999999884,4.57,mag,,detection,usable,0.008928571428609153,0.0033675778583739774,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47169.81,319.8099999999977,236.09999999999854,4.58,mag,,detection,usable,0.01219512195122358,-0.013550135501337626,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47170.79,320.7900000000009,237.08000000000175,4.58,mag,,detection,usable,0.0,1.346153846152058,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47171.11,321.1100000000006,237.40000000000146,4.86,mag,,detection,usable,0.8750000000007966,6.818181815671236,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47171.12,321.1200000000026,237.4100000000035,4.88,mag,,detection,usable,1.9999999995925037,1.4552803409116035e-07,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47171.13,321.1299999999974,237.41999999999825,4.9,mag,,detection,usable,2.000000001047784,-6.16050616319652,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47171.9,321.90000000000146,238.19000000000233,4.59,mag,,detection,usable,-0.4025974025952729,0.495096739992411,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47172.88,322.8799999999974,239.16999999999825,4.62,mag,,detection,usable,0.030612244898086713,-0.020808323329498633,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47173.9,323.90000000000146,240.19000000000233,4.63,mag,,detection,usable,0.00980392156858808,0.010095127159793877,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47174.9,324.90000000000146,241.19000000000233,4.65,mag,,detection,usable,0.020000000000000462,-0.02105263157893173,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47175.8,325.8000000000029,242.09000000000378,4.65,mag,,detection,usable,0.0,0.020424836601389437,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47176.82,326.8199999999997,243.11000000000058,4.67,mag,,detection,usable,0.019607843137316026,-0.018853695324392458,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47177.88,327.8799999999974,244.16999999999825,4.67,mag,,detection,usable,0.0,2.0596590909000656,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47178.1,328.09999999999854,244.38999999999942,4.96,mag,,detection,usable,1.318181818174843,32.01581026743702,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47178.11,328.1100000000006,244.40000000000146,5.01,mag,,detection,usable,4.999999998981348,-499.9999997962714,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47178.12,328.1200000000026,244.4100000000035,5.01,mag,,detection,usable,0.0,0.0051274162949553346,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47180.09,330.0899999999965,246.37999999999738,5.02,mag,,detection,usable,0.005076142131995335,1.004973593602417,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47180.1,330.09999999999854,246.38999999999942,5.03,mag,,detection,usable,0.9999999997963407,-199.99999991852278,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47180.11,330.1100000000006,246.40000000000146,5.02,mag,,detection,usable,-0.9999999997963407,2.233676975522577,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47181.07,331.0699999999997,247.36000000000058,5.1,mag,,detection,usable,0.0833333333334092,-0.5475955204240885,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47181.95,331.9499999999971,248.23999999999796,4.73,mag,,detection,usable,-0.4204545454557961,0.4449254449269054,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47182.96,332.9599999999991,249.25,4.73,mag,,detection,usable,0.0,0.009884353069068062,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47184.97,334.97000000000116,251.26000000000204,4.76,mag,,detection,usable,0.014925373134312912,-0.00321624202218816,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47185.96,335.9599999999991,252.25,4.77,mag,,detection,usable,0.010101010101030672,0.0016506993250893299,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47186.82,336.8199999999997,253.11000000000058,4.78,mag,,detection,usable,0.011627906976737101,2.142644805774838,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47187.09,337.0899999999965,253.37999999999738,5.11,mag,,detection,usable,1.2222222222367145,5.55555555256445,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47187.1,337.09999999999854,253.38999999999942,5.13,mag,,detection,usable,1.9999999995925037,-6.8466353666207125,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47187.81,337.8099999999977,254.09999999999854,4.8,mag,,detection,usable,-0.46478873239493784,0.5553084589417311,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47188.81,338.8099999999977,255.09999999999854,4.81,mag,,detection,usable,0.009999999999999787,1.523076923058592,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47189.11,339.1100000000006,255.40000000000146,5.11,mag,,detection,usable,0.9999999999903011,12.903225802364737,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
B_SN1987A_I,B1,Open Supernova Catalog / AstroCats,SN1987A,SN1987A; MCSNR J0535-6916; INTREF 262; LMC; SSTISAGE1C J053528.01-691611.0; 2XMM J053528.1-691611; XMMU J053528.5-691614; J053527.99-691611.1; LMC 264; AAVSO 0534-69; LMCSNR J053528-691611; SNR1987A,II Pec,Open Supernova Catalog / AstroCats,05:35:28.020,-69:16:11.07,9.51e-06,LMC,I,6,tail_decay,47189.12,339.1200000000026,255.4100000000035,5.14,mag,,detection,usable,2.9999999993887556,-233.33333330697323,tail_onset,tail_decay,radioactive_tail,relaxation_state,observed post-collapse brightness-time ladder state,SN1987A_OSC_raw.json::SN1987A::photometry
