shot_id,campaign,train,val,test
16004,M6,False,True,False
16008,M6,False,True,False
16009,M6,True,False,False
16010,M6,True,False,False
16011,M6,True,False,False
16012,M6,False,True,False
16013,M6,True,False,False
16014,M6,True,False,False
16016,M6,True,False,False
16018,M6,True,False,False
16019,M6,True,False,False
16020,M6,True,False,False
16021,M6,True,False,False
16022,M6,True,False,False
16023,M6,True,False,False
16024,M6,True,False,False
16025,M6,True,False,False
16026,M6,True,False,False
16027,M6,True,False,False
16028,M6,True,False,False
16029,M6,False,True,False
16032,M6,False,True,False
16033,M6,False,True,False
16035,M6,False,True,False
16036,M6,True,False,False
16037,M6,True,False,False
16038,M6,True,False,False
16039,M6,False,True,False
16040,M6,False,True,False
16042,M6,False,True,False
16043,M6,True,False,False
16044,M6,True,False,False
16045,M6,True,False,False
16046,M6,True,False,False
16047,M6,True,False,False
16048,M6,True,False,False
16049,M6,True,False,False
16051,M6,False,True,False
16052,M6,True,False,False
16053,M6,True,False,False
16054,M6,False,True,False
16055,M6,True,False,False
16056,M6,True,False,False
16057,M6,False,True,False
16058,M6,True,False,False
16060,M6,True,False,False
16061,M6,True,False,False
16062,M6,True,False,False
16065,M6,True,False,False
16066,M6,True,False,False
16067,M6,True,False,False
16068,M6,True,False,False
16070,M6,True,False,False
16071,M6,True,False,False
16072,M6,False,True,False
16074,M6,True,False,False
16075,M6,True,False,False
16076,M6,True,False,False
16077,M6,True,False,False
16078,M6,True,False,False
16080,M6,True,False,False
16081,M6,True,False,False
16082,M6,False,True,False
16084,M6,True,False,False
16085,M6,True,False,False
16086,M6,True,False,False
16089,M6,True,False,False
16090,M6,True,False,False
16091,M6,True,False,False
16092,M6,True,False,False
16093,M6,True,False,False
16094,M6,True,False,False
16095,M6,True,False,False
16096,M6,True,False,False
16097,M6,True,False,False
16098,M6,True,False,False
16099,M6,True,False,False
16100,M6,True,False,False
16102,M6,True,False,False
16105,M6,True,False,False
16106,M6,False,True,False
16108,M6,True,False,False
16109,M6,True,False,False
16110,M6,True,False,False
16111,M6,True,False,False
16119,M6,True,False,False
16120,M6,True,False,False
16121,M6,True,False,False
16122,M6,True,False,False
16123,M6,False,True,False
16124,M6,True,False,False
16125,M6,True,False,False
16126,M6,True,False,False
16127,M6,True,False,False
16129,M6,True,False,False
16130,M6,True,False,False
16131,M6,True,False,False
16132,M6,False,True,False
16134,M6,False,True,False
16136,M6,False,True,False
16137,M6,True,False,False
16138,M6,False,True,False
16139,M6,False,True,False
16140,M6,True,False,False
16141,M6,True,False,False
16144,M6,True,False,False
16145,M6,True,False,False
16146,M6,False,True,False
16147,M6,True,False,False
16148,M6,True,False,False
16149,M6,True,False,False
16150,M6,True,False,False
16151,M6,True,False,False
16152,M6,False,True,False
16153,M6,True,False,False
16155,M6,True,False,False
16157,M6,True,False,False
16160,M6,True,False,False
16161,M6,True,False,False
16162,M6,True,False,False
16163,M6,False,True,False
16165,M6,False,True,False
16166,M6,True,False,False
16167,M6,True,False,False
16168,M6,True,False,False
16169,M6,True,False,False
16170,M6,True,False,False
16171,M6,True,False,False
16172,M6,True,False,False
16173,M6,True,False,False
16174,M6,True,False,False
16180,M6,True,False,False
16181,M6,True,False,False
16182,M6,True,False,False
16184,M6,False,True,False
16185,M6,False,True,False
16186,M6,False,True,False
16187,M6,True,False,False
16188,M6,True,False,False
16189,M6,True,False,False
16190,M6,False,True,False
16192,M6,True,False,False
16193,M6,True,False,False
16194,M6,True,False,False
16195,M6,True,False,False
16196,M6,True,False,False
16197,M6,True,False,False
16198,M6,True,False,False
16201,M6,True,False,False
16203,M6,False,True,False
16205,M6,True,False,False
16206,M6,True,False,False
16207,M6,True,False,False
16208,M6,True,False,False
16209,M6,True,False,False
16210,M6,True,False,False
16211,M6,True,False,False
16212,M6,False,True,False
16213,M6,True,False,False
16214,M6,True,False,False
16215,M6,True,False,False
16216,M6,True,False,False
16217,M6,True,False,False
16218,M6,True,False,False
16219,M6,True,False,False
16221,M6,True,False,False
16222,M6,True,False,False
16223,M6,False,True,False
16224,M6,True,False,False
16225,M6,True,False,False
16226,M6,True,False,False
16228,M6,True,False,False
16229,M6,True,False,False
16230,M6,True,False,False
16231,M6,True,False,False
16235,M6,True,False,False
16237,M6,True,False,False
16238,M6,True,False,False
16239,M6,True,False,False
16240,M6,False,True,False
16241,M6,True,False,False
16242,M6,True,False,False
16244,M6,True,False,False
16245,M6,True,False,False
16246,M6,True,False,False
16247,M6,True,False,False
16248,M6,True,False,False
16249,M6,True,False,False
16251,M6,True,False,False
16254,M6,True,False,False
16255,M6,True,False,False
16256,M6,True,False,False
16257,M6,True,False,False
16258,M6,True,False,False
16259,M6,True,False,False
16260,M6,True,False,False
16261,M6,True,False,False
16262,M6,False,True,False
16263,M6,True,False,False
16264,M6,True,False,False
16265,M6,True,False,False
16266,M6,True,False,False
16267,M6,False,True,False
16268,M6,True,False,False
16269,M6,True,False,False
16271,M6,True,False,False
16272,M6,False,True,False
16273,M6,True,False,False
16274,M6,True,False,False
16275,M6,True,False,False
16276,M6,True,False,False
16277,M6,False,True,False
16278,M6,True,False,False
16279,M6,True,False,False
16281,M6,True,False,False
16282,M6,True,False,False
16283,M6,True,False,False
16284,M6,True,False,False
16287,M6,True,False,False
16288,M6,True,False,False
16289,M6,True,False,False
16290,M6,False,True,False
16291,M6,True,False,False
16292,M6,True,False,False
16293,M6,True,False,False
16294,M6,True,False,False
16295,M6,True,False,False
16296,M6,False,True,False
16297,M6,True,False,False
16298,M6,True,False,False
16299,M6,True,False,False
16300,M6,True,False,False
16301,M6,True,False,False
16302,M6,True,False,False
16303,M6,True,False,False
16304,M6,True,False,False
16310,M6,True,False,False
16311,M6,True,False,False
16313,M6,True,False,False
16314,M6,True,False,False
16315,M6,True,False,False
16316,M6,True,False,False
16317,M6,True,False,False
16318,M6,True,False,False
16319,M6,True,False,False
16320,M6,False,True,False
16321,M6,False,True,False
16322,M6,False,True,False
16323,M6,True,False,False
16324,M6,True,False,False
16325,M6,False,True,False
16326,M6,True,False,False
16327,M6,True,False,False
16328,M6,False,True,False
16329,M6,True,False,False
16330,M6,True,False,False
16332,Unknown,True,False,False
16333,M6,True,False,False
16334,M6,False,True,False
16335,M6,True,False,False
16338,M6,False,True,False
16339,M6,True,False,False
16340,M6,True,False,False
16341,M6,False,True,False
16342,M6,True,False,False
16344,M6,True,False,False
16345,M6,False,True,False
16346,M6,True,False,False
16347,M6,True,False,False
16349,M6,True,False,False
16350,M6,True,False,False
16352,M6,False,True,False
16353,M6,True,False,False
16357,M6,True,False,False
16358,M6,True,False,False
16359,M6,True,False,False
16360,M6,False,True,False
16362,M6,False,True,False
16364,M6,True,False,False
16367,M6,True,False,False
16368,M6,False,True,False
16369,M6,True,False,False
16370,M6,True,False,False
16372,M6,True,False,False
16373,M6,False,True,False
16374,M6,True,False,False
16375,M6,True,False,False
16376,M6,False,True,False
16377,M6,True,False,False
16378,M6,True,False,False
16379,M6,True,False,False
16382,M6,False,True,False
16383,M6,True,False,False
16384,M6,False,True,False
16385,M6,True,False,False
16386,M6,True,False,False
16387,M6,True,False,False
16388,M6,True,False,False
16389,M6,True,False,False
16390,M6,True,False,False
16391,M6,True,False,False
16392,M6,True,False,False
16394,M6,False,True,False
16395,M6,True,False,False
16396,M6,True,False,False
16397,M6,True,False,False
16400,M6,True,False,False
16402,M6,True,False,False
16403,M6,True,False,False
16404,M6,False,True,False
16406,M6,True,False,False
16407,M6,True,False,False
16408,M6,True,False,False
16409,M6,False,True,False
16411,M6,True,False,False
16412,M6,True,False,False
16413,M6,False,True,False
16419,M6,True,False,False
16420,M6,False,True,False
16421,M6,True,False,False
16422,M6,True,False,False
16423,M6,True,False,False
16424,M6,True,False,False
16425,M6,True,False,False
16427,M6,True,False,False
16428,M6,False,True,False
16429,M6,True,False,False
16430,M6,True,False,False
16431,M6,False,True,False
16432,M6,True,False,False
16433,M6,True,False,False
16434,M6,True,False,False
16435,M6,True,False,False
16437,M6,True,False,False
16441,M6,True,False,False
16442,M6,False,True,False
16443,M6,False,True,False
16444,M6,True,False,False
16445,M6,True,False,False
16446,M6,True,False,False
16447,M6,True,False,False
16448,M6,True,False,False
16449,M6,True,False,False
16450,M6,True,False,False
16451,M6,True,False,False
16452,M6,True,False,False
16453,M6,True,False,False
16454,M6,True,False,False
16455,M6,False,True,False
16456,M6,True,False,False
16457,M6,False,True,False
16458,M6,True,False,False
16459,M6,True,False,False
16460,M6,True,False,False
16461,M6,False,True,False
16466,M6,True,False,False
16468,M6,False,True,False
16469,M6,True,False,False
16470,M6,True,False,False
16471,M6,True,False,False
16472,M6,True,False,False
16473,M6,False,True,False
16474,M6,True,False,False
16475,M6,True,False,False
16476,M6,False,True,False
16477,M6,True,False,False
16478,M6,True,False,False
16479,M6,True,False,False
16480,M6,True,False,False
16481,M6,False,True,False
16482,M6,True,False,False
16483,M6,True,False,False
16484,M6,False,True,False
16485,M6,True,False,False
16486,M6,True,False,False
16488,M6,True,False,False
16542,M6,True,False,False
16543,M6,True,False,False
16549,M6,True,False,False
16552,M6,True,False,False
16553,M6,False,True,False
16568,M6,True,False,False
16569,M6,True,False,False
16571,M6,True,False,False
16572,M6,True,False,False
16573,M6,True,False,False
16575,M6,True,False,False
16577,M6,True,False,False
16578,M6,True,False,False
16579,M6,True,False,False
16581,M6,False,True,False
16582,M6,True,False,False
16583,M6,False,True,False
16584,M6,True,False,False
16587,M6,False,True,False
16588,M6,True,False,False
16589,M6,True,False,False
16590,M6,True,False,False
16591,M6,True,False,False
16592,M6,True,False,False
16593,M6,True,False,False
16594,M6,True,False,False
16595,M6,True,False,False
16598,M6,True,False,False
16599,M6,True,False,False
16600,M6,False,True,False
16601,M6,False,True,False
16602,M6,True,False,False
16603,M6,True,False,False
16607,M6,True,False,False
16611,M6,True,False,False
16615,M6,True,False,False
16618,M6,True,False,False
16620,M6,True,False,False
16621,M6,True,False,False
16622,M6,True,False,False
16623,M6,True,False,False
16624,M6,True,False,False
16627,M6,True,False,False
16629,M6,True,False,False
16631,M6,True,False,False
16635,M6,True,False,False
16636,M6,True,False,False
16637,M6,True,False,False
16638,M6,False,True,False
16639,M6,True,False,False
16644,M6,True,False,False
16648,M6,True,False,False
16650,M6,True,False,False
16651,M6,True,False,False
16652,M6,True,False,False
16653,M6,True,False,False
16663,M6,True,False,False
16664,M6,True,False,False
16665,M6,True,False,False
16667,M6,True,False,False
16668,M6,True,False,False
16669,M6,True,False,False
16671,M6,True,False,False
16673,M6,False,True,False
16674,M6,True,False,False
16675,M6,True,False,False
16677,M6,True,False,False
16678,M6,True,False,False
16679,M6,True,False,False
16680,M6,True,False,False
16681,M6,True,False,False
16682,M6,True,False,False
16683,M6,False,True,False
16684,M6,True,False,False
16686,M6,True,False,False
16687,M6,False,True,False
16688,M6,True,False,False
16689,M6,False,True,False
16690,M6,True,False,False
16691,M6,True,False,False
16692,M6,True,False,False
16695,M6,False,True,False
16696,M6,True,False,False
16697,M6,True,False,False
16698,M6,True,False,False
16699,M6,True,False,False
16700,M6,False,True,False
16701,M6,True,False,False
16702,M6,True,False,False
16703,M6,False,True,False
16704,M6,True,False,False
16705,M6,False,True,False
16707,M6,True,False,False
16708,M6,True,False,False
16709,M6,True,False,False
16711,M6,True,False,False
16712,M6,True,False,False
16713,M6,True,False,False
16714,M6,True,False,False
16716,M6,False,True,False
16718,M6,True,False,False
16722,M6,False,True,False
16723,M6,True,False,False
16724,M6,True,False,False
16725,M6,True,False,False
16726,M6,True,False,False
16727,M6,True,False,False
16728,M6,False,True,False
16729,M6,True,False,False
16730,M6,True,False,False
16731,M6,True,False,False
16733,M6,True,False,False
16734,M6,True,False,False
16735,M6,True,False,False
16736,M6,False,True,False
16737,M6,True,False,False
16738,M6,True,False,False
16743,M6,True,False,False
16745,M6,False,True,False
16748,M6,True,False,False
16749,M6,False,True,False
16750,M6,True,False,False
16754,M6,False,True,False
16769,M6,True,False,False
16770,M6,False,True,False
16771,M6,False,True,False
16787,M6,True,False,False
16789,M6,True,False,False
16790,M6,False,True,False
16791,M6,True,False,False
16792,M6,True,False,False
16793,M6,True,False,False
16794,M6,True,False,False
16795,M6,True,False,False
16796,M6,True,False,False
16797,M6,True,False,False
16798,M6,True,False,False
16799,M6,True,False,False
16801,M6,True,False,False
16802,M6,True,False,False
16804,M6,True,False,False
16805,M6,True,False,False
16818,M6,True,False,False
16820,M6,True,False,False
16821,M6,True,False,False
16822,M6,False,True,False
16823,M6,False,True,False
16825,M6,True,False,False
16826,M6,True,False,False
16827,M6,True,False,False
16828,M6,True,False,False
16831,M6,True,False,False
16847,M6,False,True,False
16850,M6,True,False,False
16851,M6,True,False,False
16852,M6,True,False,False
16853,M6,True,False,False
16854,M6,True,False,False
16855,M6,True,False,False
16856,M6,True,False,False
16857,M6,False,True,False
16858,M6,True,False,False
16860,M6,True,False,False
16862,M6,True,False,False
16863,M6,True,False,False
16864,M6,True,False,False
16865,M6,False,True,False
16866,M6,True,False,False
16867,M6,True,False,False
16868,M6,True,False,False
16869,M6,True,False,False
16914,M6,False,True,False
16917,M6,True,False,False
16918,M6,True,False,False
16919,M6,True,False,False
16920,M6,True,False,False
16921,M6,True,False,False
16922,M6,True,False,False
16923,M6,True,False,False
16924,M6,True,False,False
16925,M6,True,False,False
16927,M6,False,True,False
16928,M6,False,True,False
16929,M6,True,False,False
16931,M6,True,False,False
16932,M6,True,False,False
16936,M6,True,False,False
16937,M6,True,False,False
16938,M6,False,True,False
16939,M6,False,True,False
16940,M6,True,False,False
16941,M6,True,False,False
16942,M6,True,False,False
16943,M6,True,False,False
16944,M6,True,False,False
16945,M6,True,False,False
16948,M6,False,True,False
16949,M6,True,False,False
16950,M6,False,True,False
16951,M6,True,False,False
16952,M6,False,True,False
16953,M6,False,True,False
16954,M6,False,True,False
16955,M6,False,True,False
16956,M6,True,False,False
16957,M6,True,False,False
16958,M6,True,False,False
16959,M6,True,False,False
16960,M6,False,True,False
16961,M6,True,False,False
16964,M6,False,True,False
16966,M6,True,False,False
16967,M6,True,False,False
16968,M6,True,False,False
16969,M6,True,False,False
16970,M6,True,False,False
16971,M6,True,False,False
16972,M6,False,True,False
16973,M6,False,True,False
16974,M6,True,False,False
16976,M6,True,False,False
16977,M6,True,False,False
16978,M6,True,False,False
16979,M6,True,False,False
16980,M6,True,False,False
16981,M6,True,False,False
16982,M6,False,True,False
16983,M6,True,False,False
16984,M6,True,False,False
16985,M6,False,True,False
16986,M6,True,False,False
16987,M6,True,False,False
16988,M6,True,False,False
16989,M6,True,False,False
16990,M6,False,True,False
16991,M6,True,False,False
16992,M6,True,False,False
16993,M6,True,False,False
16994,M6,True,False,False
16996,M6,True,False,False
16999,M6,False,True,False
17000,M6,True,False,False
17001,M6,True,False,False
17002,M6,True,False,False
17003,M6,True,False,False
17004,M6,True,False,False
17005,M6,True,False,False
17006,M6,False,True,False
17007,M6,True,False,False
17008,M6,True,False,False
17009,M6,True,False,False
17010,M6,False,True,False
17012,M6,True,False,False
17014,M6,True,False,False
17015,M6,True,False,False
17016,M6,True,False,False
17018,M6,False,True,False
17021,M6,False,True,False
17022,M6,True,False,False
17024,M6,False,True,False
17028,M6,True,False,False
17029,M6,True,False,False
17030,M6,True,False,False
17032,M6,True,False,False
17033,M6,True,False,False
17035,M6,True,False,False
17036,M6,True,False,False
17037,M6,True,False,False
17038,M6,True,False,False
17039,M6,True,False,False
17040,M6,True,False,False
17041,M6,True,False,False
17042,M6,True,False,False
17043,M6,True,False,False
17044,M6,True,False,False
17045,M6,True,False,False
17046,M6,True,False,False
17047,M6,True,False,False
17048,M6,True,False,False
17053,M6,False,True,False
17054,M6,True,False,False
17055,M6,True,False,False
17056,M6,True,False,False
17057,M6,True,False,False
17058,M6,True,False,False
17059,M6,False,True,False
17062,M6,True,False,False
17063,M6,True,False,False
17064,M6,True,False,False
17065,M6,False,True,False
17066,M6,True,False,False
17067,M6,True,False,False
17068,M6,False,True,False
17069,M6,True,False,False
17070,M6,True,False,False
17071,M6,True,False,False
17074,M6,False,True,False
17075,M6,True,False,False
17076,M6,True,False,False
17077,M6,True,False,False
17078,M6,True,False,False
17079,M6,True,False,False
17080,M6,True,False,False
17081,M6,True,False,False
17082,M6,True,False,False
17083,M6,True,False,False
17085,M6,True,False,False
17086,M6,True,False,False
17087,M6,True,False,False
17088,M6,True,False,False
17089,M6,True,False,False
17091,M6,True,False,False
17092,M6,True,False,False
17093,M6,True,False,False
17094,M6,True,False,False
17095,M6,True,False,False
17096,M6,True,False,False
17097,M6,True,False,False
17098,M6,True,False,False
17101,M6,True,False,False
17102,M6,True,False,False
17104,M6,True,False,False
17105,M6,True,False,False
17106,M6,False,True,False
17107,M6,True,False,False
17108,M6,True,False,False
17109,M6,True,False,False
17110,M6,True,False,False
17111,M6,True,False,False
17112,M6,True,False,False
17113,M6,True,False,False
17115,M6,True,False,False
17116,M6,False,True,False
17117,M6,True,False,False
17118,M6,True,False,False
17119,M6,True,False,False
17122,M6,True,False,False
17126,M6,True,False,False
17127,M6,True,False,False
17129,M6,True,False,False
17130,M6,True,False,False
17131,M6,True,False,False
17132,M6,True,False,False
17133,M6,False,True,False
17134,M6,True,False,False
17135,M6,True,False,False
17136,M6,True,False,False
17137,M6,True,False,False
17138,M6,True,False,False
17139,M6,True,False,False
17142,M6,True,False,False
17143,M6,True,False,False
17146,M6,True,False,False
17147,M6,True,False,False
17148,M6,True,False,False
17149,M6,True,False,False
17150,M6,True,False,False
17151,M6,True,False,False
17152,M6,True,False,False
17153,M6,True,False,False
17154,M6,True,False,False
17156,M6,False,True,False
17157,M6,True,False,False
17158,M6,True,False,False
17159,M6,False,True,False
17162,M6,False,True,False
17163,M6,True,False,False
17164,M6,True,False,False
17165,M6,True,False,False
17166,M6,True,False,False
17167,M6,False,True,False
17168,M6,True,False,False
17169,M6,True,False,False
17170,M6,False,True,False
17171,M6,True,False,False
17172,M6,True,False,False
17173,M6,True,False,False
17174,M6,True,False,False
17175,M6,False,True,False
17176,M6,True,False,False
17177,M6,False,True,False
17178,M6,True,False,False
17180,M6,True,False,False
17181,M6,True,False,False
17182,M6,True,False,False
17185,M6,True,False,False
17186,M6,True,False,False
17187,M6,False,True,False
17188,M6,True,False,False
17189,M6,True,False,False
17190,M6,True,False,False
17191,M6,True,False,False
17192,M6,False,True,False
17193,M6,True,False,False
17194,M6,True,False,False
17195,M6,False,True,False
17196,M6,True,False,False
17197,M6,True,False,False
17198,M6,True,False,False
17199,M6,True,False,False
17200,M6,True,False,False
17201,M6,True,False,False
17203,M6,True,False,False
17204,M6,True,False,False
17205,M6,True,False,False
17206,M6,True,False,False
17207,M6,True,False,False
17208,M6,False,True,False
17210,M6,False,True,False
17212,M6,False,True,False
17213,M6,True,False,False
17214,M6,True,False,False
17215,M6,True,False,False
17216,M6,True,False,False
17217,M6,True,False,False
17218,M6,True,False,False
17260,M6,True,False,False
17261,M6,True,False,False
17262,M6,True,False,False
17263,M6,True,False,False
17266,M6,True,False,False
17267,M6,True,False,False
17268,M6,True,False,False
17269,M6,True,False,False
17270,M6,True,False,False
17271,M6,False,True,False
17272,M6,True,False,False
17273,M6,True,False,False
17274,M6,True,False,False
17275,M6,True,False,False
17292,M6,False,True,False
17301,M6,True,False,False
17302,M6,True,False,False
17303,M6,True,False,False
17313,M6,True,False,False
17329,M6,True,False,False
17330,M6,True,False,False
17348,M6,True,False,False
17353,M6,True,False,False
17354,M6,True,False,False
17355,M6,False,True,False
17356,M6,True,False,False
17357,M6,True,False,False
17363,M6,True,False,False
17364,M6,True,False,False
17367,M6,False,True,False
17378,M6,True,False,False
17379,M6,True,False,False
17381,M6,True,False,False
17382,M6,True,False,False
17384,M6,False,True,False
17385,M6,True,False,False
17386,M6,True,False,False
17387,M6,True,False,False
17388,M6,False,True,False
17389,M6,True,False,False
17390,M6,False,True,False
17391,M6,False,True,False
17392,M6,False,True,False
17393,M6,True,False,False
17394,M6,True,False,False
17400,M6,True,False,False
17403,M6,True,False,False
17404,M6,True,False,False
17407,M6,True,False,False
17409,M6,True,False,False
17410,M6,True,False,False
17412,M6,True,False,False
17414,M6,True,False,False
17416,M6,True,False,False
17417,M6,True,False,False
17418,M6,False,True,False
17419,M6,True,False,False
17422,M6,True,False,False
17423,M6,True,False,False
17425,M6,False,True,False
17426,M6,True,False,False
17427,M6,True,False,False
17429,M6,True,False,False
17430,M6,False,True,False
17431,M6,False,True,False
17432,M6,False,True,False
17433,M6,True,False,False
17434,M6,True,False,False
17435,M6,True,False,False
17436,M6,True,False,False
17437,M6,True,False,False
17438,M6,False,True,False
17439,M6,False,True,False
17440,M6,True,False,False
17441,M6,True,False,False
17442,M6,True,False,False
17443,M6,True,False,False
17445,M6,False,True,False
17446,M6,True,False,False
17447,M6,True,False,False
17448,M6,True,False,False
17449,M6,True,False,False
17450,M6,True,False,False
17451,M6,False,True,False
17452,M6,True,False,False
17453,M6,True,False,False
17454,M6,True,False,False
17455,M6,False,True,False
17458,M6,True,False,False
17459,M6,True,False,False
17460,M6,True,False,False
17461,M6,True,False,False
17462,M6,False,True,False
17463,M6,True,False,False
17464,M6,True,False,False
17466,M6,True,False,False
17467,M6,False,True,False
17468,M6,True,False,False
17469,M6,False,True,False
17470,M6,True,False,False
17471,M6,True,False,False
17472,M6,False,True,False
17473,M6,True,False,False
17474,M6,True,False,False
17477,M6,True,False,False
17478,M6,True,False,False
17479,M6,True,False,False
17481,M6,True,False,False
17484,M6,True,False,False
17486,M6,True,False,False
17487,M6,True,False,False
17490,M6,True,False,False
17491,M6,True,False,False
17492,M6,False,True,False
17493,M6,True,False,False
17494,M6,True,False,False
17496,M6,True,False,False
17497,M6,True,False,False
17498,M6,False,True,False
17500,M6,False,True,False
17501,M6,True,False,False
17503,M6,True,False,False
17506,M6,False,True,False
17507,M6,True,False,False
17508,M6,True,False,False
17509,M6,True,False,False
17510,M6,True,False,False
17511,M6,True,False,False
17512,M6,True,False,False
17513,M6,True,False,False
17514,M6,True,False,False
17515,M6,True,False,False
17516,M6,False,True,False
17517,M6,True,False,False
17518,M6,False,True,False
17519,M6,True,False,False
17520,M6,True,False,False
17521,M6,True,False,False
17522,M6,True,False,False
17523,M6,True,False,False
17524,M6,False,True,False
17525,M6,False,True,False
17526,M6,True,False,False
17527,M6,True,False,False
17528,M6,True,False,False
17529,M6,True,False,False
17530,M6,False,True,False
17531,M6,True,False,False
17532,M6,True,False,False
17533,M6,True,False,False
17534,M6,True,False,False
17535,M6,True,False,False
17536,M6,True,False,False
17537,M6,True,False,False
17540,M6,True,False,False
17544,M6,True,False,False
17545,M6,True,False,False
17546,M6,True,False,False
17547,M6,True,False,False
17554,M6,True,False,False
17555,M6,True,False,False
17556,M6,True,False,False
17557,M6,True,False,False
17558,M6,True,False,False
17559,M6,True,False,False
17560,M6,True,False,False
17561,M6,True,False,False
17562,M6,True,False,False
17564,M6,False,True,False
17565,M6,True,False,False
17566,M6,True,False,False
17567,M6,True,False,False
17568,M6,True,False,False
17571,M6,True,False,False
17572,M6,True,False,False
17573,M6,True,False,False
17575,M6,True,False,False
17576,M6,False,True,False
17577,M6,True,False,False
17578,M6,True,False,False
17579,M6,True,False,False
17580,M6,True,False,False
17581,M6,True,False,False
17582,M6,False,True,False
17583,M6,True,False,False
17585,M6,True,False,False
17586,M6,False,True,False
17590,M6,True,False,False
17591,M6,True,False,False
17592,M6,True,False,False
17593,M6,True,False,False
17594,M6,True,False,False
17595,M6,True,False,False
17596,M6,True,False,False
17597,M6,True,False,False
17598,M6,True,False,False
17599,M6,True,False,False
17600,M6,True,False,False
17603,M6,True,False,False
17604,M6,True,False,False
17605,M6,False,True,False
17606,M6,True,False,False
17607,M6,False,True,False
17609,M6,False,True,False
17610,M6,True,False,False
17611,M6,True,False,False
17614,M6,True,False,False
17615,M6,True,False,False
17616,M6,True,False,False
17617,M6,False,True,False
17618,M6,True,False,False
17619,M6,True,False,False
17622,M6,True,False,False
17624,M6,True,False,False
17625,M6,True,False,False
17626,M6,True,False,False
17627,M6,True,False,False
17628,M6,True,False,False
17629,M6,True,False,False
17630,M6,True,False,False
17631,M6,True,False,False
17632,M6,True,False,False
17633,M6,True,False,False
17634,M6,True,False,False
17635,M6,True,False,False
17636,M6,True,False,False
17637,M6,True,False,False
17638,M6,True,False,False
17639,M6,True,False,False
17641,M6,False,True,False
17642,M6,True,False,False
17645,M6,True,False,False
17646,M6,False,True,False
17647,M6,True,False,False
17648,M6,True,False,False
17649,M6,True,False,False
17650,M6,True,False,False
17651,M6,True,False,False
17652,M6,True,False,False
17653,M6,True,False,False
17654,M6,True,False,False
17655,M6,True,False,False
17656,M6,True,False,False
17657,M6,True,False,False
17658,M6,True,False,False
17659,M6,True,False,False
17660,M6,True,False,False
17661,M6,True,False,False
17663,M6,False,True,False
17664,M6,False,True,False
17665,M6,True,False,False
17666,M6,False,True,False
17667,M6,False,True,False
17668,M6,True,False,False
17671,M6,True,False,False
17673,M6,True,False,False
17674,M6,True,False,False
17675,M6,True,False,False
17676,M6,True,False,False
17677,M6,True,False,False
17678,M6,False,True,False
17679,M6,True,False,False
17680,M6,True,False,False
17681,M6,True,False,False
17682,M6,False,True,False
17683,M6,True,False,False
17684,M6,True,False,False
17685,M6,True,False,False
17686,M6,True,False,False
17689,M6,True,False,False
17690,M6,True,False,False
17691,M6,True,False,False
17692,M6,True,False,False
17693,M6,True,False,False
17700,M6,False,True,False
17701,M6,True,False,False
17702,M6,False,True,False
17703,M6,True,False,False
17704,M6,True,False,False
17706,M6,True,False,False
17707,M6,False,True,False
17708,M6,True,False,False
17709,M6,True,False,False
17710,M6,True,False,False
17711,M6,True,False,False
17712,M6,True,False,False
17713,M6,True,False,False
17714,M6,True,False,False
17715,M6,True,False,False
17716,M6,True,False,False
17717,M6,True,False,False
17718,M6,True,False,False
17719,M6,True,False,False
17720,M6,True,False,False
17721,M6,True,False,False
17722,M6,True,False,False
17723,M6,True,False,False
17724,M6,True,False,False
17725,M6,False,True,False
17726,M6,True,False,False
17727,M6,False,True,False
17728,M6,True,False,False
17729,M6,True,False,False
17732,M6,True,False,False
17733,M6,True,False,False
17734,M6,True,False,False
17735,M6,False,True,False
17736,M6,True,False,False
17737,M6,False,True,False
17738,M6,True,False,False
17739,M6,False,True,False
17740,M6,True,False,False
17741,M6,False,True,False
17742,M6,True,False,False
17743,M6,True,False,False
17745,M6,True,False,False
17746,M6,True,False,False
17747,M6,True,False,False
17748,M6,True,False,False
17750,M6,True,False,False
17752,M6,True,False,False
17756,M6,True,False,False
17757,M6,True,False,False
17758,M6,True,False,False
17759,M6,True,False,False
17760,M6,True,False,False
17761,M6,True,False,False
17762,M6,False,True,False
17763,M6,True,False,False
17764,M6,True,False,False
17765,M6,True,False,False
17766,M6,True,False,False
17767,M6,True,False,False
17768,M6,True,False,False
17770,M6,True,False,False
17771,M6,True,False,False
17772,M6,True,False,False
17773,M6,True,False,False
17774,M6,True,False,False
17775,M6,False,True,False
17776,M6,True,False,False
17777,M6,True,False,False
17778,M6,True,False,False
17779,M6,False,True,False
17780,M6,True,False,False
17781,M6,False,True,False
17782,M6,True,False,False
17783,M6,False,True,False
17784,M6,False,True,False
17785,M6,True,False,False
17786,M6,True,False,False
17787,M6,True,False,False
17788,M6,True,False,False
17791,M6,True,False,False
17792,M6,True,False,False
17793,M6,True,False,False
17794,M6,True,False,False
17795,M6,False,True,False
17796,M6,True,False,False
17797,M6,True,False,False
17798,M6,True,False,False
17799,M6,True,False,False
17800,M6,True,False,False
17801,M6,False,True,False
17802,M6,True,False,False
17803,M6,False,True,False
17804,M6,True,False,False
17808,M6,False,True,False
17809,M6,True,False,False
17810,M6,True,False,False
17811,M6,True,False,False
17812,M6,True,False,False
17813,M6,True,False,False
