name,class,n,verdict,P_depth,sigma2_GR,frag_rate,adm_persist,aniso_persist,kappa_connect,giantRatio,isolatedFraction,tailDominance,runStatus
pareto_6530de282c26_canonical.csv,pareto,340,FULL_PERCOLATION,3.8645895022807206,0.0,0.0,1.0,0.960897,7320.321903,1.0,0.0,0.960897,COMPLETE
pareto_8097d5ce8e13_canonical.csv,pareto,439,FULL_PERCOLATION,4.036099234635908,0.0,0.0,1.0,0.974353,10865.738961,1.0,0.0,0.974353,COMPLETE
pareto_9366c040ba58_canonical.csv,pareto,549,FULL_PERCOLATION,4.803043864162018,0.0,0.0,1.0,0.991279,63538.510413,1.0,0.0,0.991279,COMPLETE
pareto_9585a2bdd5e6_canonical.csv,pareto,189,FULL_PERCOLATION,2.783919545730146,0.0,0.0,1.0,0.875695,607.022353,1.0,0.0,0.875695,COMPLETE
pareto_12752ac9e672_canonical.csv,pareto,348,FULL_PERCOLATION,3.935382398439674,0.0,0.0,1.0,0.969974,8616.521953,1.0,0.0,0.969974,COMPLETE
pareto_14153fa4eb84_canonical.csv,pareto,283,FULL_PERCOLATION,3.7054009311517526,0.0,0.0,1.0,0.956876,5073.589671,1.0,0.0,0.956876,COMPLETE
pareto_23855e9f7d25_canonical.csv,pareto,94,FULL_PERCOLATION,4.638065791929119,0.0,0.0,1.0,0.995673,43456.605377,1.0,0.0,0.995673,COMPLETE
pareto_35165c475338_canonical.csv,pareto,856,FULL_PERCOLATION,4.88482561432589,0.0,0.0,1.0,0.990534,76704.342653,1.0,0.0,0.990534,COMPLETE
pareto_40450d8accae_canonical.csv,pareto,796,FULL_PERCOLATION,5.149482076386112,0.0,0.0,1.0,0.994573,141084.40084,1.0,0.0,0.994573,COMPLETE
pareto_55501c0faa04_canonical.csv,pareto,783,FULL_PERCOLATION,5.042222833989312,0.0,0.0,1.0,0.989723,110209.464802,1.0,0.0,0.989723,COMPLETE
pareto_80325f73b578_canonical.csv,pareto,834,FULL_PERCOLATION,3.66072597728235,0.0,0.0,1.0,0.95246,4577.529084,1.0,0.0,0.95246,COMPLETE
pareto_86175ea83350_canonical.csv,pareto,720,FULL_PERCOLATION,4.621133069184094,0.0,0.0,1.0,0.985735,41794.841079,1.0,0.0,0.985735,COMPLETE
pareto_425594b11a86_canonical.csv,pareto,782,FULL_PERCOLATION,5.053509032532717,0.0,0.0,1.0,0.991824,113111.091434,1.0,0.0,0.991824,COMPLETE
pareto_647485dfc689_canonical.csv,pareto,680,FULL_PERCOLATION,4.835324336360799,0.0,0.0,1.0,0.99073,68441.259152,1.0,0.0,0.99073,COMPLETE
pareto_955050d6de89_canonical.csv,pareto,455,FULL_PERCOLATION,4.523043401639962,0.0,0.0,1.0,0.981432,33344.973572,1.0,0.0,0.981432,COMPLETE
pareto_7213836a1b22_canonical.csv,pareto,923,FULL_PERCOLATION,4.512531413987318,0.0,0.0,1.0,0.974409,32547.53261,1.0,0.0,0.974409,COMPLETE
pareto_a7d47a5f87a9_canonical.csv,pareto,856,FULL_PERCOLATION,5.825597355692536,0.0,0.0,1.0,0.998049,669262.831948,1.0,0.0,0.998049,COMPLETE
pareto_a027ef642ba6_canonical.csv,pareto,76,FULL_PERCOLATION,3.371049240618772,0.0,0.0,1.0,0.964921,2348.899239,1.0,0.0,0.964921,COMPLETE
pareto_a349429cc6a5_canonical.csv,pareto,467,FULL_PERCOLATION,5.016314152037969,0.0,0.0,1.0,0.995166,103826.919575,1.0,0.0,0.995166,COMPLETE
pareto_a1374443746c_canonical.csv,pareto,502,FULL_PERCOLATION,3.976732673533346,0.0,0.0,1.0,0.969338,9477.348516,1.0,0.0,0.969338,COMPLETE
pareto_b96bf8ba1f35_canonical.csv,pareto,797,FULL_PERCOLATION,5.283947003723173,0.0,0.0,1.0,0.99376,192284.707135,1.0,0.0,0.99376,COMPLETE
pareto_bb53bf0889b9_canonical.csv,pareto,173,FULL_PERCOLATION,3.6885046388187788,0.0,0.0,1.0,0.976419,4879.953147,1.0,0.0,0.976419,COMPLETE
pareto_c0e5182742fc_canonical.csv,pareto,745,FULL_PERCOLATION,4.453575845949829,0.0,0.0,1.0,0.986779,28415.844184,1.0,0.0,0.986779,COMPLETE
pareto_c39b42061b8b_canonical.csv,pareto,633,FULL_PERCOLATION,4.990285329969976,0.0,0.0,1.0,0.99133,97786.947338,1.0,0.0,0.99133,COMPLETE
pareto_c41a6816edfb_canonical.csv,pareto,686,FULL_PERCOLATION,5.758921055100014,0.0,0.0,1.0,0.998158,574011.110323,1.0,0.0,0.998158,COMPLETE
pareto_c59f8d6f9bef_canonical.csv,pareto,476,FULL_PERCOLATION,3.652463854421408,0.0,0.0,1.0,0.959522,4491.249349,1.0,0.0,0.959522,COMPLETE
pareto_caa663e88926_canonical.csv,pareto,940,FULL_PERCOLATION,4.302841089481514,0.0,0.0,1.0,0.977059,20082.5781,1.0,0.0,0.977059,COMPLETE
pareto_cc7e0c0c7105_canonical.csv,pareto,43,FULL_PERCOLATION,3.175784839900223,0.0,0.0,1.0,0.963038,1497.942039,1.0,0.0,0.963038,COMPLETE
pareto_ce7d41dd4644_canonical.csv,pareto,918,FULL_PERCOLATION,5.015172910753418,0.0,0.0,1.0,0.992372,103554.438202,1.0,0.0,0.992372,COMPLETE
pareto_d0ad6254d940_canonical.csv,pareto,353,FULL_PERCOLATION,3.9982692761973717,0.0,0.0,1.0,0.969316,9959.227913,1.0,0.0,0.969316,COMPLETE
pareto_d2c3467e1bb1_canonical.csv,pareto,252,FULL_PERCOLATION,3.9367290080515795,0.0,0.0,1.0,0.963843,8643.283627,1.0,0.0,0.963843,COMPLETE
pareto_d56a7a086caf_canonical.csv,pareto,372,FULL_PERCOLATION,4.179834159770827,0.0,0.0,1.0,0.977977,15128.833884,1.0,0.0,0.977977,COMPLETE
pareto_d79d1e192258_canonical.csv,pareto,97,FULL_PERCOLATION,2.929549973971313,0.0,0.0,1.0,0.93668,849.256526,1.0,0.0,0.93668,COMPLETE
pareto_e4cff406661c_canonical.csv,pareto,344,FULL_PERCOLATION,4.691581468428372,0.0,0.0,1.0,0.990075,49155.558335,1.0,0.0,0.990075,COMPLETE
pareto_e45b6d14ee8a_canonical.csv,pareto,901,FULL_PERCOLATION,5.211621085799519,0.0,0.0,1.0,0.994899,162786.512082,1.0,0.0,0.994899,COMPLETE
pareto_e85da6d9433a_canonical.csv,pareto,823,FULL_PERCOLATION,6.0000004342942646,0.0,0.0,1.0,0.998991,1000000.0,1.0,0.0,0.998991,COMPLETE
pareto_e469f5dea66a_canonical.csv,pareto,283,FULL_PERCOLATION,3.865076639238782,0.0,0.0,1.0,0.9624,7328.538649,1.0,0.0,0.9624,COMPLETE
pareto_e652644a5766_canonical.csv,pareto,245,FULL_PERCOLATION,4.586188655799774,0.0,0.0,1.0,0.993347,38563.584431,1.0,0.0,0.993347,COMPLETE
pareto_ecadde6e83c5_canonical.csv,pareto,327,FULL_PERCOLATION,3.721013204237578,0.0,0.0,1.0,0.951596,5259.332596,1.0,0.0,0.951596,COMPLETE
pareto_f5fab9bd97c6_canonical.csv,pareto,440,FULL_PERCOLATION,4.379198672282286,0.0,0.0,1.0,0.984444,23943.108527,1.0,0.0,0.984444,COMPLETE
pareto_f8e374a79c93_canonical.csv,pareto,423,FULL_PERCOLATION,2.997780131917343,0.0,0.0,1.0,0.900629,993.901606,1.0,0.0,0.900629,COMPLETE
pareto_f62d5f0af817_canonical.csv,pareto,657,FULL_PERCOLATION,4.570534339551844,0.0,0.0,1.0,0.984713,37198.263336,1.0,0.0,0.984713,COMPLETE
pareto_f94b67b3cc9a_canonical.csv,pareto,640,FULL_PERCOLATION,4.433330110220715,0.0,0.0,1.0,0.983923,27121.524503,1.0,0.0,0.983923,COMPLETE
pareto_f0291ecb9c02_canonical.csv,pareto,841,FULL_PERCOLATION,5.032255378254524,0.0,0.0,1.0,0.995822,107708.839379,1.0,0.0,0.995822,COMPLETE
pareto_f824774b3edc_canonical.csv,pareto,550,FULL_PERCOLATION,4.14943680708613,0.0,0.0,1.0,0.969842,14106.069537,1.0,0.0,0.969842,COMPLETE
pareto_fb4ba8cd679b_canonical.csv,pareto,283,FULL_PERCOLATION,3.402005960435017,0.0,0.0,1.0,0.947873,2522.515406,1.0,0.0,0.947873,COMPLETE
pareto_fbdadaa03eb1_canonical.csv,pareto,438,FULL_PERCOLATION,5.733456480137127,0.0,0.0,1.0,0.99862,541322.000168,1.0,0.0,0.99862,COMPLETE
pareto_fc80c45a212d_canonical.csv,pareto,407,FULL_PERCOLATION,3.9073109842046585,0.0,0.0,1.0,0.960132,8077.132721,1.0,0.0,0.960132,COMPLETE
pareto_fd59bd77b3de_canonical.csv,pareto,982,FULL_PERCOLATION,5.987960897016091,0.0,0.0,1.0,0.998287,972658.643556,1.0,0.0,0.998287,COMPLETE
randomwalk_0bb0f21f0c48_canonical.csv,randomwalk,501,FULL_PERCOLATION,2.107990116424841,0.0,0.0,1.0,0.38123,127.23014,1.0,0.0,0.38123,COMPLETE
randomwalk_0bedd232a119_canonical.csv,randomwalk,134,TAIL_FRAGMENTATION,0.0,5.569636899999996e-05,0.014925999999999998,0.992537,0.188682,,0.992537,0.007463,0.188682,COMPLETE
randomwalk_0bef79bfb55d_canonical.csv,randomwalk,856,FULL_PERCOLATION,2.2353514535196983,0.0,0.0,1.0,0.377688,170.929917,1.0,0.0,0.377688,COMPLETE
randomwalk_0d74e8f851c1_canonical.csv,randomwalk,455,FULL_PERCOLATION,2.065318069660784,0.0,0.0,1.0,0.48768,115.229955,1.0,0.0,0.48768,COMPLETE
randomwalk_1c66ed9ae04e_canonical.csv,randomwalk,283,FULL_PERCOLATION,1.672632505585072,0.0,0.0,1.0,0.303132,46.057896,1.0,0.0,0.303132,COMPLETE
randomwalk_1e93ccc1d79a_canonical.csv,randomwalk,841,FULL_PERCOLATION,2.2229572921720724,0.0,0.0,1.0,0.422116,166.092629,1.0,0.0,0.422116,COMPLETE
randomwalk_1e95b8928a4d_canonical.csv,randomwalk,439,FULL_PERCOLATION,1.9502214745815194,0.0,0.0,1.0,0.379804,88.170556,1.0,0.0,0.379804,COMPLETE
randomwalk_2dcd4005517c_canonical.csv,randomwalk,416,FULL_PERCOLATION,2.092353795101821,0.0,0.0,1.0,0.414053,122.69547,1.0,0.0,0.414053,COMPLETE
randomwalk_2fa8b237db10_canonical.csv,randomwalk,372,FULL_PERCOLATION,2.0775270096301046,0.0,0.0,1.0,0.488881,118.543787,1.0,0.0,0.488881,COMPLETE
randomwalk_3a518bbb46ae_canonical.csv,randomwalk,327,FULL_PERCOLATION,1.9430534088734739,0.0,0.0,1.0,0.383025,86.710868,1.0,0.0,0.383025,COMPLETE
randomwalk_3b30ca5a70f2_canonical.csv,randomwalk,353,FULL_PERCOLATION,2.0663125309917665,0.0,0.0,1.0,0.42013,115.496407,1.0,0.0,0.42013,COMPLETE
randomwalk_3d5aacc58eb0_canonical.csv,randomwalk,530,FULL_PERCOLATION,2.2697349100321715,0.0,0.0,1.0,0.505959,185.095088,1.0,0.0,0.505959,COMPLETE
randomwalk_3e2bc091fcba_canonical.csv,randomwalk,189,FULL_PERCOLATION,1.7681752015429881,0.0,0.0,1.0,0.347757,57.637467,1.0,0.0,0.347757,COMPLETE
randomwalk_4e1826836c2b_canonical.csv,randomwalk,407,FULL_PERCOLATION,2.2539970727659853,0.0,0.0,1.0,0.549088,178.472153,1.0,0.0,0.549088,COMPLETE
randomwalk_4fedf9e406e7_canonical.csv,randomwalk,689,FULL_PERCOLATION,2.172401874628669,0.0,0.0,1.0,0.47242,147.731129,1.0,0.0,0.47242,COMPLETE
randomwalk_5c27a5174725_canonical.csv,randomwalk,517,FULL_PERCOLATION,2.151236810713368,0.0,0.0,1.0,0.461216,140.656599,1.0,0.0,0.461216,COMPLETE
randomwalk_6b346f8cbd18_canonical.csv,randomwalk,500,FULL_PERCOLATION,1.0413926851582251,0.0,0.0,1.0,0.353738,10.0,1.0,0.0,0.353738,COMPLETE
randomwalk_6c396a71abcc_canonical.csv,randomwalk,76,FULL_PERCOLATION,1.0413926851582251,0.0,0.0,1.0,0.424755,10.0,1.0,0.0,0.424755,COMPLETE
randomwalk_7a3cf45c4199_canonical.csv,randomwalk,97,FULL_PERCOLATION,0.7823589474009551,0.0,0.0,1.0,0.244769,5.058414,1.0,0.0,0.244769,COMPLETE
randomwalk_7d8afc7988b4_canonical.csv,randomwalk,899,FULL_PERCOLATION,2.545065196564491,0.0,0.0,1.0,0.55599,349.804533,1.0,0.0,0.55599,COMPLETE
randomwalk_8a9769f34061_canonical.csv,randomwalk,798,FULL_PERCOLATION,2.4542143784354127,0.0,0.0,1.0,0.393622,283.586555,1.0,0.0,0.393622,COMPLETE
randomwalk_8c9733171cc9_canonical.csv,randomwalk,738,FULL_PERCOLATION,2.3328296698499655,0.0,0.0,1.0,0.475618,214.193758,1.0,0.0,0.475618,COMPLETE
randomwalk_8e7ab51c8518_canonical.csv,randomwalk,87,FULL_PERCOLATION,1.0413926851582251,0.0,0.0,1.0,0.303128,10.0,1.0,0.0,0.303128,COMPLETE
randomwalk_9c0159e8df7e_canonical.csv,randomwalk,246,FULL_PERCOLATION,1.6763069154315202,0.0,0.0,1.0,0.266482,46.457725,1.0,0.0,0.266482,COMPLETE
randomwalk_10ebc612c665_canonical.csv,randomwalk,940,FULL_PERCOLATION,2.5248768633580148,0.0,0.0,1.0,0.453642,333.870479,1.0,0.0,0.453642,COMPLETE
randomwalk_12b171d31fdd_canonical.csv,randomwalk,823,FULL_PERCOLATION,2.496775396350271,0.0,0.0,1.0,0.463972,312.888494,1.0,0.0,0.463972,COMPLETE
randomwalk_14adec50b0dc_canonical.csv,randomwalk,918,FULL_PERCOLATION,2.310447797557207,0.0,0.0,1.0,0.336371,203.384425,1.0,0.0,0.336371,COMPLETE
randomwalk_17b667bf1e67_canonical.csv,randomwalk,510,FULL_PERCOLATION,2.189515368427521,0.0,0.0,1.0,0.385622,153.708925,1.0,0.0,0.385622,COMPLETE
randomwalk_28ff5b1100ac_canonical.csv,randomwalk,606,FULL_PERCOLATION,2.205396932476136,0.0,0.0,1.0,0.356112,159.471138,1.0,0.0,0.356112,COMPLETE
randomwalk_43e9b5e89c05_canonical.csv,randomwalk,100,FULL_PERCOLATION,1.6911170037534413,0.0,0.0,1.0,0.42659,48.104015,1.0,0.0,0.42659,COMPLETE
randomwalk_045bb28e61b3_canonical.csv,randomwalk,633,FULL_PERCOLATION,2.3463340098441985,0.0,0.0,1.0,0.480725,220.990306,1.0,0.0,0.480725,COMPLETE
randomwalk_53e0ec9602fc_canonical.csv,randomwalk,369,FULL_PERCOLATION,2.142083424758823,0.0,0.0,1.0,0.509532,137.702224,1.0,0.0,0.509532,COMPLETE
randomwalk_67bc6d66592e_canonical.csv,randomwalk,559,FULL_PERCOLATION,2.222142042539218,0.0,0.0,1.0,0.389921,165.77926,1.0,0.0,0.389921,COMPLETE
randomwalk_69a094b9ec6e_canonical.csv,randomwalk,745,TAIL_FRAGMENTATION,0.0,0.0004612615289999986,0.03087299999999997,0.978523,0.495512,,0.978523,0.009396,0.495512,COMPLETE
randomwalk_69c4472ba655_canonical.csv,randomwalk,782,FULL_PERCOLATION,2.1336237248251417,0.0,0.0,1.0,0.483184,135.026563,1.0,0.0,0.483184,COMPLETE
randomwalk_080a661b717e_canonical.csv,randomwalk,982,FULL_PERCOLATION,2.0821892637065957,0.0,0.0,1.0,0.40923,119.834031,1.0,0.0,0.40923,COMPLETE
randomwalk_90eaecec26b9_canonical.csv,randomwalk,245,FULL_PERCOLATION,1.9279392497301813,0.0,0.0,1.0,0.449131,83.710891,1.0,0.0,0.449131,COMPLETE
randomwalk_168ded12098e_canonical.csv,randomwalk,834,FULL_PERCOLATION,2.463864364902189,0.0,0.0,1.0,0.476662,289.980821,1.0,0.0,0.476662,COMPLETE
randomwalk_197d93c514f9_canonical.csv,randomwalk,992,FULL_PERCOLATION,2.2652403487961843,0.0,0.0,1.0,0.440358,183.179101,1.0,0.0,0.440358,COMPLETE
randomwalk_321a7e16b7c0_canonical.csv,randomwalk,923,FULL_PERCOLATION,2.150347728421782,0.0,0.0,1.0,0.359442,140.366898,1.0,0.0,0.359442,COMPLETE
randomwalk_348f6bedcf69_canonical.csv,randomwalk,283,FULL_PERCOLATION,1.0413926851582251,0.0,0.0,1.0,0.342888,10.0,1.0,0.0,0.342888,COMPLETE
randomwalk_501e0af75b12_canonical.csv,randomwalk,344,FULL_PERCOLATION,2.1899169955729993,0.0,0.0,1.0,0.48649,153.852063,1.0,0.0,0.48649,COMPLETE
randomwalk_0518cb2a5f5b_canonical.csv,randomwalk,906,FULL_PERCOLATION,2.2475487335962194,0.0,0.0,1.0,0.34782,175.827063,1.0,0.0,0.34782,COMPLETE
randomwalk_670dc03e03d9_canonical.csv,randomwalk,856,FULL_PERCOLATION,2.458383661777154,0.0,0.0,1.0,0.482344,286.331779,1.0,0.0,0.482344,COMPLETE
randomwalk_686c6aba1ce6_canonical.csv,randomwalk,173,FULL_PERCOLATION,1.8675660915648773,0.0,0.0,1.0,0.50106,72.716735,1.0,0.0,0.50106,COMPLETE
randomwalk_820bc36be3c5_canonical.csv,randomwalk,699,FULL_PERCOLATION,2.222261727073381,0.0,0.0,1.0,0.443551,165.825228,1.0,0.0,0.443551,COMPLETE
randomwalk_943aa1cf1d3b_canonical.csv,randomwalk,719,FULL_PERCOLATION,2.0146417420857663,0.0,0.0,1.0,0.458898,102.428861,1.0,0.0,0.458898,COMPLETE
randomwalk_955c8e204c9d_canonical.csv,randomwalk,414,FULL_PERCOLATION,2.0330006109279846,0.0,0.0,1.0,0.490032,106.894824,1.0,0.0,0.490032,COMPLETE
randomwalk_965b4e1531e8_canonical.csv,randomwalk,252,FULL_PERCOLATION,1.8448094857799038,0.0,0.0,1.0,0.407655,68.953506,1.0,0.0,0.407655,COMPLETE
randomwalk_3208fdd6988d_canonical.csv,randomwalk,888,FULL_PERCOLATION,2.3208351041344275,0.0,0.0,1.0,0.496668,208.33175,1.0,0.0,0.496668,COMPLETE
randomwalk_3338ab0e75e4_canonical.csv,randomwalk,657,FULL_PERCOLATION,2.2914967109260402,0.0,0.0,1.0,0.508081,194.657595,1.0,0.0,0.508081,COMPLETE
randomwalk_5302d7c2de4f_canonical.csv,randomwalk,550,FULL_PERCOLATION,2.2691209122917706,0.0,0.0,1.0,0.465911,184.832176,1.0,0.0,0.465911,COMPLETE
randomwalk_6727c13ad301_canonical.csv,randomwalk,105,FULL_PERCOLATION,1.0413926851582251,0.0,0.0,1.0,0.103232,10.0,1.0,0.0,0.103232,COMPLETE
randomwalk_6729dc0f2c46_canonical.csv,randomwalk,720,FULL_PERCOLATION,2.351326870343216,0.0,0.0,1.0,0.364213,223.557141,1.0,0.0,0.364213,COMPLETE
randomwalk_9010d294fb18_canonical.csv,randomwalk,283,FULL_PERCOLATION,1.6950042418502442,0.0,0.0,1.0,0.290759,48.545503,1.0,0.0,0.290759,COMPLETE
randomwalk_26181dfc9ba4_canonical.csv,randomwalk,45,FULL_PERCOLATION,1.0413926851582251,0.0,0.0,1.0,0.211089,10.0,1.0,0.0,0.211089,COMPLETE
randomwalk_32466ffe638c_canonical.csv,randomwalk,686,FULL_PERCOLATION,2.2341092650919254,0.0,0.0,1.0,0.444434,170.438858,1.0,0.0,0.444434,COMPLETE
randomwalk_33771cd4e91d_canonical.csv,randomwalk,938,FULL_PERCOLATION,2.4704956699112186,0.0,0.0,1.0,0.449656,294.457943,1.0,0.0,0.449656,COMPLETE
randomwalk_72310a0b51c8_canonical.csv,randomwalk,996,FULL_PERCOLATION,2.1984496398125195,0.0,0.0,1.0,0.438011,156.924547,1.0,0.0,0.438011,COMPLETE
randomwalk_83016ff57ae8_canonical.csv,randomwalk,114,FULL_PERCOLATION,1.0413926851582251,0.0,0.0,1.0,0.24027,10.0,1.0,0.0,0.24027,COMPLETE
randomwalk_123614bb44b5_canonical.csv,randomwalk,783,FULL_PERCOLATION,2.4542641035878567,0.0,0.0,1.0,0.47903,283.619141,1.0,0.0,0.47903,COMPLETE
randomwalk_143608c7d350_canonical.csv,randomwalk,578,FULL_PERCOLATION,2.2338224692986963,0.0,0.0,1.0,0.501053,170.325682,1.0,0.0,0.501053,COMPLETE
randomwalk_184506bddf54_canonical.csv,randomwalk,703,TAIL_FRAGMENTATION,0.0,0.0003419540639999983,0.025603999999999953,0.981508,0.430325,,0.981508,0.007112,0.430325,COMPLETE
randomwalk_304963ef2da0_canonical.csv,randomwalk,444,FULL_PERCOLATION,1.914600071302543,0.0,0.0,1.0,0.395107,81.148582,1.0,0.0,0.395107,COMPLETE
randomwalk_549299c50418_canonical.csv,randomwalk,208,FULL_PERCOLATION,1.6931981241115786,0.0,0.0,1.0,0.330852,48.339884,1.0,0.0,0.330852,COMPLETE
randomwalk_5049731a1e7a_canonical.csv,randomwalk,806,FULL_PERCOLATION,2.3514788970853235,0.0,0.0,1.0,0.36742,223.635762,1.0,0.0,0.36742,COMPLETE
randomwalk_20278703a968_canonical.csv,randomwalk,84,FULL_PERCOLATION,1.0413926851582251,0.0,0.0,1.0,0.348,10.0,1.0,0.0,0.348,COMPLETE
randomwalk_33177985d527_canonical.csv,randomwalk,657,FULL_PERCOLATION,2.1037702995127474,0.0,0.0,1.0,0.348428,125.990227,1.0,0.0,0.348428,COMPLETE
randomwalk_067527380f60_canonical.csv,randomwalk,476,FULL_PERCOLATION,2.139131560778336,0.0,0.0,1.0,0.352621,136.762673,1.0,0.0,0.352621,COMPLETE
randomwalk_527806319924_canonical.csv,randomwalk,168,FULL_PERCOLATION,1.0413926851582251,0.0,0.0,1.0,0.336229,10.0,1.0,0.0,0.336229,COMPLETE
randomwalk_800815758444_canonical.csv,randomwalk,172,FULL_PERCOLATION,1.7061662195373217,0.0,0.0,1.0,0.399632,49.835397,1.0,0.0,0.399632,COMPLETE
randomwalk_a2bae8b0658a_canonical.csv,randomwalk,796,FULL_PERCOLATION,2.3431922080751835,0.0,0.0,1.0,0.449301,219.390164,1.0,0.0,0.449301,COMPLETE
randomwalk_a9ef99ac0624_canonical.csv,randomwalk,502,FULL_PERCOLATION,1.956845401966552,0.0,0.0,1.0,0.426904,89.541024,1.0,0.0,0.426904,COMPLETE
randomwalk_a77b8aa9bb6e_canonical.csv,randomwalk,509,FULL_PERCOLATION,2.1129363999204998,0.0,0.0,1.0,0.331364,128.698932,1.0,0.0,0.331364,COMPLETE
randomwalk_aa7a1d64bb9b_canonical.csv,randomwalk,98,FULL_PERCOLATION,0.8048125781686026,0.0,0.0,1.0,0.426322,5.379881,1.0,0.0,0.426322,COMPLETE
randomwalk_abf80efce6e1_canonical.csv,randomwalk,94,FULL_PERCOLATION,1.0413926851582251,0.0,0.0,1.0,0.304447,10.0,1.0,0.0,0.304447,COMPLETE
randomwalk_ad1b0dd0d93f_canonical.csv,randomwalk,348,FULL_PERCOLATION,2.0357178660213675,0.0,0.0,1.0,0.389002,107.572007,1.0,0.0,0.389002,COMPLETE
randomwalk_aeb97c2f9be7_canonical.csv,randomwalk,568,FULL_PERCOLATION,2.2856848198490662,0.0,0.0,1.0,0.433378,192.056674,1.0,0.0,0.433378,COMPLETE
randomwalk_af9364b1e974_canonical.csv,randomwalk,336,FULL_PERCOLATION,2.0343742297309886,0.0,0.0,1.0,0.404083,107.236622,1.0,0.0,0.404083,COMPLETE
randomwalk_afbd3b987d04_canonical.csv,randomwalk,960,FULL_PERCOLATION,2.2167231971627266,0.0,0.0,1.0,0.430553,163.711225,1.0,0.0,0.430553,COMPLETE
randomwalk_b34c4aa481c5_canonical.csv,randomwalk,450,FULL_PERCOLATION,2.08310440571111,0.0,0.0,1.0,0.459899,120.08892,1.0,0.0,0.459899,COMPLETE
randomwalk_b48366acef02_canonical.csv,randomwalk,340,FULL_PERCOLATION,0.8115588535686639,0.0,0.0,1.0,0.236726,5.479759,1.0,0.0,0.236726,COMPLETE
randomwalk_bd69ad937f0e_canonical.csv,randomwalk,640,FULL_PERCOLATION,2.0878685447220504,0.0,0.0,1.0,0.425149,121.424558,1.0,0.0,0.425149,COMPLETE
randomwalk_c0a79c5b4f72_canonical.csv,randomwalk,797,FULL_PERCOLATION,2.2024644247572795,0.0,0.0,1.0,0.405546,158.391231,1.0,0.0,0.405546,COMPLETE
randomwalk_c3e411a57479_canonical.csv,randomwalk,843,FULL_PERCOLATION,2.342561080263317,0.0,0.0,1.0,0.449111,219.07012,1.0,0.0,0.449111,COMPLETE
randomwalk_cb1dc8842186_canonical.csv,randomwalk,504,FULL_PERCOLATION,1.0413926851582251,0.0,0.0,1.0,0.343033,10.0,1.0,0.0,0.343033,COMPLETE
randomwalk_d6a9b0201c36_canonical.csv,randomwalk,610,FULL_PERCOLATION,2.314625426601158,0.0,0.0,1.0,0.478875,205.359956,1.0,0.0,0.478875,COMPLETE
randomwalk_d228bfbb1fd8_canonical.csv,randomwalk,440,FULL_PERCOLATION,2.154899683408102,0.0,0.0,1.0,0.514559,141.856394,1.0,0.0,0.514559,COMPLETE
randomwalk_d8205f8f67af_canonical.csv,randomwalk,773,FULL_PERCOLATION,2.360101139986396,0.0,0.0,1.0,0.485799,228.140122,1.0,0.0,0.485799,COMPLETE
randomwalk_da62f24b7ee7_canonical.csv,randomwalk,901,FULL_PERCOLATION,2.246711099197641,0.0,0.0,1.0,0.391827,175.486341,1.0,0.0,0.391827,COMPLETE
randomwalk_da5507a7c4de_canonical.csv,randomwalk,423,FULL_PERCOLATION,2.087451047421762,0.0,0.0,1.0,0.43294,121.306925,1.0,0.0,0.43294,COMPLETE
randomwalk_df9a1202255f_canonical.csv,randomwalk,43,HARD_FRAGMENTATION,0.0,0.0005408415360000025,0.04651200000000005,0.976744,0.174992,,0.976744,0.023256,0.174992,COMPLETE
randomwalk_e61aea9d1bc2_canonical.csv,randomwalk,769,FULL_PERCOLATION,2.2338948956603155,0.0,0.0,1.0,0.408661,170.354256,1.0,0.0,0.408661,COMPLETE
randomwalk_e98c56a320fb_canonical.csv,randomwalk,549,FULL_PERCOLATION,2.113875426678933,0.0,0.0,1.0,0.390309,128.979669,1.0,0.0,0.390309,COMPLETE
randomwalk_e237ea51ce69_canonical.csv,randomwalk,438,FULL_PERCOLATION,2.1456936325865095,0.0,0.0,1.0,0.466919,138.860035,1.0,0.0,0.466919,COMPLETE
randomwalk_ec315fae9507_canonical.csv,randomwalk,467,FULL_PERCOLATION,2.1742043662016535,0.0,0.0,1.0,0.470029,148.349704,1.0,0.0,0.470029,COMPLETE
randomwalk_ece708d729d4_canonical.csv,randomwalk,859,FULL_PERCOLATION,2.377253966808114,0.0,0.0,1.0,0.411151,237.371301,1.0,0.0,0.411151,COMPLETE
randomwalk_f81a10913e85_canonical.csv,randomwalk,762,FULL_PERCOLATION,2.336406690644616,0.0,0.0,1.0,0.39634,215.973498,1.0,0.0,0.39634,COMPLETE
randomwalk_f83ea09e56ac_canonical.csv,randomwalk,680,HARD_FRAGMENTATION,0.0,0.0009536979239999978,0.03823499999999996,0.969118,0.412687,,0.969118,0.007353,0.412687,COMPLETE
randomwalk_f58153b9040b_canonical.csv,randomwalk,569,FULL_PERCOLATION,2.106334656569176,0.0,0.0,1.0,0.387927,126.742278,1.0,0.0,0.387927,COMPLETE
shuffle_00dddb653725_canonical.csv,shuffle,171,FULL_PERCOLATION,3.4719304832228888,0.0,0.0,1.0,0.950202,2963.356852,1.0,0.0,0.950202,COMPLETE
shuffle_0a1d4d858920_canonical.csv,shuffle,199,FULL_PERCOLATION,3.951453010808066,0.0,0.0,1.0,0.971982,8941.377732,1.0,0.0,0.971982,COMPLETE
