file,source,length,seed,path
shuffle_0111_L_deepL_hBkgeff;1_s01.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hBkgeff;1.txt,193,3353205654,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0111_L_deepL_hBkgeff;1_s01.csv
shuffle_0112_L_deepL_hBkgeff;1_s02.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hBkgeff;1.txt,193,2386485524,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0112_L_deepL_hBkgeff;1_s02.csv
shuffle_0113_L_deepL_hBkgeff;1_s03.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hBkgeff;1.txt,193,1971028246,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0113_L_deepL_hBkgeff;1_s03.csv
shuffle_0114_L_deepL_hBkgeff;1_s04.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hBkgeff;1.txt,193,2171562312,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0114_L_deepL_hBkgeff;1_s04.csv
shuffle_0115_L_deepL_hBkgRejective;1_s00.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hBkgRejective;1.txt,193,2442724835,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0115_L_deepL_hBkgRejective;1_s00.csv
shuffle_0116_L_deepL_hBkgRejective;1_s01.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hBkgRejective;1.txt,193,160040410,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0116_L_deepL_hBkgRejective;1_s01.csv
shuffle_0117_L_deepL_hBkgRejective;1_s02.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hBkgRejective;1.txt,193,600423534,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0117_L_deepL_hBkgRejective;1_s02.csv
shuffle_0118_L_deepL_hBkgRejective;1_s03.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hBkgRejective;1.txt,193,1054333581,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0118_L_deepL_hBkgRejective;1_s03.csv
shuffle_0119_L_deepL_hBkgRejective;1_s04.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hBkgRejective;1.txt,193,491902919,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0119_L_deepL_hBkgRejective;1_s04.csv
shuffle_0120_L_deepL_hSigeff;1_s00.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigeff;1.txt,151,1888125925,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0120_L_deepL_hSigeff;1_s00.csv
shuffle_0121_L_deepL_hSigeff;1_s01.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigeff;1.txt,151,2870768860,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0121_L_deepL_hSigeff;1_s01.csv
shuffle_0122_L_deepL_hSigeff;1_s02.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigeff;1.txt,151,2810750550,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0122_L_deepL_hSigeff;1_s02.csv
shuffle_0123_L_deepL_hSigeff;1_s03.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigeff;1.txt,151,2023342797,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0123_L_deepL_hSigeff;1_s03.csv
shuffle_0124_L_deepL_hSigeff;1_s04.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigeff;1.txt,151,3672540667,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0124_L_deepL_hSigeff;1_s04.csv
shuffle_0125_L_deepL_hSigeff_purity;1_s00.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigeff_purity;1.txt,199,2427670590,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0125_L_deepL_hSigeff_purity;1_s00.csv
shuffle_0126_L_deepL_hSigeff_purity;1_s01.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigeff_purity;1.txt,199,340150258,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0126_L_deepL_hSigeff_purity;1_s01.csv
shuffle_0127_L_deepL_hSigeff_purity;1_s02.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigeff_purity;1.txt,199,3285645073,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0127_L_deepL_hSigeff_purity;1_s02.csv
shuffle_0128_L_deepL_hSigeff_purity;1_s03.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigeff_purity;1.txt,199,2467890886,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0128_L_deepL_hSigeff_purity;1_s03.csv
shuffle_0129_L_deepL_hSigeff_purity;1_s04.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigeff_purity;1.txt,199,2726094425,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0129_L_deepL_hSigeff_purity;1_s04.csv
shuffle_0130_L_deepL_hSigpur;1_s00.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigpur;1.txt,199,2428259942,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0130_L_deepL_hSigpur;1_s00.csv
shuffle_0131_L_deepL_hSigpur;1_s01.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigpur;1.txt,199,2377605420,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0131_L_deepL_hSigpur;1_s01.csv
shuffle_0132_L_deepL_hSigpur;1_s02.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigpur;1.txt,199,388979834,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0132_L_deepL_hSigpur;1_s02.csv
shuffle_0133_L_deepL_hSigpur;1_s03.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigpur;1.txt,199,2401776466,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0133_L_deepL_hSigpur;1_s03.csv
shuffle_0134_L_deepL_hSigpur;1_s04.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigpur;1.txt,199,3414123689,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0134_L_deepL_hSigpur;1_s04.csv
shuffle_0135_L_deepL_hSigSB;1_s00.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigSB;1.txt,199,1305455729,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0135_L_deepL_hSigSB;1_s00.csv
shuffle_0136_L_deepL_hSigSB;1_s01.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigSB;1.txt,199,2589170541,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0136_L_deepL_hSigSB;1_s01.csv
shuffle_0137_L_deepL_hSigSB;1_s02.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigSB;1.txt,199,132361590,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0137_L_deepL_hSigSB;1_s02.csv
shuffle_0138_L_deepL_hSigSB;1_s03.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigSB;1.txt,199,1492497707,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0138_L_deepL_hSigSB;1_s03.csv
shuffle_0139_L_deepL_hSigSB;1_s04.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigSB;1.txt,199,1875686903,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0139_L_deepL_hSigSB;1_s04.csv
shuffle_0140_L_deepL_hSigSB_ratio_0;1_s00.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigSB_ratio_0;1.txt,199,4220829261,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0140_L_deepL_hSigSB_ratio_0;1_s00.csv
shuffle_0141_L_deepL_hSigSB_ratio_0;1_s01.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigSB_ratio_0;1.txt,199,921634150,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0141_L_deepL_hSigSB_ratio_0;1_s01.csv
shuffle_0142_L_deepL_hSigSB_ratio_0;1_s02.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigSB_ratio_0;1.txt,199,1187766037,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0142_L_deepL_hSigSB_ratio_0;1_s02.csv
shuffle_0143_L_deepL_hSigSB_ratio_0;1_s03.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigSB_ratio_0;1.txt,199,1754617163,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0143_L_deepL_hSigSB_ratio_0;1_s03.csv
shuffle_0144_L_deepL_hSigSB_ratio_0;1_s04.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigSB_ratio_0;1.txt,199,4263466368,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0144_L_deepL_hSigSB_ratio_0;1_s04.csv
shuffle_0145_L_deepL_hSigSB_ratio_1;1_s00.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigSB_ratio_1;1.txt,199,3665338288,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0145_L_deepL_hSigSB_ratio_1;1_s00.csv
shuffle_0146_L_deepL_hSigSB_ratio_1;1_s01.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigSB_ratio_1;1.txt,199,149005148,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0146_L_deepL_hSigSB_ratio_1;1_s01.csv
shuffle_0147_L_deepL_hSigSB_ratio_1;1_s02.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigSB_ratio_1;1.txt,199,1004762440,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0147_L_deepL_hSigSB_ratio_1;1_s02.csv
shuffle_0148_L_deepL_hSigSB_ratio_1;1_s03.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigSB_ratio_1;1.txt,199,3529064889,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0148_L_deepL_hSigSB_ratio_1;1_s03.csv
shuffle_0149_L_deepL_hSigSB_ratio_1;1_s04.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigSB_ratio_1;1.txt,199,250408367,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0149_L_deepL_hSigSB_ratio_1;1_s04.csv
shuffle_0150_L_deepL_hSigSB_ratio_2;1_s00.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigSB_ratio_2;1.txt,199,3675078330,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0150_L_deepL_hSigSB_ratio_2;1_s00.csv
shuffle_0151_L_deepL_hSigSB_ratio_2;1_s01.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigSB_ratio_2;1.txt,199,1208534612,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0151_L_deepL_hSigSB_ratio_2;1_s01.csv
shuffle_0152_L_deepL_hSigSB_ratio_2;1_s02.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigSB_ratio_2;1.txt,199,3941285892,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0152_L_deepL_hSigSB_ratio_2;1_s02.csv
shuffle_0153_L_deepL_hSigSB_ratio_2;1_s03.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigSB_ratio_2;1.txt,199,1260975586,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0153_L_deepL_hSigSB_ratio_2;1_s03.csv
shuffle_0154_L_deepL_hSigSB_ratio_2;1_s04.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigSB_ratio_2;1.txt,199,1865376475,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0154_L_deepL_hSigSB_ratio_2;1_s04.csv
shuffle_0155_L_deepL_hSigSB_ratio_3;1_s00.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigSB_ratio_3;1.txt,199,2842909782,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0155_L_deepL_hSigSB_ratio_3;1_s00.csv
shuffle_0156_L_deepL_hSigSB_ratio_3;1_s01.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigSB_ratio_3;1.txt,199,542371627,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0156_L_deepL_hSigSB_ratio_3;1_s01.csv
shuffle_0157_L_deepL_hSigSB_ratio_3;1_s02.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigSB_ratio_3;1.txt,199,2392434876,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0157_L_deepL_hSigSB_ratio_3;1_s02.csv
shuffle_0158_L_deepL_hSigSB_ratio_3;1_s03.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigSB_ratio_3;1.txt,199,2169025036,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0158_L_deepL_hSigSB_ratio_3;1_s03.csv
shuffle_0159_L_deepL_hSigSB_ratio_3;1_s04.csv,CLE_PILOT_I\neutrino\raw\L_deepL_hSigSB_ratio_3;1.txt,199,3366817170,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0159_L_deepL_hSigSB_ratio_3;1_s04.csv
shuffle_0160_L_deepL_MVA_BDTG_rejBvsS;1_s00.csv,CLE_PILOT_I\neutrino\raw\L_deepL_MVA_BDTG_rejBvsS;1.txt,87,4278246587,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0160_L_deepL_MVA_BDTG_rejBvsS;1_s00.csv
shuffle_0161_L_deepL_MVA_BDTG_rejBvsS;1_s01.csv,CLE_PILOT_I\neutrino\raw\L_deepL_MVA_BDTG_rejBvsS;1.txt,87,2853204928,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0161_L_deepL_MVA_BDTG_rejBvsS;1_s01.csv
shuffle_0162_L_deepL_MVA_BDTG_rejBvsS;1_s02.csv,CLE_PILOT_I\neutrino\raw\L_deepL_MVA_BDTG_rejBvsS;1.txt,87,1757442386,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0162_L_deepL_MVA_BDTG_rejBvsS;1_s02.csv
shuffle_0163_L_deepL_MVA_BDTG_rejBvsS;1_s03.csv,CLE_PILOT_I\neutrino\raw\L_deepL_MVA_BDTG_rejBvsS;1.txt,87,1745418278,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0163_L_deepL_MVA_BDTG_rejBvsS;1_s03.csv
shuffle_0164_L_deepL_MVA_BDTG_rejBvsS;1_s04.csv,CLE_PILOT_I\neutrino\raw\L_deepL_MVA_BDTG_rejBvsS;1.txt,87,1795119142,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0164_L_deepL_MVA_BDTG_rejBvsS;1_s04.csv
shuffle_0165_L_deepL_test_B;1_s00.csv,CLE_PILOT_I\neutrino\raw\L_deepL_test_B;1.txt,32,3496190929,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0165_L_deepL_test_B;1_s00.csv
shuffle_0166_L_deepL_test_B;1_s01.csv,CLE_PILOT_I\neutrino\raw\L_deepL_test_B;1.txt,32,1379611065,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0166_L_deepL_test_B;1_s01.csv
shuffle_0167_L_deepL_test_B;1_s02.csv,CLE_PILOT_I\neutrino\raw\L_deepL_test_B;1.txt,32,717143229,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0167_L_deepL_test_B;1_s02.csv
shuffle_0168_L_deepL_test_B;1_s03.csv,CLE_PILOT_I\neutrino\raw\L_deepL_test_B;1.txt,32,1435770812,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0168_L_deepL_test_B;1_s03.csv
shuffle_0169_L_deepL_test_B;1_s04.csv,CLE_PILOT_I\neutrino\raw\L_deepL_test_B;1.txt,32,97547610,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0169_L_deepL_test_B;1_s04.csv
shuffle_0170_L_deepL_test_S;1_s00.csv,CLE_PILOT_I\neutrino\raw\L_deepL_test_S;1.txt,64,455878921,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0170_L_deepL_test_S;1_s00.csv
shuffle_0171_L_deepL_test_S;1_s01.csv,CLE_PILOT_I\neutrino\raw\L_deepL_test_S;1.txt,64,386752616,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0171_L_deepL_test_S;1_s01.csv
shuffle_0172_L_deepL_test_S;1_s02.csv,CLE_PILOT_I\neutrino\raw\L_deepL_test_S;1.txt,64,3313792383,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0172_L_deepL_test_S;1_s02.csv
shuffle_0173_L_deepL_test_S;1_s03.csv,CLE_PILOT_I\neutrino\raw\L_deepL_test_S;1.txt,64,3102509785,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0173_L_deepL_test_S;1_s03.csv
shuffle_0174_L_deepL_test_S;1_s04.csv,CLE_PILOT_I\neutrino\raw\L_deepL_test_S;1.txt,64,2992607764,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0174_L_deepL_test_S;1_s04.csv
shuffle_0175_L_deepL_train_B;1_s00.csv,CLE_PILOT_I\neutrino\raw\L_deepL_train_B;1.txt,70,1983747597,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0175_L_deepL_train_B;1_s00.csv
shuffle_0176_L_deepL_train_B;1_s01.csv,CLE_PILOT_I\neutrino\raw\L_deepL_train_B;1.txt,70,3079742859,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0176_L_deepL_train_B;1_s01.csv
shuffle_0177_L_deepL_train_B;1_s02.csv,CLE_PILOT_I\neutrino\raw\L_deepL_train_B;1.txt,70,692657015,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0177_L_deepL_train_B;1_s02.csv
shuffle_0178_L_deepL_train_B;1_s03.csv,CLE_PILOT_I\neutrino\raw\L_deepL_train_B;1.txt,70,3868140665,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0178_L_deepL_train_B;1_s03.csv
shuffle_0179_L_deepL_train_B;1_s04.csv,CLE_PILOT_I\neutrino\raw\L_deepL_train_B;1.txt,70,2151970921,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0179_L_deepL_train_B;1_s04.csv
shuffle_0180_L_deepL_train_S;1_s00.csv,CLE_PILOT_I\neutrino\raw\L_deepL_train_S;1.txt,84,4028900048,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0180_L_deepL_train_S;1_s00.csv
shuffle_0181_L_deepL_train_S;1_s01.csv,CLE_PILOT_I\neutrino\raw\L_deepL_train_S;1.txt,84,654175498,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0181_L_deepL_train_S;1_s01.csv
shuffle_0182_L_deepL_train_S;1_s02.csv,CLE_PILOT_I\neutrino\raw\L_deepL_train_S;1.txt,84,2136016411,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0182_L_deepL_train_S;1_s02.csv
shuffle_0183_L_deepL_train_S;1_s03.csv,CLE_PILOT_I\neutrino\raw\L_deepL_train_S;1.txt,84,2990673237,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0183_L_deepL_train_S;1_s03.csv
shuffle_0184_L_deepL_train_S;1_s04.csv,CLE_PILOT_I\neutrino\raw\L_deepL_train_S;1.txt,84,2128696905,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0184_L_deepL_train_S;1_s04.csv
shuffle_0185_L_Fib_Phi_s00.csv,CLE_PILOT_I\neutrino\raw\L_Fib_Phi.txt,10650,1916226611,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0185_L_Fib_Phi_s00.csv
shuffle_0186_L_Fib_Phi_s01.csv,CLE_PILOT_I\neutrino\raw\L_Fib_Phi.txt,10650,713884097,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0186_L_Fib_Phi_s01.csv
shuffle_0187_L_Fib_Phi_s02.csv,CLE_PILOT_I\neutrino\raw\L_Fib_Phi.txt,10650,1636473704,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0187_L_Fib_Phi_s02.csv
shuffle_0188_L_Fib_Phi_s03.csv,CLE_PILOT_I\neutrino\raw\L_Fib_Phi.txt,10650,1025493302,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0188_L_Fib_Phi_s03.csv
shuffle_0189_L_Fib_Phi_s04.csv,CLE_PILOT_I\neutrino\raw\L_Fib_Phi.txt,10650,1294984561,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0189_L_Fib_Phi_s04.csv
shuffle_0190_L_Fib_Theta_s00.csv,CLE_PILOT_I\neutrino\raw\L_Fib_Theta.txt,10650,2936471983,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0190_L_Fib_Theta_s00.csv
shuffle_0191_L_Fib_Theta_s01.csv,CLE_PILOT_I\neutrino\raw\L_Fib_Theta.txt,10650,2707043123,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0191_L_Fib_Theta_s01.csv
shuffle_0192_L_Fib_Theta_s02.csv,CLE_PILOT_I\neutrino\raw\L_Fib_Theta.txt,10650,2607888815,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0192_L_Fib_Theta_s02.csv
shuffle_0193_L_Fib_Theta_s03.csv,CLE_PILOT_I\neutrino\raw\L_Fib_Theta.txt,10650,1553973328,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0193_L_Fib_Theta_s03.csv
shuffle_0194_L_Fib_Theta_s04.csv,CLE_PILOT_I\neutrino\raw\L_Fib_Theta.txt,10650,4121848259,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0194_L_Fib_Theta_s04.csv
shuffle_0195_L_Fib_X_s00.csv,CLE_PILOT_I\neutrino\raw\L_Fib_X.txt,10650,376453535,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0195_L_Fib_X_s00.csv
shuffle_0196_L_Fib_X_s01.csv,CLE_PILOT_I\neutrino\raw\L_Fib_X.txt,10650,1471416171,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0196_L_Fib_X_s01.csv
shuffle_0197_L_Fib_X_s02.csv,CLE_PILOT_I\neutrino\raw\L_Fib_X.txt,10650,506831489,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0197_L_Fib_X_s02.csv
shuffle_0198_L_Fib_X_s03.csv,CLE_PILOT_I\neutrino\raw\L_Fib_X.txt,10650,1455752560,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0198_L_Fib_X_s03.csv
shuffle_0199_L_Fib_X_s04.csv,CLE_PILOT_I\neutrino\raw\L_Fib_X.txt,10650,4131319010,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0199_L_Fib_X_s04.csv
shuffle_0200_L_Fib_Y_s00.csv,CLE_PILOT_I\neutrino\raw\L_Fib_Y.txt,10650,1573089912,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0200_L_Fib_Y_s00.csv
shuffle_0201_L_Fib_Y_s01.csv,CLE_PILOT_I\neutrino\raw\L_Fib_Y.txt,10650,3902324351,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0201_L_Fib_Y_s01.csv
shuffle_0202_L_Fib_Y_s02.csv,CLE_PILOT_I\neutrino\raw\L_Fib_Y.txt,10650,2126290812,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0202_L_Fib_Y_s02.csv
shuffle_0203_L_Fib_Y_s03.csv,CLE_PILOT_I\neutrino\raw\L_Fib_Y.txt,10650,3005219255,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0203_L_Fib_Y_s03.csv
shuffle_0204_L_Fib_Y_s04.csv,CLE_PILOT_I\neutrino\raw\L_Fib_Y.txt,10650,1964593143,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0204_L_Fib_Y_s04.csv
shuffle_0205_L_Fib_Z_s00.csv,CLE_PILOT_I\neutrino\raw\L_Fib_Z.txt,10650,1141902788,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0205_L_Fib_Z_s00.csv
shuffle_0206_L_Fib_Z_s01.csv,CLE_PILOT_I\neutrino\raw\L_Fib_Z.txt,10650,3282340506,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0206_L_Fib_Z_s01.csv
shuffle_0207_L_Fib_Z_s02.csv,CLE_PILOT_I\neutrino\raw\L_Fib_Z.txt,10650,4162580843,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0207_L_Fib_Z_s02.csv
shuffle_0208_L_Fib_Z_s03.csv,CLE_PILOT_I\neutrino\raw\L_Fib_Z.txt,10650,1131830657,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0208_L_Fib_Z_s03.csv
shuffle_0209_L_Fib_Z_s04.csv,CLE_PILOT_I\neutrino\raw\L_Fib_Z.txt,10650,3344709663,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0209_L_Fib_Z_s04.csv
shuffle_0210_L_sig2pp_s00.csv,CLE_PILOT_I\neutrino\raw\L_sig2pp.txt,3936,1121587763,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0210_L_sig2pp_s00.csv
shuffle_0211_L_sig2pp_s01.csv,CLE_PILOT_I\neutrino\raw\L_sig2pp.txt,3936,3079019916,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0211_L_sig2pp_s01.csv
shuffle_0212_L_sig2pp_s02.csv,CLE_PILOT_I\neutrino\raw\L_sig2pp.txt,3936,3388757380,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0212_L_sig2pp_s02.csv
shuffle_0213_L_sig2pp_s03.csv,CLE_PILOT_I\neutrino\raw\L_sig2pp.txt,3936,1929992954,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0213_L_sig2pp_s03.csv
shuffle_0214_L_sig2pp_s04.csv,CLE_PILOT_I\neutrino\raw\L_sig2pp.txt,3936,3165045575,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0214_L_sig2pp_s04.csv
shuffle_0215_L_sig2pp;1_sig_hit_s00.csv,CLE_PILOT_I\neutrino\raw\L_sig2pp;1_sig_hit.txt,172,1169268603,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0215_L_sig2pp;1_sig_hit_s00.csv
shuffle_0216_L_sig2pp;1_sig_hit_s01.csv,CLE_PILOT_I\neutrino\raw\L_sig2pp;1_sig_hit.txt,172,340391250,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0216_L_sig2pp;1_sig_hit_s01.csv
shuffle_0217_L_sig2pp;1_sig_hit_s02.csv,CLE_PILOT_I\neutrino\raw\L_sig2pp;1_sig_hit.txt,172,413996029,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0217_L_sig2pp;1_sig_hit_s02.csv
shuffle_0218_L_sig2pp;1_sig_hit_s03.csv,CLE_PILOT_I\neutrino\raw\L_sig2pp;1_sig_hit.txt,172,1919952255,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0218_L_sig2pp;1_sig_hit_s03.csv
shuffle_0219_L_sig2pp;1_sig_hit_s04.csv,CLE_PILOT_I\neutrino\raw\L_sig2pp;1_sig_hit.txt,172,3876647773,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0219_L_sig2pp;1_sig_hit_s04.csv
shuffle_0220_L_sig2pp;1_sig_phi_s00.csv,CLE_PILOT_I\neutrino\raw\L_sig2pp;1_sig_phi.txt,149,547938396,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0220_L_sig2pp;1_sig_phi_s00.csv
shuffle_0221_L_sig2pp;1_sig_phi_s01.csv,CLE_PILOT_I\neutrino\raw\L_sig2pp;1_sig_phi.txt,149,1957544258,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0221_L_sig2pp;1_sig_phi_s01.csv
shuffle_0222_L_sig2pp;1_sig_phi_s02.csv,CLE_PILOT_I\neutrino\raw\L_sig2pp;1_sig_phi.txt,149,3023794674,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0222_L_sig2pp;1_sig_phi_s02.csv
shuffle_0223_L_sig2pp;1_sig_phi_s03.csv,CLE_PILOT_I\neutrino\raw\L_sig2pp;1_sig_phi.txt,149,869144032,CLE_PILOT_I\adversarial\raw\shuffle\shuffle_0223_L_sig2pp;1_sig_phi_s03.csv
