sample_index,trajectory_role,evolution_direction,redshift,scale_factor,ln_scale_factor,contraction_elapsed_time_Gyr,time_to_numerical_cutoff_Gyr,H_signed_km_s_Mpc,H_magnitude_km_s_Mpc,E_of_a,E2_of_a,Omega_m_planck,Omega_r_effective,Omega_Lambda_planck,Omega_Lambda_dynamic,present_closure_planck_plus_radiation,present_closure_dynamic,rho_m_relative_to_rho_crit0,rho_r_relative_to_rho_crit0,rho_lambda_relative_to_rho_crit0,rho_total_relative_to_rho_crit0,fraction_matter_at_a,fraction_radiation_at_a,fraction_lambda_at_a,ricci_scalar_over_6H0sq,scale_factor_margin_component,density_margin_component,curvature_margin_component,boundary_margin_candidate,distance_to_cutoff_log_a
1120,classical_singular_approach,contraction,172.780082875,0.00575439937337,-5.15779060831,13.7898079242,0.00709954625259,-88838.681145,88838.681145,1319.61277829,1741377.88462,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,1657324.64082,84052.5596837,0.684111138201,1741377.88462,0.951731761074,0.0482678460696,3.9285622279e-07,828663.688634,0.00575439937337,5.74257566135e-07,1.20676072447e-06,5.74257566135e-07,13.2628901356
1121,classical_singular_approach,contraction,173.582215292,0.00572796030986,-5.16239577849,13.7898584332,0.00704903726678,-89464.4456402,89464.4456402,1328.90790529,1765996.22074,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,1680380.32319,85615.2134377,0.684111138201,1765996.22074,0.951519773064,0.0484798395558,3.8737972945e-07,840191.529818,0.00572796030986,5.66252306773e-07,1.19020339328e-06,5.66252306773e-07,13.2582849655
1122,classical_singular_approach,contraction,174.388050184,0.00570164272281,-5.16700094868,13.7899085889,0.00699888158137,-90094.6619867,90094.6619867,1338.26916024,1790964.34526,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,1703756.74205,87206.9190941,0.684111138201,1790964.34526,0.951306901538,0.0486927164826,3.81979205791e-07,851879.739248,0.00570164272281,5.583580959e-07,1.17387323592e-06,5.583580959e-07,13.2536797953
1123,classical_singular_approach,contraction,175.197604641,0.00567544605409,-5.17160611886,13.7899583937,0.00694907674949,-90729.3623484,90729.3623484,1347.69702091,1816287.26017,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,1727458.35929,88828.216768,0.684111138201,1816287.26017,0.951093143234,0.0489064801124,3.76653601665e-07,863730.547868,0.00567544605409,5.50573398468e-07,1.15776713548e-06,5.50573398468e-07,13.2490746251
1124,classical_singular_approach,contraction,176.010895832,0.00564936974812,-5.17621128905,13.7900078501,0.00689962034117,-91368.579127,91368.579127,1357.19196859,1841970.0396,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,1751489.69887,90479.656616,0.684111138201,1841970.0396,0.950878494882,0.049121133716,3.71401881406e-07,875746.217659,0.00564936974812,5.428967006e-07,1.14188201782e-06,5.428967006e-07,13.2444694549
1125,classical_singular_approach,contraction,176.827941004,0.0056234132519,-5.18081645924,13.7900569605,0.0068505099432,-92012.3449639,92012.3449639,1366.75448813,1868017.83082,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,1775855.34769,92161.7990232,0.684111138201,1868017.83082,0.950662953204,0.0493366805726,3.66223023631e-07,887929.042066,0.0056234132519,5.35326509294e-07,1.12621485097e-06,5.35326509294e-07,13.2398642847
1126,classical_singular_approach,contraction,177.648757485,0.00559757601495,-5.18542162942,13.7901057273,0.006801743159,-92660.6927415,92660.6927415,1376.38506798,1894435.85535,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,1800559.95644,93875.2147926,0.684111138201,1894435.85535,0.950446514914,0.0495531239697,3.61116021042e-07,900281.346443,0.00559757601495,5.27861352137e-07,1.11076264458e-06,5.27861352137e-07,13.2352591145
1127,classical_singular_approach,contraction,178.473362683,0.00557185748932,-5.19002679961,13.7901541528,0.00675331760851,-93313.655586,93313.655586,1386.08420018,1921229.40999,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,1825608.24054,95620.4853395,0.684111138201,1921229.40999,0.950229176717,0.0497704672031,3.56079880229e-07,912805.488491,0.00557185748932,5.20499777018e-07,1.09552244929e-06,5.20499777018e-07,13.2306539443
1128,classical_singular_approach,contraction,179.301774086,0.00554625712958,-5.19463196979,13.7902022395,0.00670523092811,-93971.2668683,93971.2668683,1395.85238044,1948403.86798,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,1851004.98098,97398.2028883,0.684111138201,1948403.86798,0.950010935309,0.0499887135769,3.51113621485e-07,925503.85871,0.00554625712958,5.13240351857e-07,1.08049135625e-06,5.13240351857e-07,13.2260487742
1129,classical_singular_approach,contraction,180.134009262,0.00552077439281,-5.19923713998,13.7902499897,0.00665748077046,-94633.5602067,94633.5602067,1405.69010811,1975964.68005,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,1876755.02527,99208.970674,0.684111138201,1975964.68005,0.94979178738,0.0502078664035,3.46216278614e-07,938378.880856,0.00552077439281,5.0608166432e-07,1.06566649648e-06,5.0608166432e-07,13.221443604
1130,classical_singular_approach,contraction,180.970085861,0.00549540873858,-5.20384231017,13.7902974056,0.00661006480443,-95300.569468,95300.569468,1415.59788627,2003917.37561,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,1902863.28836,101053.403146,0.684111138201,2003917.37561,0.94957172961,0.0504279290035,3.41386898744e-07,951433.012401,0.00549540873858,4.99022321552e-07,1.0510450404e-06,4.99022321552e-07,13.2168384338
1131,classical_singular_approach,contraction,181.810021614,0.00547015962894,-5.20844748035,13.7903444897,0.00656298071493,-95972.32877,95972.32877,1425.57622169,2032267.56385,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,1929334.75356,102932.126178,0.684111138201,2032267.56385,0.94935075867,0.0506489047058,3.36624542146e-07,964668.745005,0.00547015962894,4.92060949909e-07,1.03662419722e-06,4.92060949909e-07,13.2122332636
1132,classical_singular_approach,contraction,182.653834335,0.00544502652842,-5.21305265054,13.7903912442,0.00651622620289,-96648.8724832,96648.8724832,1435.62562492,2061020.93493,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,1956174.47354,104845.777279,0.684111138201,2061020.93493,0.949128871224,0.0508707968476,3.31928282051e-07,978088.604991,0.00544502652842,4.8519619469e-07,1.02240121447e-06,4.8519619469e-07,13.2076280934
1133,classical_singular_approach,contraction,183.501541918,0.00542000890402,-5.21765782072,13.7904376714,0.00646979898505,-97330.2352328,97330.2352328,1445.74661028,2090183.26113,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,1983387.57121,106795.005811,0.684111138201,2090183.26113,0.948906063929,0.0510936087743,3.27297204472e-07,991695.153826,0.00542000890402,4.78426719882e-07,1.00837337741e-06,4.78426719882e-07,13.2030229232
1134,classical_singular_approach,contraction,184.353162341,0.00539510622515,-5.22226299091,13.7904837736,0.00642369679392,-98016.4519005,98016.4519005,1455.9396959,2119760.39809,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,2010979.24078,108780.473206,0.684111138201,2119760.39809,0.94868233343,0.0513173438393,3.22730408029e-07,1005490.98861,0.00539510622515,4.71751207895e-07,9.94538008585e-07,4.71751207895e-07,13.198417753
1135,classical_singular_approach,contraction,185.208713666,0.0053703179637,-5.2268681611,13.7905295531,0.00637791737765,-98707.5576266,98707.5576266,1466.20540376,2149758.28601,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,2038954.7487,110802.853196,0.684111138201,2149758.28601,0.948457676368,0.0515420054046,3.18227003777e-07,1019478.74257,0.0053703179637,4.65168359317e-07,9.80892467246e-07,4.65168359317e-07,13.1938125829
1136,classical_singular_approach,contraction,186.068214037,0.00534564359397,-5.23147333128,13.7905750119,0.00633245849991,-99403.5878119,99403.5878119,1476.5442597,2180182.95086,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,2067319.43471,112862.832037,0.684111138201,2180182.95086,0.948232089374,0.0517675968399,3.13786115028e-07,1033661.08558,0.00534564359397,4.58676892657e-07,9.67434148889e-07,4.58676892657e-07,13.1892074127
1137,classical_singular_approach,contraction,186.93168168,0.00532108259267,-5.23607850147,13.7906201525,0.0062873179398,-100104.57812,100104.57812,1486.95679348,2211040.50566,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,2096078.71281,114961.108745,0.684111138201,2211040.50566,0.94800556907,0.0519941215233,3.09406877191e-07,1048040.72463,0.00532108259267,4.52275544099e-07,9.54160484743e-07,4.52275544099e-07,13.1846022425
1138,classical_singular_approach,contraction,187.79913491,0.00529663443892,-5.24068367165,13.7906649769,0.00624249349175,-100810.564478,100810.564478,1497.44353875,2242337.15176,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,2125238.07232,117098.395328,0.684111138201,2242337.15176,0.94777811207,0.0522215828412,3.050884376e-07,1062620.40438,0.00529663443892,4.45963067264e-07,9.41068941278e-07,4.45963067264e-07,13.1799970723
1139,classical_singular_approach,contraction,188.670592121,0.00527229861423,-5.24528884184,13.7907094875,0.00619798296539,-101521.583082,101521.583082,1508.00503317,2274079.18007,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,2154803.07892,119275.417036,0.684111138201,2274079.18007,0.947549714982,0.0524499841878,3.00829955349e-07,1077402.90768,0.00527229861423,4.39738232963e-07,9.28157019729e-07,4.39738232963e-07,13.1753919021
1140,classical_singular_approach,contraction,189.546071796,0.0052480746025,-5.24989401203,13.7907536862,0.00615378418544,-102237.670394,102237.670394,1518.64181835,2306272.97245,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,2184779.37574,121492.9126,0.684111138201,2306272.97245,0.947320374404,0.0526793289654,2.96630601136e-07,1092391.05609,0.0052480746025,4.33599828965e-07,9.15422255611e-07,4.33599828965e-07,13.1707867319
1141,classical_singular_approach,contraction,190.425592502,0.00522396188999,-5.25449918221,13.7907975754,0.00610989499167,-102958.863148,102958.863148,1529.35443995,2338925.00298,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,2215172.68439,123751.634484,0.684111138201,2338925.00298,0.947090086926,0.0529096205847,2.92489557095e-07,1107587.71041,0.00522396188999,4.2754665976e-07,9.02862218255e-07,4.2754665976e-07,13.1661815617
1142,classical_singular_approach,contraction,191.309172891,0.00519995996534,-5.2591043524,13.7908411572,0.00606631323871,-103685.198351,103685.198351,1540.14344765,2372041.83933,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,2245988.80607,126052.349143,0.684111138201,2372041.83933,0.94685884913,0.0531408624642,2.88406016647e-07,1122995.77126,0.00519995996534,4.21577546333e-07,8.90474510341e-07,4.21577546333e-07,13.1615763916
1143,classical_singular_approach,contraction,192.196831702,0.00517606831951,-5.26370952258,13.7908844336,0.006023036796,-104416.713284,104416.713284,1551.00939523,2405630.1441,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,2277233.62271,128395.837281,0.684111138201,2405630.1441,0.94662665759,0.0533730580303,2.84379184339e-07,1138618.17958,0.00517606831951,4.15691325934e-07,8.78256767438e-07,4.15691325934e-07,13.1569712214
1144,classical_singular_approach,contraction,193.088587759,0.00515228644582,-5.26831469277,13.7909274069,0.00598006354769,-105153.445506,105153.445506,1561.95284061,2439696.67628,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,2308913.09805,130782.894116,0.684111138201,2439696.67628,0.946393508874,0.0536062107179,2.8040827569e-07,1154457.91725,0.00515228644582,4.09886851852e-07,8.6620665756e-07,4.09886851852e-07,13.1523660512
1145,classical_singular_approach,contraction,193.984459976,0.00512861383991,-5.27291986296,13.790970079,0.0059373913925,-105895.432854,105895.432854,1572.9743458,2474248.29255,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,2341033.27879,133214.329652,0.684111138201,2474248.29255,0.946159399538,0.0538403239693,2.76492517044e-07,1170518.00762,0.00512861383991,4.04162993199e-07,8.54321880715e-07,4.04162993199e-07,13.147760881
1146,classical_singular_approach,contraction,194.884467351,0.00510504999975,-5.27752503314,13.7910124522,0.00589501824366,-106642.713447,106642.713447,1584.07447704,2509291.94881,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,2373600.29575,135690.968949,0.684111138201,2509291.94881,0.945924326134,0.0540754012353,2.72631145421e-07,1186801.5161,0.00510504999975,3.98518634691e-07,8.42600168465e-07,3.98518634691e-07,13.1431557108
1147,classical_singular_approach,contraction,195.788628971,0.00508159442561,-5.28213020333,13.7910545284,0.0058529420288,-107395.325688,107395.325688,1595.25380475,2544834.70157,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,2406620.36505,138213.652408,0.684111138201,2544834.70157,0.945688285202,0.0543114459742,2.68823408365e-07,1203311.55075,0.00508159442561,3.92952676427e-07,8.31039283499e-07,3.92952676427e-07,13.1385505406
1148,classical_singular_approach,contraction,196.696964011,0.00505824662003,-5.28673537351,13.7910963097,0.00581116068982,-108153.308263,108153.308263,1606.5129036,2580883.70944,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,2440099.78927,140783.236054,0.684111138201,2580883.70944,0.945451273279,0.0545484616526,2.65068563802e-07,1220051.26286,0.00505824662003,3.87464033687e-07,8.19637019202e-07,3.87464033687e-07,13.1339453704
1149,classical_singular_approach,contraction,197.609491736,0.00503500608788,-5.2913405437,13.7911377982,0.00576967218284,-108916.70015,108916.70015,1617.85235254,2617446.23462,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,2474044.95868,143400.591827,0.684111138201,2617446.23462,0.945213286889,0.0547864517447,2.613658799e-07,1237023.84756,0.00503500608788,3.82051636715e-07,8.08391199232e-07,3.82051636715e-07,13.1293402003
1150,classical_singular_approach,contraction,198.526231497,0.00501187233627,-5.29594571389,13.791178996,0.00572847447807,-109685.540613,109685.540613,1629.27273482,2654529.64442,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,2508462.35243,146066.607877,0.684111138201,2654529.64442,0.944974322553,0.0550254197327,2.57714634922e-07,1254232.54444,0.00501187233627,3.76714430517e-07,7.9729967711e-07,3.76714430517e-07,13.1247350301
1151,classical_singular_approach,contraction,199.447202737,0.0049888448746,-5.30055088407,13.7912199049,0.00568756555973,-110459.869211,110459.869211,1640.77463803,2692141.41279,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,2543358.53982,148782.188866,0.684111138201,2692141.41279,0.944734376779,0.0552653691067,2.54114117093e-07,1271680.63813,0.0049888448746,3.71451374655e-07,7.86360335807e-07,3.71451374655e-07,13.1201298599
1152,classical_singular_approach,contraction,200.372424986,0.0049659232145,-5.30515605426,13.791260527,0.00564694342593,-111239.725795,111239.725795,1652.35865414,2730289.12192,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,2578740.18153,151548.256274,0.684111138201,2730289.12192,0.944493446072,0.0555063033647,2.50563624456e-07,1289371.45899,0.0049659232145,3.6626144305e-07,7.75571087337e-07,3.6626144305e-07,13.1155246897
1153,classical_singular_approach,contraction,201.301917868,0.00494310686987,-5.30976122444,13.7913008643,0.00560660608861,-112025.150516,112025.150516,1664.02537954,2768980.46374,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,2614614.03091,154365.748716,0.684111138201,2768980.46374,0.944251526925,0.0557482260121,2.47062464745e-07,1307308.38368,0.00494310686987,3.61143623782e-07,7.64929872366e-07,3.61143623782e-07,13.1109195195
1154,classical_singular_approach,contraction,202.235701094,0.00492039535681,-5.31436639463,13.7913409189,0.00556655157339,-112816.18382,112816.18382,1675.77541503,2808223.24161,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,2650986.93525,157235.622252,0.684111138201,2808223.24161,0.944008615827,0.0559911405626,2.43609955243e-07,1325494.83585,0.00492039535681,3.56096918893e-07,7.54434659813e-07,3.56096918893e-07,13.1063143493
1155,classical_singular_approach,contraction,203.173794467,0.00489778819368,-5.31897156482,13.7913806925,0.00552677791956,-113612.866458,113612.866458,1687.60936591,2848025.37192,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,2687865.83709,160158.850722,0.684111138201,2848025.37192,0.943764709257,0.0562350505373,2.40205422657e-07,1343934.28677,0.00489778819368,3.511203442e-07,7.44083446463e-07,3.511203442e-07,13.1017091791
1156,classical_singular_approach,contraction,204.116217883,0.00487528490103,-5.323576735,13.7914201873,0.00548728317989,-114415.239483,114415.239483,1699.527842,2888394.88573,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,2725257.77556,163136.426066,0.684111138201,2888394.88573,0.943519803687,0.0564799594652,2.36848202986e-07,1362630.256,0.00487528490103,3.462129291e-07,7.33874256587e-07,3.462129291e-07,13.097104009
1157,classical_singular_approach,contraction,205.062991327,0.00485288500162,-5.32818190519,13.791459405,0.0054480654206,-115223.344254,115223.344254,1711.53145764,2929339.93048,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,2763169.8877,166169.358668,0.684111138201,2929339.93048,0.94327389558,0.0567258708828,2.33537641392e-07,1381586.31207,0.00485288500162,3.41373716386e-07,7.23805141565e-07,3.41373716386e-07,13.0924988388
1158,classical_singular_approach,contraction,206.014134879,0.0048305880204,-5.33278707537,13.7914983477,0.00540912272126,-116037.222439,116037.222439,1723.62083176,2970868.77168,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,2801609.40987,169258.677698,0.684111138201,2970868.77168,0.943026981392,0.0569727883344,2.30273092074e-07,1400806.07316,0.0048305880204,3.36601762061e-07,7.13874179509e-07,3.36601762061e-07,13.0878936686
1159,classical_singular_approach,contraction,206.96966871,0.0048083934845,-5.33739224556,13.7915370173,0.00537045317467,-116856.916016,116856.916016,1735.79658792,3012989.79462,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,2840583.67905,172405.431457,0.684111138201,3012989.79462,0.942779057574,0.057220715372,2.27053918146e-07,1420293.20775,0.0048083934845,3.31896135158e-07,7.04079474904e-07,3.31896135158e-07,13.0832884984
1160,classical_singular_approach,contraction,207.929613085,0.00478630092323,-5.34199741575,13.7915754155,0.00533205488681,-117682.467277,117682.467277,1748.05935431,3055711.50617,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,2880100.13433,175610.687736,0.684111138201,3055711.50617,0.942530120565,0.0574696555551,2.23879491509e-07,1440051.43539,0.00478630092323,3.27255917557e-07,6.94419158238e-07,3.27255917557e-07,13.0786833282
1161,classical_singular_approach,contraction,208.893988362,0.00476430986805,-5.34660258593,13.7916135445,0.00529392597671,-118513.91883,118513.91883,1760.40976382,3099042.53655,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,2920166.31826,178875.534178,0.684111138201,3099042.53655,0.9422801668,0.0577196124507,2.20749192737e-07,1460084.52735,0.00476430986805,3.22680203814e-07,6.84891385654e-07,3.22680203814e-07,13.074078158
1162,classical_singular_approach,contraction,209.862814993,0.0047424198526,-5.35120775612,13.7916514059,0.00525606457638,-119351.313598,119351.313598,1772.84845407,3142991.64108,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,2960789.87833,182201.078647,0.684111138201,3142991.64108,0.942029192704,0.0579705896336,2.17662410952e-07,1480396.30739,0.0047424198526,3.18168100978e-07,6.75494338588e-07,3.18168100978e-07,13.0694729878
1163,classical_singular_approach,contraction,210.836113525,0.00472063041264,-5.3558129263,13.7916890016,0.00521846883071,-120194.694828,120194.694828,1785.37606742,3187567.70212,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,3001978.56841,185588.449604,0.684111138201,3187567.70212,0.941777194696,0.0582225906858,2.14618543708e-07,1500990.65243,0.00472063041264,3.13718728426e-07,6.66226223433e-07,3.13718728426e-07,13.0648678176
1164,classical_singular_approach,contraction,211.813904598,0.00469894108605,-5.36041809649,13.7917263335,0.0051811368974,-121044.106089,121044.106089,1797.99325106,3232779.73085,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,3043740.25025,189038.796489,0.684111138201,3232779.73085,0.941524169186,0.058475619197,2.11616996875e-07,1521871.49335,0.00469894108605,3.09331217691e-07,6.57085271186e-07,3.09331217691e-07,13.0602626475
1165,classical_singular_approach,contraction,212.79620895,0.00467735141287,-5.36502326668,13.7917634035,0.00514406694685,-121899.591275,121899.591275,1810.70065698,3278636.86917,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,3086082.89495,192553.290112,0.684111138201,3278636.86917,0.941270112578,0.0587296787644,2.08657184525e-07,1543042.8157,0.00467735141287,3.05004712293e-07,6.48069737118e-07,3.05004712293e-07,13.0556574773
1166,classical_singular_approach,contraction,213.783047413,0.00465586093523,-5.36962843686,13.7918002133,0.00510725716211,-122761.194607,122761.194607,1823.49894206,3325148.39168,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,3129014.58452,196133.123049,0.684111138201,3325148.39168,0.941015021269,0.0589847729924,2.05738528817e-07,1564508.66048,0.00465586093523,3.00738367576e-07,6.39177900437e-07,3.00738367576e-07,13.0510523071
1167,classical_singular_approach,contraction,214.774440915,0.00463446919736,-5.37423360705,13.7918367647,0.00507070573872,-123628.960639,123628.960639,1836.38876808,3372323.70754,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,3172543.51338,199779.51005,0.684111138201,3372323.70754,0.940758891647,0.059240905493,2.02860459888e-07,1586273.12491,0.00463446919736,2.96531350544e-07,6.30408063963e-07,2.96531350544e-07,13.0464471369
1168,classical_singular_approach,contraction,215.770410482,0.0046131757456,-5.37883877723,13.7918730595,0.0050344108847,-124502.934257,124502.934257,1849.37080179,3420172.36252,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,3216677.98996,203493.688447,0.684111138201,3420172.36252,0.940501720092,0.0594980798854,2.00022415741e-07,1608340.3632,0.0046131757456,2.923828397e-07,6.21758553799e-07,2.923828397e-07,13.0418419667
1169,classical_singular_approach,contraction,216.770977235,0.00459198012837,-5.38344394742,13.7919090996,0.00499837082044,-125383.160681,125383.160681,1862.4457149,3468704.04095,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,3261426.43827,207276.918575,0.684111138201,3468704.04095,0.94024350298,0.0597562997961,1.97223842139e-07,1630714.58736,0.00459198012837,2.88292024889e-07,6.13227719017e-07,2.88292024889e-07,13.0372367965
1170,classical_singular_approach,contraction,217.776162395,0.00457088189615,-5.38804911761,13.7919448867,0.00496258377857,-126269.685471,126269.685471,1875.61418416,3517928.56782,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,3306797.3995,211130.484203,0.684111138201,3517928.56782,0.939984236677,0.0600155688591,1.94464192497e-07,1653400.06797,0.00457088189615,2.8425810714e-07,6.04813931338e-07,2.8425810714e-07,13.0326316263
1171,classical_singular_approach,contraction,218.785987278,0.0045498806015,-5.39265428779,13.7919804224,0.00492704800397,-127162.554528,127162.554528,1888.87689137,3567855.91076,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,3352799.53368,215055.692965,0.684111138201,3567855.91076,0.939723917542,0.0602758907154,1.91742927773e-07,1676401.13506,0.0045498806015,2.80280298513e-07,5.96515584826e-07,2.80280298513e-07,13.0280264562
1172,classical_singular_approach,contraction,219.800473302,0.00452897579904,-5.39725945798,13.7920157087,0.00489176175357,-128061.814096,128061.814096,1902.23452345,3618496.18221,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,3399441.62129,219053.876806,0.684111138201,3618496.18221,0.939462541927,0.0605372690134,1.89059516372e-07,1699722.17887,0.00452897579904,2.76357821948e-07,5.88331095576e-07,2.76357821948e-07,13.023421286
1173,classical_singular_approach,contraction,220.81964198,0.00450816704541,-5.40186462816,13.7920507471,0.00485672329638,-128967.510766,128967.510766,1915.68777245,3669859.64152,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,3446732.56497,223126.392435,0.684111138201,3669859.64152,0.939200106178,0.0607997074085,1.86413434035e-07,1723367.65071,0.00450816704541,2.72489911112e-07,5.80258901419e-07,2.72489911112e-07,13.0188161158
1174,classical_singular_approach,contraction,221.843514927,0.00448745389933,-5.40646979835,13.7920855395,0.00482193091331,-129879.691476,129879.691476,1929.23733561,3721956.69711,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,3494681.39122,227274.621781,0.684111138201,3721956.69711,0.938936606632,0.0610632095634,1.83804163743e-07,1747342.06383,0.00448745389933,2.68675810253e-07,5.72297461615e-07,2.68675810253e-07,13.0142109456
1175,classical_singular_approach,contraction,222.872113857,0.00446683592151,-5.41107496854,13.7921200875,0.00478738289716,-130798.403517,130798.403517,1942.88391538,3774797.90866,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,3543297.25208,231499.97247,0.684111138201,3774797.90866,0.938672039621,0.0613277791478,1.81231195618e-07,1771649.99426,0.00446683592151,2.64914774058e-07,5.64445256566e-07,2.64914774058e-07,13.0096057754
1176,classical_singular_approach,contraction,223.905460584,0.00444631267469,-5.41568013872,13.7921543929,0.0047530775525,-131723.694535,131723.694535,1956.6282195,3828393.98933,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,3592589.42693,235803.878293,0.684111138201,3828393.98933,0.938406401467,0.0615934198386,1.78694026818e-07,1796296.08169,0.00444631267469,2.612060675e-07,5.56700787523e-07,2.612060675e-07,13.0050006052
1177,classical_singular_approach,contraction,224.943577022,0.00442588372363,-5.42028530891,13.7921884572,0.0047190131956,-132655.612531,132655.612531,1970.47096098,3882755.80805,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,3642567.32424,240187.799699,0.684111138201,3882755.80805,0.938139688488,0.0618601353195,1.76192161449e-07,1821285.03034,0.00442588372363,2.57548965706e-07,5.490625763e-07,2.57548965706e-07,13.000395435
1178,classical_singular_approach,contraction,225.986485188,0.00440554863507,-5.42489047909,13.7922222823,0.00468518815433,-133594.205868,133594.205868,1984.41285819,3937894.39176,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,3693240.48336,244653.224289,0.684111138201,3937894.39176,0.937871896994,0.0621279292813,1.73725110463e-07,1846621.6099,0.00440554863507,2.5394275381e-07,5.41529164994e-07,2.5394275381e-07,12.9957902649
1179,classical_singular_approach,contraction,227.0342072,0.00438530697775,-5.42949564928,13.7922558697,0.00465160076813,-134539.523271,134539.523271,1998.45463491,3993820.92777,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,3744618.57634,249201.66732,0.684111138201,3993820.92777,0.937603023286,0.0623968054219,1.71292391565e-07,1872310.65639,0.00438530697775,2.50386726821e-07,5.34099115703e-07,2.50386726821e-07,12.9911850947
1180,classical_singular_approach,contraction,228.086765277,0.0043651583224,-5.43410081947,13.792289221,0.00461824938788,-135491.613829,135491.613829,2012.5970203,4050546.76613,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,3796711.4098,253834.672221,0.684111138201,4050546.76613,0.937333063661,0.0626667674457,1.68893529121e-07,1898357.07312,0.0043651583224,2.4688018948e-07,5.26771010253e-07,2.4688018948e-07,12.9865799245
